game_id,game_time,week,away_abbr,home_abbr,consensus_spread,abs_spread,spread_cat,away_is_favorite,home_is_favorite,away_score,home_score,actual_margin,away_covered,home_covered,away_luck,home_luck,away_prior_luck,home_prior_luck,away_luck_cat,home_luck_cat,matchup_type,game_time_et,is_lu,bet_team,bet_spread,bet_reason
02522f48a7b7e7524881c1b1638cd94d,2025-09-21 17:03:00+00:00,3,NYJ,TB,6.5,6.5,3.5-7,False,True,27,29,-2,True,False,6.800000000000001,12.8,-1.1999999999999993,-7.399999999999999,Neutral,Unlucky,Neutral vs Unlucky,Sun 2025-09-21 13:03 ET,False,n/a,n/a,n/a
03a5eed2c8ef5d1c8a48866ea4b0d63a,2025-09-21 17:03:00+00:00,3,LV,WAS,3.0,3.0,0-3,False,True,24,41,-17,False,True,10.9,12.9,-2.5,1.1000000000000014,Neutral,Neutral,Neutral vs Neutral,Sun 2025-09-21 13:03 ET,False,n/a,n/a,n/a
0ee3f5a0078c21cfdffd1b97002e7da5,2025-09-21 20:05:00+00:00,3,DEN,LAC,2.5,2.5,0-3,False,True,20,23,-3,False,True,7.199999999999999,1.0,4.300000000000001,-0.3000000000000007,Lucky,Neutral,Lucky vs Neutral,Sun 2025-09-21 16:05 ET,False,n/a,n/a,n/a
186868cc79ce1f5d22075b67ebbc7b64,2025-09-21 20:25:00+00:00,3,DAL,CHI,-1.0,1.0,0-3,True,False,14,31,-17,False,True,-9.4,4.100000000000001,13.6,4.899999999999999,Lucky,Lucky,Lucky vs Lucky,Sun 2025-09-21 16:25 ET,False,n/a,n/a,n/a
20b50dac292089c063b21e1410f172ef,2025-09-21 20:26:00+00:00,3,ARI,SF,1.5,1.5,0-3,False,True,15,16,-1,True,False,-2.5,-8.3,9.1,0.3999999999999986,Lucky,Neutral,Lucky vs Neutral,Sun 2025-09-21 16:26 ET,False,n/a,n/a,n/a
311c411c2d53e36a902763dc7a2ef678,2025-09-21 20:05:00+00:00,3,NO,SEA,7.0,7.0,3.5-7,False,True,13,44,-31,False,True,-9.0,14.2,0.5,5.100000000000001,Neutral,Lucky,Neutral vs Lucky,Sun 2025-09-21 16:05 ET,False,n/a,n/a,n/a
4c4ae4a2d54fc3f71c450187e9391ddc,2025-09-21 17:01:00+00:00,3,LAR,PHI,3.5,3.5,3.5-7,False,True,26,33,-7,False,True,1.3999999999999986,11.6,6.399999999999999,2.1000000000000014,Lucky,Neutral,Lucky vs Neutral,Sun 2025-09-21 13:01 ET,False,n/a,n/a,n/a
5737e4dbf6879c5061bb23033a4d8a55,2025-09-21 17:03:00+00:00,3,ATL,CAR,-4.5,4.5,3.5-7,True,False,0,30,-30,False,True,-13.8,9.5,0.3999999999999986,4.300000000000001,Neutral,Lucky,Neutral vs Lucky,Sun 2025-09-21 13:03 ET,False,n/a,n/a,n/a
581955d1b79fe87a3a61a4885cd7ea67,2025-09-21 17:03:00+00:00,3,GB,CLE,-7.5,7.5,7.5+,True,False,10,13,-3,False,True,-4.4,-1.5,-2.1999999999999997,4.300000000000001,Neutral,Lucky,Neutral vs Lucky,Sun 2025-09-21 13:03 ET,False,n/a,n/a,n/a
6e67ddae4bb01d1c2d3f461ee62d2666,2025-09-23 00:15:00+00:00,3,DET,BAL,4.5,4.5,3.5-7,False,True,38,30,8,True,False,4.600000000000001,6.0,18.8,22.2,Lucky,Lucky,Lucky vs Lucky,Mon 2025-09-22 20:15 ET,False,n/a,n/a,n/a
97de7672b61dbddbce982711c121e76d,2025-09-21 17:03:00+00:00,3,HOU,JAX,1.5,1.5,0-3,False,True,10,17,-7,False,True,-7.199999999999999,-4.0,0.1000000000000014,-0.8000000000000007,Neutral,Neutral,Neutral vs Neutral,Sun 2025-09-21 13:03 ET,False,n/a,n/a,n/a
aca5234c57e31b1931e51d2d0d6046f5,2025-09-19 00:15:00+00:00,3,MIA,BUF,11.5,11.5,7.5+,False,True,21,31,-10,True,False,3.6999999999999993,3.1999999999999997,7.100000000000001,4.300000000000001,Lucky,Lucky,Lucky vs Lucky,Thu 2025-09-18 20:15 ET,False,n/a,n/a,n/a
bb506016737825f4d0b1f9862f95c246,2025-09-21 17:01:00+00:00,3,IND,TEN,-6.0,6.0,3.5-7,True,False,41,20,21,True,False,10.8,4.199999999999999,4.0,4.699999999999999,Lucky,Lucky,Lucky vs Lucky,Sun 2025-09-21 13:01 ET,False,n/a,n/a,n/a
c4c42918a645b1a4773f47d7eaa5cfcf,2025-09-21 17:03:00+00:00,3,PIT,NE,-1.0,1.0,0-3,True,False,21,14,7,True,False,-0.5,-8.7,0.3000000000000007,11.5,Neutral,Lucky,Neutral vs Lucky,Sun 2025-09-21 13:03 ET,False,n/a,n/a,n/a
ee840f13db8bd150fcdd8f6670fa7041,2025-09-22 00:21:00+00:00,3,KC,NYG,-6.0,6.0,3.5-7,True,False,22,9,13,True,False,-3.0,-9.4,-0.1000000000000014,11.4,Neutral,Lucky,Neutral vs Lucky,Sun 2025-09-21 20:21 ET,False,n/a,n/a,n/a
eefb7f130c8fc2c129e296fe5c6ba3e3,2025-09-21 17:03:00+00:00,3,CIN,MIN,3.0,3.0,0-3,False,True,10,48,-38,False,True,2.4000000000000004,17.3,8.0,-7.9,Lucky,Unlucky,Lucky vs Unlucky,Sun 2025-09-21 13:03 ET,True,MIN,-3.0,"MIN unlucky (-7.9), CIN lucky (+8.0)"
