game_id,game_time,away_team,home_team,bookmaker,fetched_at,last_update,away_spread,away_price,home_price
4fd1173e2f647cbbebf6713d39693089,2026-01-03T21:30:00Z,Carolina Panthers,Tampa Bay Buccaneers,draftkings,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:53Z,3.0,-120,100
4fd1173e2f647cbbebf6713d39693089,2026-01-03T21:30:00Z,Carolina Panthers,Tampa Bay Buccaneers,betus,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:08Z,3.0,-120,100
4fd1173e2f647cbbebf6713d39693089,2026-01-03T21:30:00Z,Carolina Panthers,Tampa Bay Buccaneers,fanduel,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:06Z,3.0,-118,-104
4fd1173e2f647cbbebf6713d39693089,2026-01-03T21:30:00Z,Carolina Panthers,Tampa Bay Buccaneers,mybookieag,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,2.5,100,-120
4fd1173e2f647cbbebf6713d39693089,2026-01-03T21:30:00Z,Carolina Panthers,Tampa Bay Buccaneers,lowvig,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,2.5,110,-121
4fd1173e2f647cbbebf6713d39693089,2026-01-03T21:30:00Z,Carolina Panthers,Tampa Bay Buccaneers,betonlineag,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,3.0,-119,-101
4fd1173e2f647cbbebf6713d39693089,2026-01-03T21:30:00Z,Carolina Panthers,Tampa Bay Buccaneers,betmgm,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:23Z,3.0,-120,100
4fd1173e2f647cbbebf6713d39693089,2026-01-03T21:30:00Z,Carolina Panthers,Tampa Bay Buccaneers,williamhill_us,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:02Z,3.0,-117,-104
4fd1173e2f647cbbebf6713d39693089,2026-01-03T21:30:00Z,Carolina Panthers,Tampa Bay Buccaneers,betrivers,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:53Z,3.0,-117,-108
4fd1173e2f647cbbebf6713d39693089,2026-01-03T21:30:00Z,Carolina Panthers,Tampa Bay Buccaneers,bovada,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:26Z,3.0,-115,-105
4fd1173e2f647cbbebf6713d39693089,2026-01-03T21:30:00Z,Carolina Panthers,Tampa Bay Buccaneers,fanatics,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:06Z,3.0,-115,-105
c624c615075899bb7be6a39e5eea3b2b,2026-01-04T01:00:00Z,Seattle Seahawks,San Francisco 49ers,draftkings,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:53Z,-2.5,-118,-102
c624c615075899bb7be6a39e5eea3b2b,2026-01-04T01:00:00Z,Seattle Seahawks,San Francisco 49ers,betus,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:08Z,-1.5,-120,100
c624c615075899bb7be6a39e5eea3b2b,2026-01-04T01:00:00Z,Seattle Seahawks,San Francisco 49ers,fanduel,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:06Z,-2.5,-105,-115
c624c615075899bb7be6a39e5eea3b2b,2026-01-04T01:00:00Z,Seattle Seahawks,San Francisco 49ers,mybookieag,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,-2.5,-110,-110
c624c615075899bb7be6a39e5eea3b2b,2026-01-04T01:00:00Z,Seattle Seahawks,San Francisco 49ers,betonlineag,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,-2.5,-115,-105
c624c615075899bb7be6a39e5eea3b2b,2026-01-04T01:00:00Z,Seattle Seahawks,San Francisco 49ers,lowvig,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,-2.5,-108,-102
c624c615075899bb7be6a39e5eea3b2b,2026-01-04T01:00:00Z,Seattle Seahawks,San Francisco 49ers,williamhill_us,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:02Z,-2.5,-118,-105
c624c615075899bb7be6a39e5eea3b2b,2026-01-04T01:00:00Z,Seattle Seahawks,San Francisco 49ers,betmgm,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:23Z,-2.5,-110,-110
c624c615075899bb7be6a39e5eea3b2b,2026-01-04T01:00:00Z,Seattle Seahawks,San Francisco 49ers,betrivers,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:53Z,-2.0,-114,-112
c624c615075899bb7be6a39e5eea3b2b,2026-01-04T01:00:00Z,Seattle Seahawks,San Francisco 49ers,bovada,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:26Z,-2.5,-115,-105
c624c615075899bb7be6a39e5eea3b2b,2026-01-04T01:00:00Z,Seattle Seahawks,San Francisco 49ers,fanatics,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:06Z,-2.5,-110,-110
7906052ca20e6daddf755c7fe3932887,2026-01-04T18:00:00Z,New Orleans Saints,Atlanta Falcons,draftkings,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:53Z,3.5,-112,-108
7906052ca20e6daddf755c7fe3932887,2026-01-04T18:00:00Z,New Orleans Saints,Atlanta Falcons,fanduel,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:06Z,3.0,100,-122
7906052ca20e6daddf755c7fe3932887,2026-01-04T18:00:00Z,New Orleans Saints,Atlanta Falcons,mybookieag,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,3.5,-110,-110
7906052ca20e6daddf755c7fe3932887,2026-01-04T18:00:00Z,New Orleans Saints,Atlanta Falcons,betrivers,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:53Z,3.5,-113,-112
7906052ca20e6daddf755c7fe3932887,2026-01-04T18:00:00Z,New Orleans Saints,Atlanta Falcons,lowvig,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,3.5,-105,-105
7906052ca20e6daddf755c7fe3932887,2026-01-04T18:00:00Z,New Orleans Saints,Atlanta Falcons,betonlineag,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,3.5,-110,-110
7906052ca20e6daddf755c7fe3932887,2026-01-04T18:00:00Z,New Orleans Saints,Atlanta Falcons,betmgm,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:23Z,3.5,-115,-105
7906052ca20e6daddf755c7fe3932887,2026-01-04T18:00:00Z,New Orleans Saints,Atlanta Falcons,betus,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:08Z,3.5,-110,-110
7906052ca20e6daddf755c7fe3932887,2026-01-04T18:00:00Z,New Orleans Saints,Atlanta Falcons,williamhill_us,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:02Z,3.5,-110,-111
7906052ca20e6daddf755c7fe3932887,2026-01-04T18:00:00Z,New Orleans Saints,Atlanta Falcons,fanatics,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:06Z,3.5,-110,-110
7906052ca20e6daddf755c7fe3932887,2026-01-04T18:00:00Z,New Orleans Saints,Atlanta Falcons,bovada,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:26Z,3.5,-110,-110
dad5ec44b4df2b91138872aeb4454e1e,2026-01-04T18:00:00Z,Cleveland Browns,Cincinnati Bengals,draftkings,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:53Z,7.5,-108,-112
dad5ec44b4df2b91138872aeb4454e1e,2026-01-04T18:00:00Z,Cleveland Browns,Cincinnati Bengals,betus,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:08Z,7.5,-110,-110
dad5ec44b4df2b91138872aeb4454e1e,2026-01-04T18:00:00Z,Cleveland Browns,Cincinnati Bengals,fanduel,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:06Z,7.5,-110,-110
dad5ec44b4df2b91138872aeb4454e1e,2026-01-04T18:00:00Z,Cleveland Browns,Cincinnati Bengals,mybookieag,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,7.5,-110,-110
dad5ec44b4df2b91138872aeb4454e1e,2026-01-04T18:00:00Z,Cleveland Browns,Cincinnati Bengals,betonlineag,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,7.5,-110,-110
dad5ec44b4df2b91138872aeb4454e1e,2026-01-04T18:00:00Z,Cleveland Browns,Cincinnati Bengals,lowvig,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,7.5,-105,-105
dad5ec44b4df2b91138872aeb4454e1e,2026-01-04T18:00:00Z,Cleveland Browns,Cincinnati Bengals,betrivers,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:53Z,7.5,-115,-110
dad5ec44b4df2b91138872aeb4454e1e,2026-01-04T18:00:00Z,Cleveland Browns,Cincinnati Bengals,betmgm,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:23Z,7.5,-110,-110
dad5ec44b4df2b91138872aeb4454e1e,2026-01-04T18:00:00Z,Cleveland Browns,Cincinnati Bengals,williamhill_us,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:02Z,7.5,-110,-109
dad5ec44b4df2b91138872aeb4454e1e,2026-01-04T18:00:00Z,Cleveland Browns,Cincinnati Bengals,bovada,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:26Z,7.5,-110,-110
dad5ec44b4df2b91138872aeb4454e1e,2026-01-04T18:00:00Z,Cleveland Browns,Cincinnati Bengals,fanatics,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:06Z,7.5,-110,-110
d48a44e7b45f563282fd042c2104da9b,2026-01-04T18:00:00Z,Dallas Cowboys,New York Giants,draftkings,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:53Z,-3.5,-108,-112
d48a44e7b45f563282fd042c2104da9b,2026-01-04T18:00:00Z,Dallas Cowboys,New York Giants,fanduel,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:06Z,-3.5,-110,-110
d48a44e7b45f563282fd042c2104da9b,2026-01-04T18:00:00Z,Dallas Cowboys,New York Giants,mybookieag,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,-3.5,-110,-110
d48a44e7b45f563282fd042c2104da9b,2026-01-04T18:00:00Z,Dallas Cowboys,New York Giants,lowvig,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,-3.5,-103,-107
d48a44e7b45f563282fd042c2104da9b,2026-01-04T18:00:00Z,Dallas Cowboys,New York Giants,betonlineag,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:25Z,-3.5,-108,-112
d48a44e7b45f563282fd042c2104da9b,2026-01-04T18:00:00Z,Dallas Cowboys,New York Giants,betrivers,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:53Z,-3.5,-114,-112
d48a44e7b45f563282fd042c2104da9b,2026-01-04T18:00:00Z,Dallas Cowboys,New York Giants,betmgm,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:23Z,-3.5,-105,-115
d48a44e7b45f563282fd042c2104da9b,2026-01-04T18:00:00Z,Dallas Cowboys,New York Giants,betus,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:08Z,-3.5,-110,-110
d48a44e7b45f563282fd042c2104da9b,2026-01-04T18:00:00Z,Dallas Cowboys,New York Giants,williamhill_us,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:02Z,-3.5,-108,-112
d48a44e7b45f563282fd042c2104da9b,2026-01-04T18:00:00Z,Dallas Cowboys,New York Giants,bovada,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:26Z,-3.5,100,-120
d48a44e7b45f563282fd042c2104da9b,2026-01-04T18:00:00Z,Dallas Cowboys,New York Giants,fanatics,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:06Z,-3.5,-105,-115
41fc7f3165cc9dfdb47c25a9decd7c9b,2026-01-04T18:00:00Z,Green Bay Packers,Minnesota Vikings,draftkings,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:47:53Z,9.5,-112,-108
41fc7f3165cc9dfdb47c25a9decd7c9b,2026-01-04T18:00:00Z,Green Bay Packers,Minnesota Vikings,betus,2026-01-02T22:48:08.791803+00:00,2026-01-02T22:48:08Z,9.5,-105,-115
