play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.5130,0.4562
2,1,0.3667,0,0.4630,0.4533
3,1,0.6000,0,0.4850,0.4503
4,1,0.6500,0,0.5020,0.4564
5,1,0.9500,0,0.4450,0.4610
6,1,0.9833,0,0.4220,0.4640
7,1,1.1167,0,0.4500,0.4660
8,1,1.1500,0,0.4320,0.4672
9,1,1.2833,0,0.4400,0.4690
10,1,1.3167,0,0.4100,0.4703
11,1,1.4000,0,0.4240,0.4715
12,1,1.4500,0,0.4170,0.4697
13,1,1.6000,2,0.5300,0.4716
14,1,1.8667,2,0.5210,0.4703
15,1,1.9333,2,0.5060,0.4675
16,1,1.9333,2,0.4960,0.4672
17,1,2.2500,2,0.4860,0.4674
18,1,2.4500,2,0.5000,0.4656
19,1,2.4500,2,0.4940,0.4653
20,1,2.4500,2,0.4930,0.4641
21,1,2.8000,2,0.4770,0.4642
22,1,2.8500,2,0.5020,0.4645
23,1,2.9667,2,0.4590,0.4638
24,1,3.0333,2,0.4460,0.4564
25,1,3.3667,2,0.4390,0.4496
26,1,3.6500,2,0.4260,0.4440
27,1,3.7500,2,0.4130,0.4371
28,1,3.7833,2,0.4270,0.4311
29,1,3.8667,2,0.4160,0.4263
30,1,3.9333,2,0.4130,0.4197
31,1,4.0833,2,0.4300,0.4143
32,1,4.3667,2,0.4030,0.4077
33,1,4.7000,2,0.3800,0.3988
34,1,4.8000,2,0.3860,0.3943
35,1,5.0333,2,0.3940,0.3904
36,1,5.2500,2,0.3580,0.3855
37,1,5.2500,2,0.3660,0.3812
38,1,5.2500,2,0.4040,0.3785
39,1,5.4333,2,0.3630,0.3740
40,1,5.4667,2,0.3830,0.3701
41,1,5.6500,2,0.3460,0.3654
42,1,5.7167,2,0.3250,0.3606
43,1,5.8000,2,0.3680,0.3559
44,1,5.8500,2,0.3680,0.3553
45,1,5.9500,2,0.3400,0.3548
46,1,5.9500,2,0.3420,0.3563
47,1,5.9500,2,0.3580,0.3571
48,1,5.9500,2,0.3370,0.3589
49,1,5.9833,2,0.3380,0.3680
50,1,6.2167,2,0.3180,0.3789
51,1,6.2833,2,0.3340,0.3878
52,1,6.4000,2,0.3100,0.3986
53,1,6.4000,3,0.3680,0.4093
54,1,6.4000,3,0.3770,0.4165
55,1,6.4000,4,0.4220,0.4265
56,1,6.7500,4,0.3750,0.4374
57,1,6.9333,4,0.4020,0.4478
58,1,7.1833,7,0.5860,0.4571
59,1,7.3667,7,0.5800,0.4671
60,1,7.3667,7,0.5630,0.4771
61,1,7.4333,7,0.5610,0.4876
62,1,7.6167,7,0.5380,0.4956
63,1,7.6833,7,0.5130,0.5043
64,1,7.8000,7,0.5690,0.5108
65,1,7.8167,7,0.5560,0.5161
66,1,7.8167,7,0.5510,0.5179
67,1,7.8167,7,0.5440,0.5226
68,1,7.9500,7,0.5370,0.5244
69,1,8.0167,7,0.5370,0.5241
70,1,8.1333,7,0.5290,0.5222
71,1,8.2167,7,0.4940,0.5197
72,1,8.3333,7,0.4840,0.5226
73,1,8.4000,7,0.4970,0.5262
74,1,8.4500,7,0.4840,0.5300
75,1,8.7333,7,0.4580,0.5310
76,1,8.7333,7,0.4680,0.5322
77,1,8.9500,7,0.4400,0.5334
78,1,8.9500,8,0.5780,0.5352
79,1,8.9500,8,0.5430,0.5371
80,1,8.9500,8,0.5140,0.5373
81,1,8.9500,9,0.6170,0.5401
82,1,9.1833,9,0.6100,0.5434
83,1,9.4167,9,0.5910,0.5481
88,1,9.4833,9,0.5880,0.5517
87,1,9.4833,9,0.5790,0.5546
86,1,9.4833,9,0.5770,0.5589
85,1,9.4833,9,0.5790,0.5615
84,1,9.4833,9,0.5740,0.5651
89,1,9.7167,9,0.5430,0.5622
90,1,9.7167,9,0.5840,0.5614
91,1,9.7167,9,0.5600,0.5618
92,1,9.9667,9,0.5780,0.5561
93,1,9.9667,9,0.5700,0.5474
94,1,9.9667,9,0.5420,0.5405
95,1,10.0167,9,0.5430,0.5332
96,1,10.2833,9,0.5210,0.5260
97,1,10.4833,9,0.5110,0.5192
98,1,10.4833,9,0.5190,0.5107
99,1,10.4833,9,0.5280,0.5033
100,1,10.7500,9,0.5230,0.4959
101,1,11.0733,9,0.5020,0.4859
