player_name,game_id,game_date,prop_line,game_minute,quarter,cumulative_points,description,prob_over,final_points,result
LeBron James,401810234,2025-12-18,22.0000,0.0000,1,0,Jaxson Hayes vs. Jusuf Nurkic (Keyonte George gains possession),0.4920,30,HIT
LeBron James,401810234,2025-12-18,22.0000,0.3500,1,0,Keyonte George misses 25-foot three point step back jumpshot,0.4630,30,HIT
LeBron James,401810234,2025-12-18,22.0000,0.4333,1,0,Jusuf Nurkic offensive rebound,0.4390,30,HIT
LeBron James,401810234,2025-12-18,22.0000,0.4333,1,0,Jusuf Nurkic misses two point shot,0.4700,30,HIT
LeBron James,401810234,2025-12-18,22.0000,0.4333,1,0,Jazz offensive team rebound,0.4440,30,HIT
LeBron James,401810234,2025-12-18,22.0000,0.4667,1,0,Kyle Filipowski makes 4-foot dunk (Keyonte George assists),0.4560,30,HIT
LeBron James,401810234,2025-12-18,22.0000,0.8667,1,0,Luka Doncic makes 14-foot two point shot,0.3980,30,HIT
LeBron James,401810234,2025-12-18,22.0000,1.2000,1,0,Ace Bailey misses 25-foot three point jumper,0.4110,30,HIT
LeBron James,401810234,2025-12-18,22.0000,1.2333,1,0,Kyle Filipowski offensive rebound,0.4330,30,HIT
LeBron James,401810234,2025-12-18,22.0000,1.3333,1,0,Jaxson Hayes shooting foul,0.4290,30,HIT
LeBron James,401810234,2025-12-18,22.0000,1.3333,1,0,Jusuf Nurkic makes free throw 1 of 2,0.4240,30,HIT
LeBron James,401810234,2025-12-18,22.0000,1.3333,1,0,Jusuf Nurkic misses free throw 2 of 2,0.3990,30,HIT
LeBron James,401810234,2025-12-18,22.0000,1.3667,1,0,Rui Hachimura defensive rebound,0.4250,30,HIT
LeBron James,401810234,2025-12-18,22.0000,1.6000,1,2,Marcus Smart makes two point shot (LeBron James assists),0.6130,30,HIT
LeBron James,401810234,2025-12-18,22.0000,1.7833,1,2,Jusuf Nurkic makes 3-foot layup (Keyonte George assists),0.5920,30,HIT
LeBron James,401810234,2025-12-18,22.0000,2.0000,1,2,Luka Doncic misses 28-foot three point jumper,0.6060,30,HIT
LeBron James,401810234,2025-12-18,22.0000,2.0667,1,2,Jusuf Nurkic defensive rebound,0.6140,30,HIT
