play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.5110,0.5577
2,1,0.3833,0,0.4750,0.5585
3,1,0.4333,0,0.4840,0.5575
4,1,0.4833,2,0.6130,0.5538
5,1,0.7333,2,0.6040,0.5530
6,1,0.9500,2,0.5730,0.5521
7,1,1.0000,2,0.5760,0.5470
8,1,1.1500,2,0.6340,0.5448
9,1,1.3167,2,0.5450,0.5426
10,1,1.6000,2,0.5620,0.5392
11,1,1.6500,2,0.5660,0.5365
12,1,1.8000,2,0.5470,0.5347
13,1,1.8167,2,0.5090,0.5347
14,1,2.2167,2,0.5430,0.5323
15,1,2.4667,2,0.5400,0.5239
16,1,2.6833,2,0.4700,0.5170
17,1,2.7000,2,0.5100,0.5094
18,1,2.9000,2,0.5040,0.5035
19,1,2.9333,2,0.4780,0.4939
20,1,3.1000,2,0.4860,0.4877
21,1,3.1500,2,0.4740,0.4844
22,1,3.2500,2,0.4760,0.4837
23,1,3.3000,2,0.4360,0.4832
24,1,3.4500,2,0.4460,0.4854
25,1,3.5000,2,0.4650,0.4858
26,1,3.6167,2,0.4210,0.4852
27,1,3.8833,2,0.4590,0.4877
28,1,4.0167,2,0.4410,0.4873
29,1,4.3667,2,0.4200,0.4867
30,1,4.3667,3,0.4980,0.4879
31,1,4.3667,4,0.5520,0.4868
32,1,4.6167,4,0.5360,0.4879
33,1,4.6500,4,0.5530,0.4870
34,1,4.6833,4,0.5510,0.4889
35,1,4.7167,4,0.5280,0.4893
36,1,4.9000,4,0.5200,0.4878
37,1,4.9167,4,0.5020,0.4888
38,1,4.9167,4,0.4930,0.4877
39,1,5.2833,4,0.5010,0.4877
40,1,5.6000,4,0.4640,0.4887
41,1,5.7000,4,0.4960,0.4849
42,1,6.0167,4,0.4580,0.4791
43,1,6.0500,4,0.4740,0.4741
44,1,6.3000,4,0.4530,0.4690
45,1,6.3000,4,0.4350,0.4634
46,1,6.3000,4,0.4420,0.4572
47,1,6.3000,4,0.4370,0.4517
48,1,6.3000,4,0.4400,0.4475
49,1,6.3000,4,0.4410,0.4431
50,1,6.3000,4,0.4210,0.4495
51,1,6.3000,4,0.4360,0.4572
52,1,6.3333,4,0.4360,0.4612
53,1,6.5000,4,0.4520,0.4681
54,1,6.5333,4,0.4390,0.4747
55,1,6.7667,4,0.4050,0.4825
56,1,6.7833,4,0.4100,0.4904
57,1,6.7833,4,0.4170,0.4959
58,1,6.7833,4,0.4040,0.5014
59,1,7.0167,7,0.6300,0.5076
60,1,7.2833,7,0.6190,0.5152
61,1,7.4667,7,0.5750,0.5215
62,1,7.5167,7,0.5970,0.5281
63,1,7.6167,7,0.6060,0.5340
64,1,7.6500,7,0.6080,0.5477
65,1,7.7000,7,0.5930,0.5631
72,1,8.0167,7,0.5510,0.5794
71,1,8.0167,7,0.5490,0.5967
70,1,8.0167,7,0.5640,0.6129
69,1,8.0167,7,0.5930,0.6296
68,1,8.0167,7,0.5470,0.6348
67,1,8.0167,7,0.5680,0.6390
66,1,8.0167,7,0.5540,0.6454
73,1,8.2000,10,0.7260,0.6516
74,1,8.3667,10,0.7460,0.6572
75,1,8.3667,10,0.7300,0.6633
76,1,8.3667,10,0.7570,0.6689
77,1,8.5667,10,0.7410,0.6756
78,1,8.6000,10,0.7380,0.6838
79,1,8.8000,10,0.7340,0.6903
80,1,8.8500,10,0.7030,0.6953
81,1,9.0667,10,0.7030,0.7026
82,1,9.0833,10,0.7210,0.7084
83,1,9.1667,10,0.7180,0.7147
84,1,9.1833,10,0.7300,0.7115
85,1,9.2833,10,0.7040,0.7075
86,1,9.4833,10,0.6870,0.7027
87,1,9.4833,10,0.7110,0.6969
88,1,9.4833,10,0.6940,0.6921
89,1,9.4833,10,0.6930,0.6884
90,1,9.7167,10,0.6930,0.6839
91,1,10.0333,10,0.6850,0.6790
92,1,10.0833,10,0.6790,0.6760
93,1,10.1833,10,0.6630,0.6704
94,1,10.1833,10,0.6660,0.6647
95,1,10.1833,10,0.6350,0.6565
96,1,10.4333,10,0.6400,0.6510
97,1,10.4500,10,0.6450,0.6470
98,1,10.4833,10,0.6640,0.6414
99,1,10.7833,10,0.6450,0.6359
100,1,10.8333,10,0.6030,0.6315
101,1,10.8833,10,0.6430,0.6250
102,1,11.1000,10,0.6100,0.6195
103,1,11.3317,10,0.6050,0.6135
104,1,11.3317,10,0.5660,0.6079
105,1,11.3317,10,0.5940,0.6021
106,1,11.3317,10,0.6060,0.5992
107,1,11.6917,10,0.5990,0.5954
108,1,11.6917,10,0.5830,0.5906
109,1,11.6917,10,0.6050,0.5859
110,1,11.8917,10,0.5640,0.5807
112,1,11.9867,10,0.5740,0.5772
111,1,11.9867,10,0.5600,0.5721
113,1,12.0000,10,0.5510,0.5674
114,2,12.0000,10,0.5510,0.5632
115,2,12.0000,10,0.5760,0.5580
116,2,12.0000,10,0.5640,0.5534
117,2,12.0000,10,0.5490,0.5466
118,2,12.3000,10,0.5710,0.5399
119,2,12.3500,10,0.5400,0.5359
120,2,12.6333,10,0.5330,0.5282
121,2,12.8833,10,0.5400,0.5240
122,2,13.2333,10,0.5170,0.5181
123,2,13.2833,10,0.5200,0.5135
127,2,13.5833,10,0.4630,0.5098
126,2,13.5833,10,0.5020,0.5044
124,2,13.5833,10,0.4690,0.4968
125,2,13.5833,10,0.4670,0.4905
128,2,13.6333,10,0.5010,0.4844
129,2,13.7833,10,0.4520,0.4764
130,2,13.8167,10,0.4800,0.4709
131,2,14.0000,10,0.4560,0.4689
132,2,14.0333,10,0.4680,0.4647
133,2,14.1000,10,0.4770,0.4616
134,2,14.4500,10,0.4420,0.4570
135,2,14.4500,10,0.4260,0.4538
136,2,14.4500,10,0.4380,0.4518
