play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.4990,0.4447
2,1,0.3833,0,0.4750,0.4431
3,1,0.4500,0,0.4680,0.4406
4,1,0.6667,0,0.4190,0.4379
5,1,0.9167,0,0.4460,0.4371
6,1,0.9667,0,0.4280,0.4352
7,1,1.1000,0,0.4480,0.4336
8,1,1.1500,0,0.4390,0.4325
9,1,1.2667,0,0.4210,0.4313
10,1,1.3167,0,0.4040,0.4292
11,1,1.3500,0,0.4270,0.4274
12,1,1.5667,0,0.4130,0.4233
13,1,1.6167,0,0.4060,0.4186
14,1,1.8500,0,0.4270,0.4136
15,1,1.9167,0,0.4080,0.4111
16,1,1.9667,0,0.4100,0.4080
17,1,2.0333,0,0.4150,0.4058
18,1,2.0333,0,0.4100,0.4021
19,1,2.3000,0,0.3910,0.3973
20,1,2.3333,0,0.3940,0.3932
21,1,2.4167,0,0.4160,0.3919
22,1,2.6833,0,0.3820,0.3877
23,1,2.7333,0,0.3690,0.3845
24,1,2.8833,0,0.3680,0.3810
25,1,2.9000,0,0.3840,0.3769
26,1,2.9000,0,0.3850,0.3739
27,1,3.0833,0,0.3720,0.3695
28,1,3.3333,0,0.3450,0.3640
29,1,3.3667,0,0.3390,0.3595
31,1,3.4000,0,0.3770,0.3546
30,1,3.4000,0,0.3430,0.3493
32,1,3.6167,0,0.3480,0.3424
33,1,3.6667,0,0.3370,0.3375
34,1,3.8667,0,0.3450,0.3329
35,1,4.1500,0,0.3480,0.3301
36,1,4.4333,0,0.3210,0.3252
37,1,4.7500,0,0.3060,0.3189
38,1,4.8333,0,0.3210,0.3145
39,1,5.1333,0,0.2920,0.3112
40,1,5.1833,0,0.2880,0.3104
41,1,5.2000,0,0.2770,0.3057
44,1,5.3167,0,0.2860,0.3024
45,1,5.3167,0,0.2760,0.2978
42,1,5.3167,0,0.3120,0.2946
43,1,5.3167,0,0.2870,0.2908
46,1,5.5500,0,0.2590,0.2861
47,1,5.6000,0,0.2820,0.2818
48,1,5.7167,0,0.2800,0.2786
49,1,5.7667,0,0.3230,0.2728
50,1,5.9500,0,0.2840,0.2699
51,1,6.1833,0,0.2770,0.2673
52,1,6.1833,0,0.2550,0.2649
53,1,6.3333,0,0.2730,0.2623
54,1,6.3833,0,0.2700,0.2599
55,1,6.4167,0,0.2520,0.2553
56,1,6.6333,0,0.2370,0.2514
57,1,6.6667,0,0.2410,0.2495
58,1,6.8000,0,0.2060,0.2464
59,1,7.0167,0,0.2320,0.2436
60,1,7.1000,0,0.2370,0.2380
61,1,7.1167,0,0.2290,0.2344
62,1,7.1167,0,0.2340,0.2300
63,1,7.1167,0,0.2270,0.2275
64,1,7.1167,0,0.2200,0.2227
65,1,7.1167,0,0.2100,0.2181
66,1,7.1167,0,0.2220,0.2148
67,1,7.3500,0,0.2190,0.2123
