play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.5020,0.4770
2,1,0.3333,0,0.4950,0.4745
3,1,0.3667,0,0.4770,0.4724
4,1,0.5667,0,0.5060,0.4682
5,1,0.6000,0,0.4990,0.4656
6,1,0.8167,0,0.4640,0.4759
7,1,0.8500,0,0.4500,0.4834
8,1,0.8500,0,0.4720,0.4904
9,1,1.0667,0,0.4780,0.4988
10,1,1.1000,0,0.4270,0.5031
11,1,1.2333,0,0.4500,0.5082
12,1,1.2667,0,0.4490,0.5123
13,1,1.6167,0,0.4180,0.5162
14,1,1.7000,0,0.4310,0.5203
15,1,1.7500,3,0.6210,0.5231
16,1,1.9000,3,0.5950,0.5253
17,1,1.9333,3,0.6030,0.5302
18,1,2.0500,3,0.6410,0.5357
19,1,2.0667,3,0.5810,0.5390
20,1,2.0667,3,0.6050,0.5422
21,1,2.3333,3,0.5840,0.5477
22,1,2.6667,3,0.5730,0.5521
23,1,2.7333,3,0.5600,0.5562
24,1,2.9167,3,0.5600,0.5601
25,1,2.9667,3,0.5440,0.5632
26,1,3.1500,3,0.5620,0.5578
27,1,3.1500,3,0.5610,0.5528
28,1,3.1500,3,0.5370,0.5472
29,1,3.1500,3,0.5420,0.5447
30,1,3.1500,3,0.5380,0.5456
31,1,3.1500,3,0.5380,0.5441
32,1,3.3833,3,0.5300,0.5413
33,1,3.6500,3,0.4960,0.5404
34,1,3.8667,3,0.4930,0.5404
35,1,3.8833,3,0.5120,0.5389
36,1,3.8833,3,0.4960,0.5373
37,1,3.8833,3,0.4900,0.5445
38,1,3.8833,4,0.5920,0.5494
39,1,4.0667,4,0.5980,0.5564
40,1,4.3333,4,0.5750,0.5612
41,1,4.3333,4,0.5280,0.5655
42,1,4.3667,4,0.5560,0.5700
43,1,4.3667,4,0.5610,0.5739
44,1,4.3667,4,0.5290,0.5799
45,1,4.5167,4,0.5110,0.5864
46,1,4.7833,6,0.7070,0.5915
47,1,4.9333,6,0.6600,0.5987
48,1,5.1333,6,0.6750,0.6049
49,1,5.2000,6,0.6380,0.6047
50,1,5.3333,6,0.6240,0.6045
51,1,5.3833,6,0.6280,0.6069
52,1,5.7333,6,0.6090,0.6093
53,1,5.7333,6,0.6160,0.6111
54,1,5.7333,6,0.6230,0.6116
55,1,5.7333,6,0.6140,0.6122
56,1,5.7333,6,0.6400,0.6154
57,1,5.7333,6,0.6150,0.6089
58,1,5.7333,6,0.5860,0.6035
59,1,6.0000,6,0.5960,0.5983
60,1,6.0333,6,0.6220,0.5953
61,1,6.3333,6,0.5750,0.5917
62,1,6.3833,6,0.5930,0.5877
63,1,6.5333,6,0.5710,0.5857
64,1,6.5833,6,0.5420,0.5803
65,1,6.7000,6,0.5750,0.5764
66,1,6.7500,6,0.5760,0.5705
67,1,6.8500,6,0.5520,0.5656
68,1,6.8500,6,0.5710,0.5591
69,1,6.8500,6,0.5780,0.5544
70,1,6.8500,6,0.5510,0.5491
71,1,6.8500,6,0.5480,0.5426
72,1,7.0667,6,0.5710,0.5386
73,1,7.3167,6,0.5060,0.5332
74,1,7.5333,6,0.5450,0.5277
75,1,7.5333,6,0.4970,0.5226
76,1,7.6833,6,0.5420,0.5171
77,1,7.8833,6,0.4840,0.5098
78,1,7.9833,6,0.4920,0.5061
79,1,8.0000,6,0.4900,0.5073
81,1,8.0333,6,0.4930,0.5075
82,1,8.0333,6,0.4950,0.5072
80,1,8.0333,6,0.4850,0.5077
83,1,8.2500,6,0.4620,0.5069
84,1,8.5500,6,0.4390,0.5093
85,1,8.6167,6,0.4650,0.5093
86,1,8.7333,6,0.4290,0.5113
87,1,8.7333,7,0.4790,0.5104
88,1,8.7333,8,0.5940,0.5190
89,1,8.9333,8,0.5830,0.5269
90,1,9.2667,8,0.5450,0.5335
91,1,9.3333,8,0.5580,0.5394
92,1,9.4500,8,0.5540,0.5544
93,1,9.4500,8,0.5550,0.5693
94,1,9.4500,8,0.5460,0.5829
95,1,9.4500,8,0.5360,0.5987
96,1,9.7500,8,0.5240,0.6129
97,1,10.1833,10,0.6560,0.6281
98,1,10.3333,10,0.6490,0.6413
99,1,10.5167,10,0.6230,0.6511
100,1,10.5667,10,0.6110,0.6610
101,1,10.5833,12,0.7950,0.6740
102,1,10.8500,12,0.7830,0.6848
103,1,11.0000,12,0.7340,0.6966
104,1,11.0000,12,0.7540,0.7078
105,1,11.0000,12,0.7510,0.7188
106,1,11.0000,12,0.7320,0.7308
107,1,11.0000,12,0.7440,0.7418
108,1,11.0000,13,0.7890,0.7465
109,1,11.1900,13,0.7800,0.7530
110,1,11.1900,13,0.8060,0.7602
111,1,11.1900,13,0.7750,0.7686
112,1,11.3500,13,0.7880,0.7660
113,1,11.3883,13,0.7810,0.7649
114,1,11.6883,13,0.7640,0.7657
115,1,11.9783,13,0.7760,0.7654
116,1,11.9900,13,0.7450,0.7661
117,1,12.0000,13,0.7500,0.7669
118,2,12.0000,13,0.7790,0.7658
119,2,12.0000,13,0.7670,0.7622
120,2,12.0000,13,0.7780,0.7596
121,2,12.0000,13,0.7430,0.7551
122,2,12.0000,13,0.7610,0.7525
123,2,12.3000,13,0.7510,0.7490
124,2,12.4333,13,0.7480,0.7463
125,2,12.4833,13,0.7650,0.7434
126,2,12.7667,13,0.7470,0.7406
127,2,13.1167,13,0.7230,0.7379
128,2,13.1500,13,0.7170,0.7360
129,2,13.1500,13,0.7290,0.7329
130,2,13.1667,13,0.7150,0.7287
134,2,13.2667,13,0.7230,0.7238
133,2,13.2667,13,0.7190,0.7218
132,2,13.2667,13,0.7260,0.7194
