player_name,game_id,game_date,prop_line,game_minute,quarter,cumulative_points,description,prob_over,final_points,result
LeBron James,401810369,2026-01-06,22.0000,0.0000,1,0,Deandre Ayton vs. Derik Queen (LeBron James gains possession),0.5150,22,MISS
LeBron James,401810369,2026-01-06,22.0000,0.3167,1,0,LeBron James makes dunk (Deandre Ayton assists),0.4860,22,MISS
LeBron James,401810369,2026-01-06,22.0000,0.7000,1,0,Zion Williamson misses driving layup,0.4630,22,MISS
LeBron James,401810369,2026-01-06,22.0000,0.7333,1,0,LeBron James defensive rebound,0.4760,22,MISS
LeBron James,401810369,2026-01-06,22.0000,0.7833,1,0,Deandre Ayton makes 2-foot running dunk (LeBron James assists),0.4370,22,MISS
LeBron James,401810369,2026-01-06,22.0000,1.1000,1,0,Jeremiah Fears makes driving layup,0.4280,22,MISS
LeBron James,401810369,2026-01-06,22.0000,1.4333,1,0,Deandre Ayton misses driving floating jump shot,0.4240,22,MISS
LeBron James,401810369,2026-01-06,22.0000,1.4833,1,0,Jeremiah Fears defensive rebound,0.4330,22,MISS
LeBron James,401810369,2026-01-06,22.0000,1.5833,1,0,Derik Queen misses 19-foot pullup jump shot,0.4060,22,MISS
LeBron James,401810369,2026-01-06,22.0000,1.6500,1,0,Trey Murphy III offensive rebound,0.4150,22,MISS
LeBron James,401810369,2026-01-06,22.0000,1.7667,1,0,Jeremiah Fears misses 25-foot three point step back jumpshot,0.4050,22,MISS
LeBron James,401810369,2026-01-06,22.0000,1.8167,1,0,Luka Doncic defensive rebound,0.3900,22,MISS
LeBron James,401810369,2026-01-06,22.0000,2.1667,1,0,LeBron James misses driving layup,0.3770,22,MISS
LeBron James,401810369,2026-01-06,22.0000,2.1833,1,0,Deandre Ayton offensive rebound,0.3870,22,MISS
LeBron James,401810369,2026-01-06,22.0000,2.2167,1,0,Marcus Smart misses 25-foot three point jumper,0.3830,22,MISS
LeBron James,401810369,2026-01-06,22.0000,2.3000,1,0,Derik Queen defensive rebound,0.3850,22,MISS
LeBron James,401810369,2026-01-06,22.0000,2.3667,1,0,Herbert Jones misses 23-foot running jump shot,0.3860,22,MISS
LeBron James,401810369,2026-01-06,22.0000,2.4167,1,0,Deandre Ayton defensive rebound,0.3540,22,MISS
