play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.4970,0.4771
2,1,0.2500,0,0.5150,0.4743
3,1,0.3333,0,0.4940,0.4703
4,1,0.6500,0,0.4560,0.4672
5,1,0.6500,0,0.4620,0.4658
6,1,0.6500,0,0.4690,0.4622
7,1,0.6500,0,0.4680,0.4591
8,1,0.9500,0,0.4810,0.4558
9,1,1.0000,0,0.4680,0.4553
10,1,1.1500,0,0.4610,0.4512
11,1,1.3667,0,0.4460,0.4475
12,1,1.4333,0,0.4270,0.4436
14,1,1.5000,0,0.4300,0.4380
13,1,1.5000,0,0.4470,0.4308
15,1,1.6833,0,0.4120,0.4269
16,1,1.7667,0,0.4120,0.4214
17,1,1.9167,0,0.4040,0.4172
18,1,2.1167,0,0.4460,0.4163
19,1,2.4833,0,0.3770,0.4155
20,1,2.7000,0,0.3780,0.4147
21,1,2.9833,0,0.4190,0.4148
22,1,3.0167,0,0.4040,0.4136
23,1,3.0500,0,0.3480,0.4197
24,1,3.1167,0,0.3800,0.4260
25,1,3.2667,0,0.3500,0.4403
26,1,3.2833,0,0.3860,0.4559
27,1,3.3000,2,0.4510,0.4715
28,1,3.5500,2,0.4640,0.4867
29,1,3.9333,2,0.4510,0.4985
30,1,3.9667,2,0.4640,0.5162
31,1,4.1833,2,0.4210,0.5332
32,1,4.2667,4,0.5510,0.5466
33,1,4.6500,4,0.5550,0.5603
34,1,5.0333,7,0.7340,0.5779
35,1,5.0500,7,0.7230,0.5929
36,1,5.0500,7,0.7240,0.6092
37,1,5.0500,7,0.7090,0.6232
38,1,5.0500,7,0.6810,0.6324
39,1,5.2667,7,0.7320,0.6432
40,1,5.5167,7,0.7170,0.6542
41,1,5.7000,7,0.6860,0.6641
42,1,5.7500,7,0.6790,0.6764
43,1,5.9000,7,0.7010,0.6800
44,1,6.0500,7,0.6780,0.6845
45,1,6.0833,7,0.6770,0.6793
46,1,6.2500,7,0.6650,0.6747
47,1,6.3167,7,0.6370,0.6708
48,1,6.4333,7,0.6780,0.6652
49,1,6.5000,7,0.6720,0.6630
50,1,6.6667,7,0.6610,0.6581
51,1,6.7333,7,0.6670,0.6530
52,1,6.8667,7,0.6230,0.6506
53,1,6.8667,7,0.6450,0.6493
54,1,6.8667,7,0.6310,0.6461
