play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.4980,0.4610
2,1,0.2167,0,0.4890,0.4568
3,1,0.5000,0,0.4700,0.4560
4,1,0.6167,0,0.4600,0.4545
5,1,0.6500,0,0.4780,0.4502
6,1,0.8000,0,0.4520,0.4491
7,1,0.8333,0,0.4540,0.4441
8,1,0.8333,0,0.4280,0.4421
9,1,1.1333,0,0.4590,0.4449
10,1,1.1667,0,0.4220,0.4483
11,1,1.1833,0,0.4150,0.4515
12,1,1.3833,0,0.4470,0.4501
13,1,1.4833,0,0.4370,0.4500
14,1,1.8000,0,0.3940,0.4503
15,1,1.8500,0,0.4330,0.4508
16,1,1.8833,0,0.3700,0.4492
17,1,2.0667,0,0.4090,0.4478
18,1,2.1500,2,0.4940,0.4480
19,1,2.1500,2,0.5080,0.4491
20,1,2.3167,2,0.5130,0.4472
21,1,2.5667,2,0.4710,0.4466
22,1,2.8500,2,0.4870,0.4475
23,1,2.8667,2,0.4750,0.4469
24,1,3.0167,2,0.4700,0.4476
25,1,3.2500,2,0.4470,0.4483
26,1,3.4667,2,0.4230,0.4450
27,1,3.5167,2,0.4580,0.4467
28,1,3.6167,2,0.4500,0.4466
29,1,3.6500,2,0.4210,0.4463
30,1,3.7833,2,0.4090,0.4442
31,1,3.7833,2,0.4330,0.4487
32,1,3.7833,2,0.4360,0.4551
33,1,3.7833,2,0.4510,0.4594
34,1,4.2167,2,0.4080,0.4648
35,1,4.2667,2,0.3670,0.4700
36,1,4.4000,2,0.4040,0.4754
37,1,4.4167,2,0.4070,0.4889
38,1,4.5833,4,0.4880,0.5009
39,1,4.8833,4,0.4650,0.5120
40,1,5.1500,6,0.6030,0.5251
41,1,5.3500,6,0.6010,0.5386
42,1,5.6000,6,0.5720,0.5492
43,1,5.6333,6,0.5830,0.5609
44,1,5.7333,6,0.5750,0.5707
45,1,5.7667,6,0.5530,0.5824
46,1,5.8833,8,0.6950,0.5960
47,1,6.1000,8,0.6960,0.6072
48,1,6.1000,8,0.6730,0.6255
49,1,6.4000,8,0.6830,0.6401
50,1,6.5167,8,0.6790,0.6554
51,1,6.5500,8,0.6450,0.6638
52,1,6.6833,8,0.6700,0.6709
53,1,6.9667,8,0.6470,0.6798
54,1,7.1000,8,0.6410,0.6895
55,1,7.1333,8,0.6400,0.6990
56,1,7.3667,8,0.6280,0.7097
57,1,7.5167,11,0.7730,0.7110
58,1,7.7333,11,0.7800,0.7145
59,1,7.7333,11,0.7710,0.7167
60,1,7.7333,11,0.7700,0.7196
