play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.4620,0.4579
2,1,0.4000,0,0.4640,0.4536
3,1,0.4500,0,0.4590,0.4503
4,1,0.6833,0,0.4830,0.4494
5,1,0.8500,0,0.4830,0.4474
6,1,1.1500,0,0.4780,0.4458
7,1,1.4167,0,0.4560,0.4444
8,1,1.4500,0,0.4210,0.4416
9,1,1.6333,0,0.4300,0.4390
10,1,1.6667,0,0.4430,0.4346
11,1,1.7833,0,0.4110,0.4327
12,1,1.8333,0,0.4140,0.4287
13,1,1.8833,0,0.4380,0.4250
14,1,1.9333,0,0.4210,0.4209
15,1,2.1000,0,0.4240,0.4153
16,1,2.3500,0,0.4240,0.4080
17,1,2.4000,0,0.3960,0.4028
18,1,2.5333,0,0.3950,0.3968
19,1,2.6000,0,0.3550,0.3928
20,1,2.6500,0,0.3960,0.3884
21,1,2.9667,0,0.3830,0.3839
22,1,3.0000,0,0.3910,0.3793
23,1,3.3167,0,0.3750,0.3760
24,1,3.5333,0,0.3710,0.3720
25,1,3.6167,0,0.3380,0.3728
26,1,3.8833,0,0.3740,0.3704
27,1,3.9333,0,0.3360,0.3696
28,1,4.1500,0,0.3420,0.3691
29,1,4.1833,0,0.3400,0.3672
30,1,4.2833,0,0.3540,0.3735
31,1,4.3333,0,0.3190,0.3751
32,1,4.4000,0,0.3480,0.3737
33,1,4.4500,0,0.3580,0.3786
34,1,4.6000,2,0.4360,0.3791
35,1,4.9833,2,0.3770,0.3794
36,1,5.2500,2,0.4080,0.3821
37,1,5.3000,2,0.3870,0.3880
38,1,5.4000,2,0.3570,0.3934
44,1,5.4333,4,0.4790,0.4014
43,1,5.4333,3,0.4290,0.4069
42,1,5.4333,2,0.3550,0.4197
45,1,5.4333,4,0.4880,0.4336
40,1,5.4333,2,0.3870,0.4451
39,1,5.4333,2,0.3770,0.4569
41,1,5.4333,2,0.3910,0.4654
46,1,5.6500,4,0.4910,0.4753
47,1,5.6833,4,0.4450,0.4828
48,1,5.6833,4,0.5030,0.4910
49,1,5.7833,4,0.4500,0.5022
50,1,6.1000,6,0.6080,0.5057
53,1,6.2667,6,0.5990,0.5120
51,1,6.2667,6,0.5770,0.5224
52,1,6.2667,6,0.5940,0.5245
54,1,6.5000,6,0.6050,0.5312
55,1,6.7167,6,0.5760,0.5371
56,1,6.7667,6,0.5580,0.5433
57,1,6.9000,6,0.5510,0.5447
58,1,6.9667,6,0.5820,0.5481
