play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.5260,0.5903
2,1,0.2667,2,0.6520,0.5886
3,1,0.5333,2,0.6020,0.5857
4,1,0.6833,2,0.5990,0.5850
5,1,0.7333,2,0.6070,0.5942
6,1,0.9000,2,0.5850,0.5968
7,1,1.1833,2,0.5860,0.6005
8,1,1.2333,2,0.6000,0.6085
9,1,1.2667,2,0.5800,0.6150
10,1,1.2667,2,0.5660,0.6213
11,1,1.3333,2,0.5720,0.6247
12,1,1.6000,2,0.5530,0.6335
13,1,1.9000,2,0.5770,0.6352
16,1,2.0167,5,0.7140,0.6409
15,1,2.0167,4,0.6330,0.6455
14,1,2.0167,4,0.6560,0.6497
17,1,2.1667,5,0.7360,0.6545
18,1,2.3833,5,0.7260,0.6575
19,1,2.4333,5,0.7350,0.6596
20,1,2.5667,5,0.6890,0.6628
21,1,2.6333,5,0.7030,0.6672
22,1,2.9000,5,0.6860,0.6703
23,1,2.9333,5,0.7150,0.6741
24,1,3.0000,5,0.6920,0.6753
25,1,3.0500,5,0.6910,0.6706
26,1,3.2167,5,0.6810,0.6718
27,1,3.3500,5,0.6450,0.6690
28,1,3.5167,5,0.6420,0.6628
29,1,3.6500,5,0.6450,0.6567
30,1,3.7333,5,0.6520,0.6477
31,1,3.8500,5,0.6340,0.6419
32,1,4.2000,5,0.6290,0.6356
33,1,4.2667,5,0.6020,0.6301
34,1,4.4000,5,0.6200,0.6214
35,1,4.4333,5,0.6570,0.6120
36,1,4.6500,5,0.6000,0.6055
37,1,4.7000,5,0.6120,0.5990
38,1,4.7833,5,0.6040,0.5946
39,1,5.2667,5,0.5550,0.5891
40,1,5.2667,5,0.5720,0.5838
41,1,5.2667,5,0.5780,0.5786
42,1,5.2667,5,0.5770,0.5721
43,1,5.4833,5,0.5390,0.5658
44,1,5.5333,5,0.5050,0.5599
47,1,5.5833,5,0.5610,0.5544
46,1,5.5833,5,0.5510,0.5458
45,1,5.5833,5,0.5580,0.5398
48,1,5.9333,5,0.5300,0.5331
49,1,6.0000,5,0.5400,0.5256
50,1,6.0000,5,0.5470,0.5215
51,1,6.2667,5,0.5040,0.5149
52,1,6.3167,5,0.5050,0.5089
53,1,6.3667,5,0.4830,0.5020
54,1,6.4833,5,0.5110,0.4959
55,1,6.5500,5,0.4840,0.4941
56,1,6.6833,5,0.4800,0.4880
57,1,6.9500,5,0.4770,0.4820
58,1,7.2500,5,0.4550,0.4753
59,1,7.3667,5,0.4740,0.4751
60,1,7.4500,5,0.4380,0.4726
61,1,7.5833,5,0.4580,0.4703
62,1,7.6167,5,0.4400,0.4684
63,1,7.6500,5,0.4170,0.4661
64,1,7.6500,5,0.4690,0.4660
65,1,7.6500,5,0.4390,0.4631
66,1,7.6500,5,0.4300,0.4599
67,1,7.6500,5,0.4260,0.4584
68,1,7.6500,6,0.5250,0.4567
69,1,7.8667,6,0.4900,0.4561
70,1,8.0833,6,0.5010,0.4536
71,1,8.2667,6,0.4650,0.4534
72,1,8.3167,6,0.4600,0.4538
73,1,8.3167,6,0.4800,0.4536
74,1,8.5000,6,0.4540,0.4544
75,1,8.5667,6,0.4200,0.4511
76,1,8.8000,6,0.4510,0.4506
77,1,8.8333,6,0.4430,0.4506
78,1,8.9833,6,0.4420,0.4513
79,1,9.0333,6,0.4250,0.4463
80,1,9.1167,6,0.4340,0.4462
81,1,9.1167,6,0.4660,0.4450
82,1,9.1167,6,0.4340,0.4559
83,1,9.1167,6,0.4340,0.4681
84,1,9.1167,6,0.4030,0.4787
85,1,9.1167,6,0.4290,0.4902
86,1,9.1167,6,0.4310,0.5035
87,1,9.1167,6,0.4390,0.5149
88,1,9.1167,6,0.4240,0.5258
89,1,9.1167,7,0.4890,0.5345
90,1,9.2333,7,0.4760,0.5466
91,1,9.4833,10,0.6850,0.5578
93,1,9.6167,10,0.7040,0.5668
92,1,9.6167,10,0.6910,0.5770
94,1,9.7500,10,0.6840,0.5864
95,1,9.7500,10,0.6850,0.5993
96,1,9.9833,10,0.6800,0.6108
97,1,10.0500,10,0.6610,0.6207
98,1,10.1167,10,0.6160,0.6284
99,1,10.1667,10,0.6680,0.6398
100,1,10.2167,10,0.6580,0.6465
101,1,10.2167,10,0.6450,0.6520
102,1,10.3500,10,0.6380,0.6468
103,1,10.4667,10,0.6210,0.6414
104,1,10.4667,10,0.6620,0.6362
105,1,10.4667,10,0.6580,0.6318
106,1,10.7833,10,0.6310,0.6264
107,1,11.0000,10,0.5920,0.6220
108,1,11.0183,10,0.6510,0.6180
109,1,11.0717,10,0.6240,0.6170
110,1,11.3017,10,0.5850,0.6124
111,1,11.3617,10,0.5820,0.6075
112,1,11.4217,10,0.5960,0.6034
113,1,11.5350,10,0.5880,0.6001
114,1,11.5833,10,0.5940,0.5985
115,1,11.5833,10,0.5780,0.5938
116,1,11.5833,10,0.5920,0.5879
