player_name,game_id,game_date,prop_line,game_minute,quarter,cumulative_points,description,prob_over,final_points,result
LeBron James,401810563,2026-02-01,22.0000,0.0000,1,0,Deandre Ayton vs. Karl-Anthony Towns (Josh Hart gains possession),0.5020,16,MISS
LeBron James,401810563,2026-02-01,22.0000,0.3833,1,0,Mikal Bridges misses 25-foot three point jumper,0.4880,16,MISS
LeBron James,401810563,2026-02-01,22.0000,0.4333,1,0,LeBron James defensive rebound,0.4550,16,MISS
LeBron James,401810563,2026-02-01,22.0000,0.4833,1,0,Luka Doncic makes running layup (LeBron James assists),0.4800,16,MISS
LeBron James,401810563,2026-02-01,22.0000,0.7333,1,0,OG Anunoby makes 25-foot three point jumper,0.4460,16,MISS
LeBron James,401810563,2026-02-01,22.0000,0.9500,1,0,Luka Doncic misses 27-foot three point pullup jump shot,0.4730,16,MISS
LeBron James,401810563,2026-02-01,22.0000,1.0000,1,0,Karl-Anthony Towns defensive rebound,0.4620,16,MISS
LeBron James,401810563,2026-02-01,22.0000,1.1500,1,0,Jalen Brunson makes 23-foot three point step back jumpshot (Josh Hart assists),0.4770,16,MISS
LeBron James,401810563,2026-02-01,22.0000,1.3167,1,0,Deandre Ayton makes 1-foot alley oop dunk (Marcus Smart assists),0.4250,16,MISS
LeBron James,401810563,2026-02-01,22.0000,1.6000,1,0,Mikal Bridges misses 23-foot three point jumper,0.4360,16,MISS
LeBron James,401810563,2026-02-01,22.0000,1.6500,1,0,Luka Doncic defensive rebound,0.4220,16,MISS
LeBron James,401810563,2026-02-01,22.0000,1.8000,1,0,Deandre Ayton makes layup (Luka Doncic assists),0.4360,16,MISS
LeBron James,401810563,2026-02-01,22.0000,1.8167,1,0,Knicks Full timeout,0.4360,16,MISS
LeBron James,401810563,2026-02-01,22.0000,2.2167,1,0,OG Anunoby makes two point shot,0.3920,16,MISS
LeBron James,401810563,2026-02-01,22.0000,2.4667,1,3,LeBron James makes 27-foot three point jumper (Luka Doncic assists),0.7280,16,MISS
LeBron James,401810563,2026-02-01,22.0000,2.6833,1,3,OG Anunoby misses 23-foot three point jumper,0.7020,16,MISS
LeBron James,401810563,2026-02-01,22.0000,2.7000,1,3,Lakers defensive team rebound,0.7200,16,MISS
LeBron James,401810563,2026-02-01,22.0000,2.9000,1,3,LeBron James misses 10-foot fade away jump shot,0.7230,16,MISS
LeBron James,401810563,2026-02-01,22.0000,2.9333,1,3,Deandre Ayton offensive rebound,0.6850,16,MISS
LeBron James,401810563,2026-02-01,22.0000,3.1000,1,3,Luka Doncic misses driving floating jump shot,0.6800,16,MISS
LeBron James,401810563,2026-02-01,22.0000,3.1500,1,3,Jalen Brunson defensive rebound,0.6710,16,MISS
LeBron James,401810563,2026-02-01,22.0000,3.2500,1,3,Jalen Brunson misses running pullup jump shot,0.6810,16,MISS
LeBron James,401810563,2026-02-01,22.0000,3.3000,1,3,Deandre Ayton defensive rebound,0.6710,16,MISS
LeBron James,401810563,2026-02-01,22.0000,3.4500,1,3,Jake LaRavia misses 22-foot three point jumper,0.6970,16,MISS
LeBron James,401810563,2026-02-01,22.0000,3.5000,1,3,Deandre Ayton offensive rebound,0.6730,16,MISS
LeBron James,401810563,2026-02-01,22.0000,3.6167,1,3,LeBron James makes layup (Jake LaRavia assists),0.6800,16,MISS
LeBron James,401810563,2026-02-01,22.0000,3.8833,1,3,Jake LaRavia personal foul,0.6730,16,MISS
LeBron James,401810563,2026-02-01,22.0000,4.0167,1,3,Karl-Anthony Towns makes 7-foot driving floating jump shot (OG Anunoby assists),0.6410,16,MISS
LeBron James,401810563,2026-02-01,22.0000,4.3667,1,3,Karl-Anthony Towns shooting foul,0.6430,16,MISS
LeBron James,401810563,2026-02-01,22.0000,4.3667,1,3,Luka Doncic makes free throw 1 of 2,0.6560,16,MISS
LeBron James,401810563,2026-02-01,22.0000,4.3667,1,3,Luka Doncic makes free throw 2 of 2,0.6450,16,MISS
LeBron James,401810563,2026-02-01,22.0000,4.6167,1,3,Mikal Bridges misses 15-foot pullup jump shot,0.6250,16,MISS
LeBron James,401810563,2026-02-01,22.0000,4.6500,1,3,Karl-Anthony Towns offensive rebound,0.6550,16,MISS
LeBron James,401810563,2026-02-01,22.0000,4.6833,1,3,Karl-Anthony Towns misses two point shot,0.6090,16,MISS
LeBron James,401810563,2026-02-01,22.0000,4.7167,1,3,LeBron James defensive rebound,0.6280,16,MISS
LeBron James,401810563,2026-02-01,22.0000,4.9000,1,3,Luka Doncic misses 24-foot three point jumper,0.6080,16,MISS
LeBron James,401810563,2026-02-01,22.0000,4.9167,1,3,Knicks defensive team rebound,0.6150,16,MISS
LeBron James,401810563,2026-02-01,22.0000,4.9167,1,3,Jake LaRavia loose ball foul,0.6320,16,MISS
LeBron James,401810563,2026-02-01,22.0000,5.2833,1,3,Mikal Bridges makes layup (Karl-Anthony Towns assists),0.6030,16,MISS
LeBron James,401810563,2026-02-01,22.0000,5.6000,1,3,"Marcus Smart bad pass
turnover (Mikal Bridges steals)",0.5790,16,MISS
LeBron James,401810563,2026-02-01,22.0000,5.7000,1,3,OG Anunoby makes 24-foot running jump shot (Jalen Brunson assists),0.5850,16,MISS
LeBron James,401810563,2026-02-01,22.0000,6.0167,1,3,LeBron James misses 23-foot three point jumper,0.5500,16,MISS
LeBron James,401810563,2026-02-01,22.0000,6.0500,1,3,Jalen Brunson defensive rebound,0.5820,16,MISS
LeBron James,401810563,2026-02-01,22.0000,6.3000,1,3,Marcus Smart shooting foul,0.5710,16,MISS
LeBron James,401810563,2026-02-01,22.0000,6.3000,1,3,Karl-Anthony Towns makes free throw 1 of 2,0.5420,16,MISS
LeBron James,401810563,2026-02-01,22.0000,6.3000,1,3,Mohamed Diawara enters the game for OG Anunoby,0.5420,16,MISS
LeBron James,401810563,2026-02-01,22.0000,6.3000,1,3,Landry Shamet enters the game for Mikal Bridges,0.5200,16,MISS
LeBron James,401810563,2026-02-01,22.0000,6.3000,1,3,Gabe Vincent enters the game for Deandre Ayton,0.5270,16,MISS
LeBron James,401810563,2026-02-01,22.0000,6.3000,1,3,Rui Hachimura enters the game for Marcus Smart,0.5580,16,MISS
LeBron James,401810563,2026-02-01,22.0000,6.3000,1,3,Jaxson Hayes enters the game for LeBron James,0.5240,16,MISS
