play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.5100,0.4683
2,1,0.3333,0,0.5010,0.4651
3,1,0.4167,0,0.4890,0.4716
4,1,0.4833,0,0.4570,0.4752
5,1,0.7500,0,0.4810,0.4794
6,1,0.7500,0,0.4600,0.4822
7,1,0.7500,0,0.4870,0.4848
8,1,0.9500,0,0.4350,0.4871
9,1,1.1000,0,0.4380,0.4874
10,1,1.4500,0,0.4250,0.4884
11,1,1.4500,1,0.4330,0.4897
12,1,1.4500,2,0.5430,0.4902
13,1,1.7000,2,0.5180,0.4894
14,1,1.7333,2,0.5340,0.4912
15,1,1.8000,2,0.5220,0.4905
16,1,1.8333,2,0.5240,0.4901
17,1,1.9667,2,0.5230,0.4903
18,1,2.2000,2,0.4930,0.4884
19,1,2.3000,2,0.5060,0.4886
20,1,2.3000,2,0.5150,0.4881
21,1,2.3000,2,0.5190,0.4879
22,1,2.6000,2,0.4860,0.4889
23,1,2.6333,2,0.5250,0.4838
24,1,2.8000,2,0.4430,0.4808
25,1,2.8333,2,0.4740,0.4742
26,1,2.9167,2,0.4630,0.4707
27,1,3.1333,2,0.4490,0.4663
28,1,3.2000,2,0.4390,0.4591
29,1,3.2667,2,0.4290,0.4553
30,1,3.3833,2,0.4190,0.4505
31,1,3.5667,2,0.4550,0.4425
32,1,3.6333,2,0.4400,0.4361
33,1,3.7667,2,0.4570,0.4302
34,1,3.7833,2,0.4030,0.4230
35,1,3.7833,2,0.4530,0.4193
36,1,3.9833,2,0.4340,0.4136
37,1,4.0500,2,0.3800,0.4106
38,1,4.1667,2,0.4170,0.4065
39,1,4.2667,2,0.4090,0.4031
40,1,4.3000,2,0.3570,0.4008
41,1,4.4167,2,0.3900,0.4064
42,1,4.6833,2,0.3670,0.4103
43,1,4.7000,2,0.3820,0.4151
44,1,4.7000,2,0.3680,0.4179
45,1,4.7000,2,0.3620,0.4237
46,1,4.7500,2,0.4010,0.4254
47,1,4.8000,2,0.3680,0.4285
48,1,4.9167,2,0.3710,0.4351
49,1,4.9833,2,0.3840,0.4389
50,1,5.0667,5,0.5300,0.4431
51,1,5.2167,5,0.5320,0.4510
52,1,5.2667,5,0.5360,0.4554
53,1,5.4167,5,0.5130,0.4624
54,1,5.4667,5,0.5190,0.4666
60,1,5.5000,5,0.4870,0.4709
58,1,5.5000,5,0.4970,0.4752
59,1,5.5000,5,0.5120,0.4785
56,1,5.5000,5,0.4920,0.4818
55,1,5.5000,5,0.4930,0.4841
57,1,5.5000,5,0.5160,0.4864
61,1,5.9000,5,0.4780,0.4823
62,1,5.9500,5,0.5070,0.4763
63,1,6.2000,5,0.4660,0.4699
64,1,6.2667,5,0.4540,0.4651
65,1,6.3667,5,0.4480,0.4638
66,1,6.5167,5,0.4680,0.4617
67,1,6.9333,5,0.4320,0.4604
71,1,7.1833,5,0.4190,0.4574
70,1,7.1833,5,0.4280,0.4556
73,1,7.1833,6,0.4490,0.4522
68,1,7.1833,5,0.4110,0.4486
69,1,7.1833,5,0.4100,0.4466
72,1,7.1833,5,0.4170,0.4429
74,1,7.3667,6,0.4920,0.4423
75,1,7.6333,6,0.4450,0.4410
76,1,7.6833,6,0.4710,0.4489
77,1,7.6833,6,0.4510,0.4569
78,1,7.6833,6,0.4580,0.4657
79,1,7.6833,6,0.4250,0.4761
80,1,7.6833,6,0.4430,0.4841
81,1,7.8000,6,0.4390,0.4912
82,1,7.8667,6,0.4320,0.4998
83,1,7.9500,6,0.4540,0.5092
84,1,8.2167,6,0.4280,0.5158
85,1,8.4333,9,0.6060,0.5185
89,1,8.5833,9,0.6270,0.5232
88,1,8.5833,9,0.6090,0.5262
86,1,8.5833,9,0.6260,0.5283
87,1,8.5833,9,0.5890,0.5331
90,1,8.7333,9,0.5900,0.5359
91,1,8.9833,9,0.5830,0.5388
92,1,9.2500,9,0.6000,0.5404
93,1,9.6500,9,0.5480,0.5434
94,1,9.6833,9,0.5470,0.5466
95,1,9.7833,9,0.5370,0.5493
96,1,9.7833,9,0.5330,0.5420
97,1,10.1167,9,0.4920,0.5338
98,1,10.1167,9,0.5540,0.5266
99,1,10.3667,9,0.4810,0.5171
104,1,10.5000,9,0.5020,0.5078
102,1,10.5000,9,0.4700,0.5005
103,1,10.5000,9,0.4930,0.4921
100,1,10.5000,9,0.5160,0.4798
101,1,10.5000,9,0.4820,0.4719
105,1,10.7833,9,0.4620,0.4646
106,1,10.8667,9,0.4620,0.4568
107,1,10.9000,9,0.4660,0.4508
108,1,11.0967,9,0.4340,0.4461
109,1,11.2833,9,0.4040,0.4375
110,1,11.4467,9,0.4430,0.4332
111,1,11.5367,9,0.4160,0.4270
112,1,11.9267,9,0.3550,0.4228
113,1,11.9417,9,0.3890,0.4176
114,1,11.9817,9,0.4010,0.4101
115,1,11.9983,9,0.3810,0.4059
117,2,12.0000,9,0.4120,0.4002
116,1,12.0000,9,0.4000,0.3951
118,2,12.0000,9,0.3810,0.3891
119,2,12.1833,9,0.3960,0.3846
120,2,12.2167,9,0.3770,0.3814
121,2,12.4333,9,0.3850,0.3771
122,2,12.4333,9,0.3900,0.3729
123,2,12.6167,9,0.3670,0.3714
124,2,12.8333,9,0.3960,0.3685
125,2,13.0833,9,0.3500,0.3659
126,2,13.2333,9,0.3580,0.3623
127,2,13.3667,9,0.3470,0.3576
128,2,13.3833,9,0.3430,0.3544
129,2,13.5000,9,0.3410,0.3532
130,2,13.5000,9,0.3580,0.3483
131,2,13.5000,9,0.3310,0.3458
132,2,13.5000,9,0.3250,0.3426
135,2,13.6667,9,0.3310,0.3384
134,2,13.6667,9,0.3490,0.3345
133,2,13.6667,9,0.3090,0.3293
136,2,13.9500,9,0.3180,0.3268
137,2,13.9833,9,0.3360,0.3228
138,2,14.1500,9,0.3560,0.3210
139,2,14.2500,9,0.2990,0.3184
140,2,14.4333,9,0.3260,0.3163
141,2,14.6500,9,0.3220,0.3123
142,2,14.8500,9,0.3050,0.3100
143,2,14.8833,9,0.2890,0.3084
144,2,14.8833,9,0.2940,0.3055
145,2,14.8833,9,0.3000,0.3030
146,2,14.8833,9,0.2770,0.3016
147,2,14.8833,9,0.3110,0.2995
148,2,15.0833,9,0.2900,0.2964
149,2,15.2000,9,0.3000,0.2915
150,2,15.3500,9,0.2770,0.2892
151,2,15.3500,9,0.2860,0.2851
