play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.5280,0.5399
2,1,0.2667,0,0.4870,0.5483
3,1,0.5167,0,0.4690,0.5531
4,1,0.5667,0,0.4940,0.5567
5,1,0.8000,0,0.4440,0.5616
6,1,0.8500,0,0.4910,0.5647
7,1,0.9333,2,0.5740,0.5690
8,1,0.9333,2,0.6110,0.5712
9,1,0.9333,3,0.6460,0.5731
10,1,1.1667,3,0.6550,0.5725
11,1,1.3167,3,0.6320,0.5719
12,1,1.5333,3,0.6060,0.5739
13,1,1.5833,3,0.6000,0.5784
14,1,1.6833,3,0.6250,0.5841
16,1,1.7500,3,0.6080,0.5891
15,1,1.7500,3,0.6340,0.5949
17,1,2.1000,3,0.6060,0.5981
18,1,2.1833,3,0.6050,0.5967
19,1,2.2167,3,0.5620,0.5940
20,1,2.5667,3,0.5620,0.5887
21,1,2.6167,3,0.5670,0.5830
22,1,2.6667,3,0.5760,0.5788
23,1,2.6667,3,0.5840,0.5739
24,1,2.6667,3,0.5950,0.5699
25,1,2.9000,3,0.5590,0.5626
26,1,2.9000,3,0.5550,0.5552
27,1,3.0333,3,0.5460,0.5470
28,1,3.1000,3,0.5570,0.5410
29,1,3.2000,3,0.5410,0.5340
30,1,3.2500,3,0.5390,0.5333
31,1,3.3667,3,0.5500,0.5352
32,1,3.6167,3,0.5070,0.5366
33,1,3.9167,3,0.5200,0.5368
34,1,3.9833,3,0.4790,0.5373
35,1,4.2333,3,0.4610,0.5362
36,1,4.2667,3,0.4690,0.5372
37,1,4.2667,3,0.4860,0.5375
38,1,4.4167,3,0.4650,0.5368
39,1,4.4167,4,0.5490,0.5352
40,1,4.4167,5,0.5990,0.5351
41,1,4.6333,5,0.5950,0.5357
42,1,4.7333,5,0.5800,0.5363
43,1,4.9500,5,0.5950,0.5370
44,1,5.0333,5,0.5710,0.5376
45,1,5.2000,5,0.5790,0.5383
46,1,5.4000,5,0.5620,0.5391
47,1,5.5333,5,0.5310,0.5384
48,1,5.8333,5,0.5250,0.5386
49,1,5.8833,5,0.5400,0.5396
50,1,5.8833,5,0.5510,0.5361
51,1,5.8833,5,0.5610,0.5300
52,1,6.0500,5,0.5210,0.5240
53,1,6.3667,5,0.5320,0.5175
54,1,6.6333,5,0.4950,0.5117
55,1,6.9667,5,0.4750,0.5056
56,1,6.9667,5,0.4570,0.4980
57,1,6.9667,5,0.4890,0.4914
58,1,6.9667,5,0.4850,0.4873
59,1,6.9667,5,0.4790,0.4838
63,1,7.1000,5,0.4760,0.4787
62,1,7.1000,5,0.4750,0.4745
61,1,7.1000,5,0.4510,0.4662
60,1,7.1000,5,0.4800,0.4609
64,1,7.3167,5,0.4480,0.4558
65,1,7.3833,5,0.4260,0.4527
66,1,7.3833,5,0.4300,0.4506
67,1,7.3833,5,0.4500,0.4497
68,1,7.3833,5,0.4550,0.4530
69,1,7.7167,5,0.4380,0.4502
70,1,7.7333,5,0.4660,0.4508
71,1,7.7333,5,0.3950,0.4541
72,1,7.9167,5,0.4160,0.4581
73,1,7.9167,5,0.4300,0.4633
74,1,7.9167,5,0.4340,0.4671
75,1,7.9167,5,0.4320,0.4721
76,1,7.9167,5,0.4400,0.4771
79,1,8.1167,7,0.5530,0.4814
77,1,8.1167,5,0.4310,0.4829
78,1,8.1167,6,0.4900,0.4864
80,1,8.2333,7,0.5420,0.4904
81,1,8.2333,7,0.5550,0.4920
82,1,8.2333,7,0.5550,0.4963
83,1,8.4167,7,0.5560,0.4987
84,1,8.4500,7,0.5470,0.5020
85,1,8.7167,7,0.5260,0.5027
86,1,8.7333,7,0.5160,0.5032
87,1,8.8500,7,0.4800,0.5046
88,1,8.8667,7,0.5250,0.5003
89,1,8.9667,7,0.5180,0.5012
90,1,9.1667,7,0.4990,0.5015
91,1,9.3333,7,0.4820,0.4963
92,1,9.4000,7,0.4640,0.4915
93,1,9.4833,7,0.4940,0.4862
94,1,9.6333,7,0.4490,0.4804
95,1,9.7667,7,0.4430,0.4755
96,1,9.7667,7,0.4660,0.4707
97,1,9.7667,7,0.4690,0.4663
98,1,9.7667,7,0.4490,0.4647
99,1,9.7667,7,0.4950,0.4602
100,1,9.7667,7,0.4370,0.4559
101,1,9.7667,7,0.4590,0.4523
102,1,10.0167,7,0.4510,0.4474
103,1,10.0167,7,0.4390,0.4434
104,1,10.0167,7,0.4500,0.4394
105,1,10.0500,7,0.4290,0.4370
106,1,10.3333,7,0.4290,0.4347
110,1,10.4000,7,0.4470,0.4298
109,1,10.4000,7,0.4350,0.4260
107,1,10.4000,7,0.4320,0.4221
108,1,10.4000,7,0.4270,0.4163
111,1,10.6000,7,0.3830,0.4142
112,1,10.6833,7,0.3850,0.4093
113,1,10.8667,7,0.4140,0.4052
114,1,11.1133,7,0.4010,0.4018
115,1,11.1133,7,0.3970,0.3976
116,1,11.1133,7,0.3680,0.3950
117,1,11.1350,7,0.3930,0.3910
118,1,11.2067,7,0.3710,0.3866
119,1,11.2067,7,0.3780,0.3824
120,1,11.2067,7,0.3960,0.3775
121,1,11.6050,7,0.3610,0.3753
124,1,11.6567,7,0.3680,0.3729
123,1,11.6567,7,0.3730,0.3717
122,1,11.6567,7,0.3650,0.3679
125,1,11.9483,7,0.3760,0.3641
126,1,11.9717,7,0.3490,0.3624
127,1,11.9717,7,0.3610,0.3617
128,1,12.0000,7,0.3490,0.3587
129,1,12.0000,7,0.3350,0.3564
130,1,12.0000,7,0.3830,0.3547
131,2,12.0000,7,0.3350,0.3516
132,2,12.0000,7,0.3620,0.3514
139,2,12.2167,7,0.3380,0.3486
137,2,12.2167,7,0.3240,0.3471
136,2,12.2167,7,0.3630,0.3443
138,2,12.2167,7,0.3550,0.3410
134,2,12.2167,7,0.3320,0.3392
135,2,12.2167,7,0.3240,0.3367
133,2,12.2167,7,0.3450,0.3341
140,2,12.5000,7,0.3340,0.3317
141,2,12.5333,7,0.3570,0.3276
142,2,12.7333,7,0.3120,0.3256
143,2,12.7333,7,0.3430,0.3224
144,2,13.0667,7,0.3080,0.3208
145,2,13.1167,7,0.3110,0.3204
146,2,13.3167,7,0.3140,0.3166
147,2,13.3500,7,0.3090,0.3130
148,2,13.6167,7,0.2980,0.3102
149,2,13.6667,7,0.2880,0.3088
150,2,13.7167,7,0.2990,0.3056
151,2,13.8500,7,0.2950,0.3040
152,2,13.8833,7,0.2980,0.3007
153,2,13.9333,7,0.3080,0.3000
154,2,14.2167,7,0.3150,0.2965
155,2,14.3833,7,0.2880,0.2939
156,2,14.3833,7,0.2810,0.2922
157,2,14.3833,7,0.2760,0.2893
158,2,14.3833,7,0.2970,0.2870
159,2,14.4333,7,0.2810,0.2837
160,2,14.5833,7,0.3010,0.2826
161,2,14.7000,7,0.2920,0.2811
162,2,14.8167,7,0.2980,0.2782
163,2,14.8833,7,0.2740,0.2760
164,2,15.0333,7,0.2560,0.2740
165,2,15.1833,7,0.2750,0.2715
166,2,15.2333,7,0.2580,0.2701
167,2,15.2833,7,0.2620,0.2680
168,2,15.5500,7,0.2310,0.2647
172,2,15.6167,7,0.2660,0.2620
171,2,15.6167,7,0.2700,0.2592
170,2,15.6167,7,0.2360,0.2549
169,2,15.6167,7,0.2550,0.2514
173,2,15.8167,7,0.2680,0.2479
174,2,15.8167,7,0.2650,0.2493
175,2,15.8167,7,0.2600,0.2516
176,2,15.9500,7,0.2390,0.2520
177,2,16.1500,7,0.2110,0.2533
178,2,16.2000,7,0.2410,0.2550
179,2,16.3333,7,0.2270,0.2585
180,2,16.3833,7,0.2140,0.2605
181,2,16.5167,7,0.2210,0.2607
182,2,16.5500,7,0.2300,0.2618
183,2,16.8167,9,0.3010,0.2621
188,2,17.1000,9,0.3010,0.2629
187,2,17.1000,9,0.2850,0.2626
185,2,17.1000,9,0.2830,0.2638
186,2,17.1000,9,0.2960,0.2633
184,2,17.1000,9,0.3010,0.2656
189,2,17.4167,9,0.3070,0.2657
190,2,17.6833,9,0.2730,0.2663
191,2,17.7333,9,0.2570,0.2676
192,2,17.7833,9,0.2630,0.2684
193,2,17.8333,9,0.2840,0.2685
194,2,17.9667,9,0.2580,0.2703
195,2,18.2833,9,0.2830,0.2729
202,2,18.4500,9,0.2310,0.2737
200,2,18.4500,9,0.2570,0.2759
199,2,18.4500,9,0.2420,0.2768
201,2,18.4500,9,0.2390,0.2776
197,2,18.4500,9,0.2390,0.2897
198,2,18.4500,9,0.2380,0.3039
196,2,18.4500,9,0.2320,0.3262
203,2,18.7167,11,0.3380,0.3478
204,2,18.8333,11,0.3520,0.3669
205,2,19.1333,11,0.3020,0.3891
206,2,19.1833,11,0.3250,0.4073
207,2,19.2667,11,0.3160,0.4285
208,2,19.3000,11,0.3150,0.4496
209,2,19.3667,14,0.5500,0.4698
210,2,19.5333,14,0.5570,0.4900
211,2,19.5833,16,0.7030,0.5100
212,2,19.5833,16,0.6950,0.5302
213,2,19.9500,16,0.6650,0.5511
214,2,20.0667,16,0.7030,0.5652
215,2,20.3167,16,0.6480,0.5793
217,2,20.4667,16,0.6530,0.5958
216,2,20.4667,16,0.6800,0.6107
218,2,20.7000,16,0.6470,0.6255
219,2,20.7167,16,0.6420,0.6397
220,2,20.7167,16,0.6380,0.6417
221,2,20.9833,16,0.6440,0.6450
222,2,20.9833,16,0.6480,0.6405
223,2,20.9833,16,0.6200,0.6341
224,2,21.0167,16,0.6350,0.6325
225,2,21.2667,16,0.6320,0.6272
226,2,21.4333,16,0.6230,0.6251
227,2,21.4833,16,0.6130,0.6208
233,2,21.7500,16,0.5970,0.6152
232,2,21.7500,16,0.5910,0.6111
231,2,21.7500,16,0.6230,0.6067
230,2,21.7500,16,0.6130,0.6032
229,2,21.7500,16,0.5670,0.5982
228,2,21.7500,16,0.6330,0.5936
234,2,21.8167,16,0.5970,0.5888
235,2,21.8833,16,0.6060,0.5824
236,2,22.0500,16,0.5670,0.5769
237,2,22.1833,16,0.5690,0.5719
238,2,22.6000,16,0.5650,0.5651
239,2,22.6000,16,0.5530,0.5597
240,2,22.7667,16,0.5680,0.5555
241,2,22.9167,16,0.5440,0.5480
242,2,23.1233,16,0.5550,0.5410
243,2,23.4450,16,0.5250,0.5361
245,2,23.4617,16,0.5070,0.5285
244,2,23.4617,16,0.5230,0.5230
249,2,23.7833,16,0.5210,0.5161
248,2,23.7833,16,0.4770,0.5090
247,2,23.7833,16,0.4900,0.5015
246,2,23.7833,16,0.5070,0.4942
250,2,23.9633,16,0.4740,0.4863
251,2,23.9833,16,0.4720,0.4777
252,2,24.0000,16,0.4700,0.4699
253,3,24.0000,16,0.4810,0.4608
254,3,24.0000,16,0.4850,0.4533
255,3,24.2833,16,0.4700,0.4453
256,3,24.5333,16,0.4230,0.4357
257,3,24.7333,16,0.4210,0.4267
258,3,25.0000,16,0.4170,0.4180
259,3,25.0500,16,0.3970,0.4105
260,3,25.2000,16,0.3950,0.4000
261,3,25.2500,16,0.3890,0.3911
262,3,25.3833,16,0.3730,0.3836
263,3,25.4667,16,0.3750,0.3747
264,3,25.5167,16,0.3460,0.3639
265,3,25.8500,16,0.3310,0.3527
266,3,25.8500,16,0.3400,0.3414
267,3,25.8833,16,0.3040,0.3326
268,3,26.1167,16,0.3400,0.3232
269,3,26.2833,16,0.2970,0.3141
270,3,26.4333,16,0.2970,0.3056
271,3,26.5833,16,0.3200,0.2982
272,3,26.6000,16,0.2920,0.2893
273,3,26.9333,16,0.2670,0.2807
274,3,27.0333,16,0.2590,0.2721
275,3,27.2667,16,0.2450,0.2652
276,3,27.3167,16,0.2470,0.2583
277,3,27.4500,16,0.2340,0.2514
278,3,27.5000,16,0.2340,0.2470
279,3,27.5333,16,0.2270,0.2396
280,3,27.6833,16,0.2470,0.2336
281,3,28.0000,16,0.2120,0.2277
282,3,28.0667,16,0.2000,0.2198
283,3,28.1167,16,0.2020,0.2131
284,3,28.1167,16,0.2100,0.2072
285,3,28.1167,16,0.1920,0.2006
286,3,28.1167,16,0.2010,0.1951
287,3,28.1167,16,0.2180,0.1900
288,3,28.4000,16,0.1910,0.1850
289,3,28.4333,16,0.1770,0.1790
290,3,28.5167,16,0.1790,0.1742
291,3,28.5833,16,0.1620,0.1678
292,3,28.7833,16,0.1580,0.1628
293,3,29.0000,16,0.1480,0.1570
294,3,29.0333,16,0.1270,0.1515
295,3,29.1500,16,0.1370,0.1450
296,3,29.1500,16,0.1440,0.1383
297,3,29.1500,16,0.1350,0.1316
298,3,29.1500,16,0.1130,0.1234
299,3,29.3000,16,0.1320,0.1171
300,3,29.3667,16,0.1180,0.1111
301,3,29.6167,16,0.1120,0.1052
302,3,29.8333,16,0.0850,0.0999
303,3,29.8833,16,0.0900,0.0944
304,3,29.9167,16,0.0810,0.0896
305,3,30.2333,16,0.0570,0.0857
306,3,30.3667,16,0.0680,0.0809
311,3,30.3833,16,0.0550,0.0758
310,3,30.3833,16,0.0640,0.0707
309,3,30.3833,16,0.0580,0.0666
308,3,30.3833,16,0.0610,0.0611
307,3,30.3833,16,0.0540,0.0568
312,3,30.6000,16,0.0490,0.0525
313,3,30.6500,16,0.0530,0.0495
314,3,30.8167,16,0.0480,0.0462
315,3,30.9000,16,0.0400,0.0435
316,3,31.0167,16,0.0420,0.0416
317,3,31.1000,16,0.0330,0.0423
318,3,31.2667,16,0.0310,0.0432
319,3,31.3333,16,0.0240,0.0429
320,3,31.3833,16,0.0310,0.0430
321,3,31.4500,16,0.0270,0.0437
325,3,31.5500,16,0.0250,0.0446
324,3,31.5500,16,0.0220,0.0454
323,3,31.5500,16,0.0270,0.0458
322,3,31.5500,16,0.0190,0.0465
326,3,31.7833,18,0.0830,0.0473
327,3,31.9833,18,0.0720,0.0474
328,3,31.9833,18,0.0590,0.0478
329,3,31.9833,18,0.0590,0.0479
330,3,31.9833,18,0.0770,0.0491
331,3,31.9833,18,0.0710,0.0499
332,3,31.9833,18,0.0650,0.0508
333,3,32.2833,18,0.0610,0.0513
334,3,32.3333,18,0.0610,0.0518
335,3,32.3667,18,0.0570,0.0546
336,3,32.4500,18,0.0450,0.0610
339,3,32.4667,18,0.0400,0.0634
340,3,32.4667,18,0.0330,0.0657
337,3,32.4667,18,0.0480,0.0690
338,3,32.4667,18,0.0480,0.0713
341,3,32.7333,18,0.0440,0.0728
342,3,32.7833,18,0.0360,0.0730
343,3,32.7833,18,0.0320,0.0725
344,3,32.7833,19,0.0810,0.0718
345,3,32.7833,20,0.1480,0.0711
346,3,32.9667,20,0.1320,0.0695
347,3,33.0167,20,0.1160,0.0687
348,3,33.0500,20,0.1260,0.0676
349,3,33.1500,20,0.1060,0.0673
350,3,33.3333,20,0.1060,0.0663
351,3,33.6333,20,0.0750,0.0654
352,3,33.9000,20,0.0540,0.0643
353,3,34.3333,20,0.0480,0.0639
354,3,34.3833,20,0.0460,0.0635
355,3,34.5000,20,0.0260,0.0606
356,3,34.8333,20,0.0280,0.0541
357,3,34.8500,20,0.0190,0.0485
358,3,34.8500,20,0.0270,0.0437
359,3,34.8500,20,0.0280,0.0382
360,3,34.8500,20,0.0300,0.0335
361,3,34.8500,20,0.0210,0.0285
362,3,35.0000,20,0.0280,0.0250
363,3,35.0317,20,0.0240,0.0225
364,3,35.1267,20,0.0240,0.0205
365,3,35.1267,20,0.0190,0.0184
366,3,35.1267,20,0.0180,0.0174
367,3,35.1750,20,0.0200,0.0161
368,3,35.4567,20,0.0160,0.0155
369,3,35.5867,20,0.0130,0.0144
370,3,35.8500,20,0.0050,0.0132
