play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.4970,0.4585
2,1,0.3667,0,0.4780,0.4615
3,1,0.6500,0,0.4600,0.4663
4,1,0.9500,0,0.4560,0.4688
5,1,1.0167,0,0.4430,0.4708
6,1,1.1500,0,0.4410,0.4707
7,1,1.2167,0,0.4290,0.4703
8,1,1.5333,0,0.4190,0.4744
9,1,1.5833,0,0.4090,0.4821
10,1,1.8000,2,0.5530,0.4877
11,1,2.0500,2,0.4920,0.4925
12,1,2.2667,2,0.5190,0.4973
13,1,2.3167,2,0.4990,0.5023
14,1,2.4500,2,0.4960,0.5096
15,1,2.4833,2,0.4690,0.5174
16,1,2.8000,2,0.4640,0.5237
17,1,2.8000,3,0.5410,0.5292
18,1,2.8000,4,0.6120,0.5363
19,1,3.0667,4,0.5900,0.5427
20,1,3.1167,4,0.5830,0.5500
21,1,3.2000,4,0.5940,0.5493
22,1,3.2000,4,0.5770,0.5497
23,1,3.3333,4,0.6070,0.5493
24,1,3.4833,4,0.6110,0.5483
25,1,3.5000,4,0.5680,0.5498
26,1,3.6667,4,0.5510,0.5518
27,1,3.6667,4,0.5730,0.5551
28,1,3.6667,4,0.5460,0.5532
29,1,3.6667,4,0.5550,0.5491
30,1,3.9500,4,0.5390,0.5435
31,1,4.1333,4,0.5000,0.5399
32,1,4.3000,4,0.5100,0.5365
33,1,4.3500,4,0.4810,0.5325
34,1,4.4000,4,0.5250,0.5257
35,1,4.4000,4,0.5090,0.5193
36,1,4.4000,4,0.5300,0.5159
37,1,4.4000,4,0.5030,0.5115
38,1,4.4000,4,0.5290,0.5073
39,1,4.5333,4,0.4800,0.5018
40,1,4.5333,4,0.5090,0.4980
41,1,4.6667,4,0.5260,0.4932
42,1,4.7333,4,0.4980,0.4924
43,1,5.0833,4,0.4710,0.4883
44,1,5.1667,4,0.4840,0.4846
45,1,5.2167,4,0.4980,0.4795
46,1,5.4333,4,0.4640,0.4759
47,1,5.4333,4,0.4880,0.4710
48,1,5.4333,4,0.4380,0.4670
49,1,5.4333,4,0.4780,0.4654
50,1,5.4333,4,0.4430,0.4668
51,1,5.7833,4,0.4840,0.4665
52,1,5.8333,4,0.4270,0.4654
53,1,5.9167,4,0.4090,0.4644
54,1,6.0833,4,0.4210,0.4646
55,1,6.3667,4,0.4390,0.4619
56,1,6.4167,4,0.4300,0.4589
57,1,6.5667,4,0.4240,0.4594
58,1,6.8667,6,0.4960,0.4582
59,1,7.0333,6,0.5090,0.4601
60,1,7.1000,6,0.5030,0.4586
