player_name,game_id,game_date,prop_line,game_minute,quarter,cumulative_points,description,prob_over,final_points,result
LeBron James,401839699,2025-12-14,22.0000,0.0000,1,0,Deandre Ayton vs. Mark Williams (Collin Gillespie gains possession),0.5140,28,HIT
LeBron James,401839699,2025-12-14,22.0000,0.2833,1,0,Dillon Brooks misses 25-foot three point pullup jump shot,0.5000,28,HIT
LeBron James,401839699,2025-12-14,22.0000,0.3333,1,0,Rui Hachimura defensive rebound,0.4980,28,HIT
LeBron James,401839699,2025-12-14,22.0000,0.7000,1,0,Rui Hachimura misses 12-foot pullup jump shot,0.4640,28,HIT
LeBron James,401839699,2025-12-14,22.0000,0.7500,1,0,Deandre Ayton offensive rebound,0.4820,28,HIT
LeBron James,401839699,2025-12-14,22.0000,0.8167,1,0,Deandre Ayton makes alley oop dunk shot (Marcus Smart assists),0.4910,28,HIT
LeBron James,401839699,2025-12-14,22.0000,1.0667,1,0,Devin Booker bad pass (Marcus Smart steals),0.4520,28,HIT
LeBron James,401839699,2025-12-14,22.0000,1.1333,1,0,Marcus Smart makes two point shot,0.4450,28,HIT
LeBron James,401839699,2025-12-14,22.0000,1.3833,1,0,Collin Gillespie makes 10-foot two point shot,0.4560,28,HIT
LeBron James,401839699,2025-12-14,22.0000,1.4000,1,0,Dillon Brooks technical foul,0.4520,28,HIT
LeBron James,401839699,2025-12-14,22.0000,1.4000,1,0,Luka Doncic makes technical free throw,0.4530,28,HIT
LeBron James,401839699,2025-12-14,22.0000,1.6833,1,2,LeBron James makes 11-foot two point shot,0.6310,28,HIT
LeBron James,401839699,2025-12-14,22.0000,1.8667,1,2,Devin Booker misses 27-foot three point step back jumpshot,0.6220,28,HIT
LeBron James,401839699,2025-12-14,22.0000,1.9333,1,2,Deandre Ayton defensive rebound,0.6260,28,HIT
LeBron James,401839699,2025-12-14,22.0000,2.0667,1,2,Deandre Ayton makes 16-foot jumper (Rui Hachimura assists),0.6470,28,HIT
LeBron James,401839699,2025-12-14,22.0000,2.3167,1,2,Grayson Allen misses 24-foot three point jumper,0.6370,28,HIT
LeBron James,401839699,2025-12-14,22.0000,2.4167,1,2,Mark Williams makes tip shot,0.6460,28,HIT
LeBron James,401839699,2025-12-14,22.0000,2.4167,1,2,Mark Williams offensive rebound,0.6120,28,HIT
LeBron James,401839699,2025-12-14,22.0000,2.5333,1,2,Grayson Allen personal foul,0.5970,28,HIT
LeBron James,401839699,2025-12-14,22.0000,2.6333,1,2,Luka Doncic misses 26-foot three point step back jumpshot,0.6220,28,HIT
LeBron James,401839699,2025-12-14,22.0000,2.7333,1,2,Grayson Allen defensive rebound,0.6020,28,HIT
LeBron James,401839699,2025-12-14,22.0000,2.8667,1,2,Mark Williams makes dunk (Grayson Allen assists),0.6070,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.1167,1,2,Luka Doncic makes 10-foot pullup jump shot,0.5980,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.2833,1,2,Devin Booker misses 14-foot pullup jump shot,0.5810,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.3000,1,2,Deandre Ayton defensive rebound,0.5850,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.3333,1,2,Deandre Ayton lost ball turnover (Devin Booker steals),0.5810,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.4000,1,2,Devin Booker misses 23-foot three point jumper,0.5870,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.4500,1,2,Rui Hachimura defensive rebound,0.5980,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.6000,1,2,Collin Gillespie shooting foul,0.5630,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.6000,1,2,Luka Doncic makes free throw 1 of 2,0.5790,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.6000,1,2,Ryan Dunn enters the game for Collin Gillespie,0.5760,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.6000,1,2,Luka Doncic makes free throw 2 of 2,0.5800,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.8167,1,2,Mark Williams lost ball turnover (Deandre Ayton steals),0.5450,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.8833,1,2,Rui Hachimura misses 24-foot three point shot,0.5640,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.9000,1,2,Lakers offensive team rebound,0.5330,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.9333,1,2,Luka Doncic misses 24-foot three point step back jumpshot,0.5490,28,HIT
LeBron James,401839699,2025-12-14,22.0000,3.9833,1,2,Deandre Ayton offensive rebound,0.5590,28,HIT
LeBron James,401839699,2025-12-14,22.0000,4.1833,1,2,Luka Doncic misses 10-foot two point shot,0.5270,28,HIT
LeBron James,401839699,2025-12-14,22.0000,4.2333,1,2,Ryan Dunn defensive rebound,0.5300,28,HIT
LeBron James,401839699,2025-12-14,22.0000,4.4000,1,2,Devin Booker makes 13-foot pullup jump shot (Ryan Dunn assists),0.5420,28,HIT
LeBron James,401839699,2025-12-14,22.0000,4.8667,1,4,Deandre Ayton makes 9-foot two point shot (LeBron James assists),0.7260,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.0667,1,4,Rui Hachimura shooting foul,0.7060,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.0667,1,4,Suns Full timeout,0.7180,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.0667,1,4,Devin Booker misses free throw 1 of 2,0.7130,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.0667,1,4,Suns offensive team rebound,0.7010,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.0667,1,4,Devin Booker makes free throw 2 of 2,0.7180,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.2667,1,4,LeBron James lost ball turnover (Ryan Dunn steals),0.7150,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.3667,1,4,Devin Booker makes two point shot (Grayson Allen assists),0.7090,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.5667,1,4,Marcus Smart makes 23-foot three point jumper (Luka Doncic assists),0.7140,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.7833,1,4,Jake LaRavia enters the game for LeBron James,0.6710,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.7833,1,4,Suns offensive team rebound,0.6830,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.7833,1,4,Deandre Ayton blocks Grayson Allen 's 2-foot driving layup,0.6890,28,HIT
LeBron James,401839699,2025-12-14,22.0000,5.8333,1,4,Grayson Allen makes 27-foot three pointer (Mark Williams assists),0.6770,28,HIT
LeBron James,401839699,2025-12-14,22.0000,6.1500,1,4,Luka Doncic vs. Dillon Brooks (Devin Booker gains possession),0.6650,28,HIT
LeBron James,401839699,2025-12-14,22.0000,6.1500,1,4,Luka Doncic lost ball turnover (Grayson Allen steals),0.6660,28,HIT
LeBron James,401839699,2025-12-14,22.0000,6.2167,1,4,Dillon Brooks misses 26-foot three point jumper,0.6610,28,HIT
LeBron James,401839699,2025-12-14,22.0000,6.2833,1,4,Rui Hachimura defensive rebound,0.6750,28,HIT
