player_name,game_id,game_date,prop_line,game_minute,quarter,cumulative_points,description,prob_over,final_points,result
LeBron James,401810424,2026-01-13,22.0000,0.0000,1,0,Onyeka Okongwu vs. Deandre Ayton (LeBron James gains possession),0.4930,23,HIT
LeBron James,401810424,2026-01-13,22.0000,0.3333,1,0,Luka Doncic misses 17-foot two point shot,0.4610,23,HIT
LeBron James,401810424,2026-01-13,22.0000,0.4167,1,0,LeBron James offensive rebound,0.4910,23,HIT
LeBron James,401810424,2026-01-13,22.0000,0.4833,1,2,Deandre Ayton makes 6-foot two point shot (LeBron James assists),0.6870,23,HIT
LeBron James,401810424,2026-01-13,22.0000,0.7500,1,2,Nickeil Alexander-Walker makes 26-foot three point jumper (Dyson Daniels assists),0.6670,23,HIT
LeBron James,401810424,2026-01-13,22.0000,0.7500,1,2,Jake LaRavia shooting foul,0.6840,23,HIT
LeBron James,401810424,2026-01-13,22.0000,0.7500,1,2,Nickeil Alexander-Walker makes free throw 1 of 1,0.6370,23,HIT
LeBron James,401810424,2026-01-13,22.0000,0.9500,1,2,LeBron James makes driving layup (Luka Doncic assists),0.6840,23,HIT
LeBron James,401810424,2026-01-13,22.0000,1.1000,1,2,Dyson Daniels makes 4-foot driving floating jump shot,0.6450,23,HIT
LeBron James,401810424,2026-01-13,22.0000,1.4500,1,2,Dyson Daniels shooting foul,0.6380,23,HIT
LeBron James,401810424,2026-01-13,22.0000,1.4500,1,2,Luka Doncic makes free throw 1 of 2,0.6620,23,HIT
LeBron James,401810424,2026-01-13,22.0000,1.4500,1,2,Luka Doncic makes free throw 2 of 2,0.6570,23,HIT
LeBron James,401810424,2026-01-13,22.0000,1.7000,1,2,Jalen Johnson misses 27-foot three point jumper,0.6410,23,HIT
LeBron James,401810424,2026-01-13,22.0000,1.7333,1,2,Deandre Ayton defensive rebound,0.6490,23,HIT
LeBron James,401810424,2026-01-13,22.0000,1.8000,1,2,LeBron James misses running layup,0.6210,23,HIT
LeBron James,401810424,2026-01-13,22.0000,1.8333,1,2,Onyeka Okongwu defensive rebound,0.6360,23,HIT
