player_name,game_id,game_date,prop_line,game_minute,quarter,cumulative_points,description,prob_over,final_points,result
LeBron James,401810356,2026-01-04,22.0000,0.0000,1,0,Jaren Jackson Jr. vs. Deandre Ayton (Marcus Smart gains possession),0.4910,25,HIT
LeBron James,401810356,2026-01-04,22.0000,0.3667,1,0,Deandre Ayton makes 9-foot two point shot (Luka Doncic assists),0.4830,25,HIT
LeBron James,401810356,2026-01-04,22.0000,0.6667,1,0,Cam Spencer makes 1-foot driving floating jump shot,0.4880,25,HIT
LeBron James,401810356,2026-01-04,22.0000,0.8833,1,0,Jake LaRavia makes driving layup (Luka Doncic assists),0.4650,25,HIT
LeBron James,401810356,2026-01-04,22.0000,1.2667,1,0,Jaylen Wells misses 26-foot three point jumper,0.4370,25,HIT
LeBron James,401810356,2026-01-04,22.0000,1.3000,1,0,Grizzlies offensive team rebound,0.4550,25,HIT
LeBron James,401810356,2026-01-04,22.0000,1.3000,1,0,shot clock turnover ,0.4360,25,HIT
LeBron James,401810356,2026-01-04,22.0000,1.6167,1,0,Marcus Smart misses 25-foot three point jumper,0.4200,25,HIT
LeBron James,401810356,2026-01-04,22.0000,1.6667,1,0,Cedric Coward defensive rebound,0.4290,25,HIT
LeBron James,401810356,2026-01-04,22.0000,1.8167,1,0,Cedric Coward makes 27-foot three pointer (Jock Landale assists),0.4210,25,HIT
LeBron James,401810356,2026-01-04,22.0000,1.9500,1,0,Marcus Smart misses layup,0.4060,25,HIT
LeBron James,401810356,2026-01-04,22.0000,1.9833,1,0,Cedric Coward defensive rebound,0.4530,25,HIT
LeBron James,401810356,2026-01-04,22.0000,2.0333,1,0,Deandre Ayton blocks Jaren Jackson Jr. 's 2-foot driving layup,0.4140,25,HIT
LeBron James,401810356,2026-01-04,22.0000,2.0333,1,0,Grizzlies offensive team rebound,0.4720,25,HIT
LeBron James,401810356,2026-01-04,22.0000,2.1667,1,0,Jaylen Wells misses 25-foot three point pullup jump shot,0.4140,25,HIT
LeBron James,401810356,2026-01-04,22.0000,2.2167,1,0,LeBron James defensive rebound,0.4050,25,HIT
LeBron James,401810356,2026-01-04,22.0000,2.3000,1,0,LeBron James makes running layup,0.4100,25,HIT
LeBron James,401810356,2026-01-04,22.0000,2.4833,1,0,Jock Landale makes 9-foot hook shot (Jaylen Wells assists),0.4040,25,HIT
LeBron James,401810356,2026-01-04,22.0000,2.6667,1,0,"Luka Doncic bad pass
turnover (Cedric Coward steals)",0.3940,25,HIT
LeBron James,401810356,2026-01-04,22.0000,2.7667,1,0,Cedric Coward misses running layup,0.3870,25,HIT
LeBron James,401810356,2026-01-04,22.0000,2.8167,1,0,Jock Landale offensive rebound,0.3810,25,HIT
LeBron James,401810356,2026-01-04,22.0000,2.8333,1,0,Jock Landale makes two point shot,0.4050,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.0167,1,0,Deandre Ayton makes 1-foot dunk (Luka Doncic assists),0.3630,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.3667,1,0,Jaren Jackson Jr. traveling turnover,0.3650,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.5833,1,0,LeBron James misses 24-foot three point jumper,0.3580,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.6333,1,0,Jaren Jackson Jr. defensive rebound,0.3760,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.6833,1,0,Jaylen Wells misses 26-foot running jump shot,0.3420,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.7500,1,0,Jock Landale offensive rebound,0.3340,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.7500,1,0,Jock Landale misses tip shot,0.3330,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.7500,1,0,Jock Landale offensive rebound,0.3660,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.7833,1,0,Jake LaRavia defensive rebound,0.3580,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.7833,1,0,Jock Landale misses two point shot,0.3580,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.9167,1,0,LeBron James misses 26-foot three point pullup jump shot,0.3250,25,HIT
LeBron James,401810356,2026-01-04,22.0000,3.9500,1,0,Jaren Jackson Jr. defensive rebound,0.3520,25,HIT
LeBron James,401810356,2026-01-04,22.0000,4.1500,1,0,Cedric Coward makes 25-foot three point jumper,0.3130,25,HIT
LeBron James,401810356,2026-01-04,22.0000,4.5167,1,0,Luka Doncic makes free throw 2 of 2,0.3110,25,HIT
LeBron James,401810356,2026-01-04,22.0000,4.5167,1,0,Jaren Jackson Jr. shooting foul,0.2940,25,HIT
LeBron James,401810356,2026-01-04,22.0000,4.5167,1,0,Luka Doncic makes free throw 1 of 2,0.2950,25,HIT
LeBron James,401810356,2026-01-04,22.0000,4.5167,1,0,Santi Aldama enters the game for Cedric Coward,0.3170,25,HIT
LeBron James,401810356,2026-01-04,22.0000,4.5167,1,0,Kentavious Caldwell-Pope enters the game for Jaren Jackson Jr.,0.3240,25,HIT
LeBron James,401810356,2026-01-04,22.0000,4.8333,1,0,Jock Landale makes 9-foot two point shot (Santi Aldama assists),0.3010,25,HIT
LeBron James,401810356,2026-01-04,22.0000,4.8667,1,0,Jock Landale technical foul,0.2960,25,HIT
LeBron James,401810356,2026-01-04,22.0000,4.8667,1,0,Luka Doncic makes technical free throw,0.3020,25,HIT
LeBron James,401810356,2026-01-04,22.0000,5.2000,1,0,Luka Doncic makes 15-foot fade away jump shot (Jake LaRavia assists),0.2860,25,HIT
LeBron James,401810356,2026-01-04,22.0000,5.3167,1,0,Santi Aldama makes free throw 1 of 1,0.2710,25,HIT
LeBron James,401810356,2026-01-04,22.0000,5.3167,1,0,Lakers Full timeout,0.2850,25,HIT
LeBron James,401810356,2026-01-04,22.0000,5.3167,1,0,Christian Koloko enters the game for Jock Landale,0.2720,25,HIT
LeBron James,401810356,2026-01-04,22.0000,5.3167,1,0,Javon Small enters the game for Cam Spencer,0.2830,25,HIT
LeBron James,401810356,2026-01-04,22.0000,5.3167,1,0,Jake LaRavia shooting foul,0.2800,25,HIT
LeBron James,401810356,2026-01-04,22.0000,5.3167,1,0,Santi Aldama makes 2-foot layup (Jaylen Wells assists),0.2680,25,HIT
LeBron James,401810356,2026-01-04,22.0000,5.3167,1,0,Jarred Vanderbilt enters the game for LeBron James,0.2650,25,HIT
