play_num,quarter,game_minute,cumulative_points,prob_over
169,2,18.3333,2,0.0870
170,2,18.3333,2,0.0870
171,2,18.3333,2,0.1000
174,2,18.7000,2,0.0720
175,2,18.8833,2,0.0530
176,2,18.9167,2,0.0700
177,2,19.0167,2,0.0690
178,2,19.1000,2,0.0550
179,2,19.2667,2,0.0510
180,2,19.2667,2,0.0590
181,2,19.5000,2,0.0550
183,2,19.5667,2,0.0550
182,2,19.5667,2,0.0400
184,2,19.7500,2,0.0620
185,2,20.1167,2,0.0390
186,2,20.3167,2,0.0290
187,2,20.3667,2,0.0320
188,2,20.4167,2,0.0330
189,2,20.4167,2,0.0270
190,2,20.4167,2,0.0380
191,2,20.4167,2,0.0330
192,2,20.4167,2,0.0260
193,2,20.4167,2,0.0330
199,2,20.6000,2,0.0310
197,2,20.6000,2,0.0320
198,2,20.6000,2,0.0320
195,2,20.6000,2,0.0340
194,2,20.6000,2,0.0310
196,2,20.6000,2,0.0210
200,2,20.7833,2,0.0330
201,2,20.8333,2,0.0160
202,2,20.9833,2,0.0280
203,2,21.3000,2,0.0290
204,2,21.5667,2,0.0150
205,2,21.7833,2,0.0100
206,2,21.9333,2,0.0140
207,2,21.9333,2,0.0180
208,2,22.1833,2,0.0120
209,2,22.2333,2,0.0130
210,2,22.3333,2,0.0100
211,2,22.4333,2,0.0040
212,2,22.4500,2,0.0040
213,2,22.4500,2,0.0100
214,2,22.7500,2,0.0030
215,2,23.0817,2,0.0020
216,2,23.1200,2,0.0030
217,2,23.4400,2,0.0020
218,2,23.5367,2,0.0020
219,2,23.7983,2,0.0030
220,2,23.7983,2,0.0010
221,2,23.7983,2,0.0020
222,2,23.9667,2,0.0020
223,2,23.9667,2,0.0050
228,3,24.0000,2,0.0030
227,3,24.0000,2,0.0000
225,2,24.0000,2,0.0020
226,2,24.0000,2,0.0020
224,2,24.0000,2,0.0030
229,3,24.3833,2,0.0010
230,3,24.6833,2,0.0000
231,3,24.7167,2,0.0000
232,3,24.9000,2,0.0000
233,3,25.1500,2,0.0000
234,3,25.3833,2,0.0000
235,3,25.5167,2,0.0000
236,3,25.6000,2,0.0000
237,3,25.7833,2,0.0000
238,3,25.8333,2,0.0000
239,3,25.9167,2,0.0000
240,3,26.0333,2,0.0000
241,3,26.0667,2,0.0000
242,3,26.0667,2,0.0000
243,3,26.4000,2,0.0000
244,3,26.4333,2,0.0000
245,3,26.4833,2,0.0000
246,3,26.6667,2,0.0000
247,3,26.7000,2,0.0000
248,3,26.8833,2,0.0000
249,3,27.1667,2,0.0000
250,3,27.3000,2,0.0000
251,3,27.4833,2,0.0000
252,3,27.7333,2,0.0000
253,3,27.9333,2,0.0000
254,3,28.2000,2,0.0000
255,3,28.2333,2,0.0000
256,3,28.3000,4,0.0000
257,3,28.3000,4,0.0000
258,3,28.7167,4,0.0000
259,3,29.0167,7,0.0260
260,3,29.4167,7,0.0220
261,3,29.5833,7,0.0110
262,3,30.0833,7,0.0120
263,3,30.1333,7,0.0100
264,3,30.1333,7,0.0050
265,3,30.1333,7,0.0100
266,3,30.1333,7,0.0130
267,3,30.1333,7,0.0080
268,3,30.3167,7,0.0050
269,3,30.7333,7,0.0020
270,3,30.7500,7,0.0050
271,3,30.7500,7,0.0050
272,3,30.9667,7,0.0030
273,3,30.9833,7,0.0020
274,3,31.0833,7,0.0040
275,3,31.1333,7,0.0000
276,3,31.2167,7,0.0010
277,3,31.2667,7,0.0020
278,3,31.2667,7,0.0050
279,3,31.5000,7,0.0040
280,3,31.5333,7,0.0030
281,3,31.6667,7,0.0000
282,3,31.9167,7,0.0010
283,3,32.3167,7,0.0000
284,3,32.4000,7,0.0000
285,3,32.5000,7,0.0000
286,3,32.5500,7,0.0000
287,3,32.5500,7,0.0000
288,3,32.5667,7,0.0000
289,3,32.5667,7,0.0000
290,3,32.8833,7,0.0000
291,3,32.8833,7,0.0000
292,3,32.8833,7,0.0000
293,3,32.8833,7,0.0000
295,3,32.9500,7,0.0000
296,3,32.9500,7,0.0000
294,3,32.9500,7,0.0000
297,3,33.1667,7,0.0000
298,3,33.4667,7,0.0000
299,3,33.7667,7,0.0000
300,3,34.0000,7,0.0000
301,3,34.1167,7,0.0000
302,3,34.1833,7,0.0000
303,3,34.3500,7,0.0000
304,3,34.3500,7,0.0000
305,3,34.5667,7,0.0000
306,3,34.8833,7,0.0000
307,3,34.9333,7,0.0000
308,3,34.9667,9,0.0000
309,3,35.3000,9,0.0000
310,3,35.3300,9,0.0000
311,3,35.3317,9,0.0000
312,3,35.5217,9,0.0000
313,3,35.6900,9,0.0000
314,3,35.7433,9,0.0000
315,3,35.9183,9,0.0000
316,3,35.9650,9,0.0000
317,3,35.9833,9,0.0000
318,3,35.9917,9,0.0000
325,4,36.0000,9,0.0000
323,4,36.0000,9,0.0000
322,4,36.0000,9,0.0000
324,4,36.0000,9,0.0000
320,3,36.0000,9,0.0000
319,3,36.0000,9,0.0000
321,4,36.0000,9,0.0000
326,4,36.2833,9,0.0000
327,4,36.2833,10,0.0020
328,4,36.2833,10,0.0020
329,4,36.3333,10,0.0000
330,4,36.6500,10,0.0000
331,4,36.9667,10,0.0000
332,4,36.9667,10,0.0000
333,4,36.9667,10,0.0000
334,4,37.1167,10,0.0000
336,4,37.4167,10,0.0000
335,4,37.4167,10,0.0000
337,4,37.4167,10,0.0000
338,4,37.8333,10,0.0000
339,4,38.1000,10,0.0000
340,4,38.4667,10,0.0000
341,4,38.7833,10,0.0000
342,4,39.1833,10,0.0000
343,4,39.2167,10,0.0000
344,4,39.2167,10,0.0000
345,4,39.2167,10,0.0000
346,4,39.2167,10,0.0000
347,4,39.2167,10,0.0000
348,4,39.3833,10,0.0000
349,4,39.4500,10,0.0000
350,4,39.4833,10,0.0000
352,4,39.5167,10,0.0000
351,4,39.5167,10,0.0000
353,4,39.7333,10,0.0000
354,4,39.8000,10,0.0000
355,4,39.9500,10,0.0000
356,4,40.1333,10,0.0000
357,4,40.3333,10,0.0000
358,4,40.5500,10,0.0000
359,4,40.6167,10,0.0000
360,4,40.6333,10,0.0000
361,4,40.6667,10,0.0000
362,4,40.6667,10,0.0000
363,4,40.7000,10,0.0000
364,4,40.7667,10,0.0000
366,4,40.7833,10,0.0000
365,4,40.7833,10,0.0000
367,4,40.8833,10,0.0000
368,4,41.0667,10,0.0000
369,4,41.0667,10,0.0000
370,4,41.0667,10,0.0000
371,4,41.2167,10,0.0000
372,4,41.4167,10,0.0000
373,4,41.4833,10,0.0000
374,4,41.6167,10,0.0000
375,4,41.6167,10,0.0000
376,4,41.6167,10,0.0000
377,4,41.6500,10,0.0000
378,4,41.8667,10,0.0000
379,4,41.9167,10,0.0000
380,4,42.0833,10,0.0000
381,4,42.1000,10,0.0000
382,4,42.1000,10,0.0000
383,4,42.1000,10,0.0000
384,4,42.1000,10,0.0000
385,4,42.3667,10,0.0000
386,4,42.4167,10,0.0000
387,4,42.6833,10,0.0000
388,4,42.7167,10,0.0000
389,4,42.8000,10,0.0000
390,4,42.8000,10,0.0000
391,4,42.8000,10,0.0000
392,4,42.8333,10,0.0000
393,4,43.1333,10,0.0000
394,4,43.2667,10,0.0000
395,4,43.4500,10,0.0000
396,4,43.4833,10,0.0000
397,4,43.6000,10,0.0000
398,4,43.6000,10,0.0000
399,4,43.6000,10,0.0000
400,4,43.6000,10,0.0000
401,4,43.6000,10,0.0000
402,4,43.6000,10,0.0000
403,4,43.6000,10,0.0000
404,4,43.9333,10,0.0000
406,4,44.1500,10,0.0000
405,4,44.1500,10,0.0000
407,4,44.4000,10,0.0000
408,4,44.4000,10,0.0000
409,4,44.4500,10,0.0000
410,4,44.4500,10,0.0000
411,4,44.4500,10,0.0000
412,4,44.4500,10,0.0000
413,4,44.4833,10,0.0000
414,4,44.7167,10,0.0000
415,4,44.7500,10,0.0000
416,4,44.7500,10,0.0000
417,4,45.2333,10,0.0000
418,4,45.5333,10,0.0000
419,4,45.5500,10,0.0000
420,4,45.6167,10,0.0000
421,4,45.6500,10,0.0000
422,4,45.6667,10,0.0000
423,4,46.0000,13,0.0000
424,4,46.2667,13,0.0000
425,4,46.3000,13,0.0000
426,4,46.5833,13,0.0000
427,4,46.5833,13,0.0000
428,4,46.5833,13,0.0000
429,4,46.7667,13,0.0000
430,4,46.7833,13,0.0000
438,4,46.8333,13,0.0000
437,4,46.8333,13,0.0000
436,4,46.8333,13,0.0000
435,4,46.8333,13,0.0000
434,4,46.8333,13,0.0000
433,4,46.8333,13,0.0000
432,4,46.8333,13,0.0000
431,4,46.8333,13,0.0000
439,4,46.8833,13,0.0000
440,4,47.2283,13,0.0000
441,4,47.2733,13,0.0000
442,4,47.4750,13,0.0000
443,4,47.5150,13,0.0000
444,4,47.5367,13,0.0000
445,4,47.5433,13,0.0000
446,4,47.5433,13,0.0000
447,4,47.9433,13,0.0000
448,4,48.0000,13,0.0000
449,4,48.0000,13,0.0000
