player_name,game_id,game_date,prop_line,game_minute,quarter,cumulative_points,description,prob_over,final_points,result
LeBron James,401810456,2026-01-17,22.0000,0.0000,1,0,Maxi Kleber vs. Donovan Clingan (LeBron James gains possession),0.5060,32,HIT
LeBron James,401810456,2026-01-17,22.0000,0.3333,1,0,Donovan Clingan shooting foul,0.4860,32,HIT
LeBron James,401810456,2026-01-17,22.0000,0.3333,1,0,Maxi Kleber makes free throw 1 of 2,0.4600,32,HIT
LeBron James,401810456,2026-01-17,22.0000,0.3333,1,0,Maxi Kleber makes free throw 2 of 2,0.4820,32,HIT
LeBron James,401810456,2026-01-17,22.0000,0.6500,1,0,Sidy Cissoko lost ball turnover (LeBron James steals),0.4740,32,HIT
LeBron James,401810456,2026-01-17,22.0000,0.7667,1,0,LeBron James misses two point shot,0.4790,32,HIT
LeBron James,401810456,2026-01-17,22.0000,0.7833,1,0,Donovan Clingan defensive rebound,0.4790,32,HIT
LeBron James,401810456,2026-01-17,22.0000,0.8500,1,0,Jrue Holiday makes running layup,0.4610,32,HIT
LeBron James,401810456,2026-01-17,22.0000,1.1000,1,0,Maxi Kleber misses 14-foot jumper,0.4750,32,HIT
LeBron James,401810456,2026-01-17,22.0000,1.1000,1,0,Trail Blazers defensive team rebound,0.4590,32,HIT
LeBron James,401810456,2026-01-17,22.0000,1.3333,1,0,Sidy Cissoko makes 3-foot layup (Donovan Clingan assists),0.4260,32,HIT
LeBron James,401810456,2026-01-17,22.0000,1.7000,1,0,Toumani Camara personal foul,0.4390,32,HIT
LeBron James,401810456,2026-01-17,22.0000,1.7500,1,0,Maxi Kleber makes 25-foot three point jumper (Jake LaRavia assists),0.4240,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.0000,1,0,Shaedon Sharpe makes free throw 2 of 2,0.4070,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.0000,1,0,Trail Blazers offensive team rebound,0.4050,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.0000,1,0,Shaedon Sharpe misses free throw 1 of 2,0.4290,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.0000,1,0,Maxi Kleber shooting foul,0.4290,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.2167,1,0,Gabe Vincent misses driving floating jump shot,0.4080,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.2333,1,0,Trail Blazers defensive team rebound,0.4100,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.3833,1,0,Shaedon Sharpe misses 28-foot three point pullup jump shot,0.3970,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.4500,1,0,Marcus Smart defensive rebound,0.4100,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.5667,1,0,LeBron James misses driving dunk,0.3930,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.5833,1,0,Maxi Kleber offensive rebound,0.3920,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.6167,1,0,Marcus Smart makes 27-foot three point jumper (Maxi Kleber assists),0.3940,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.8167,1,0,Shaedon Sharpe misses driving layup,0.3870,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.8500,1,0,Shaedon Sharpe offensive rebound,0.3710,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.8833,1,0,Sidy Cissoko misses 23-foot three point jumper,0.3770,32,HIT
LeBron James,401810456,2026-01-17,22.0000,2.9500,1,0,LeBron James defensive rebound,0.3650,32,HIT
LeBron James,401810456,2026-01-17,22.0000,3.0667,1,0,Marcus Smart misses driving floating jump shot,0.3520,32,HIT
LeBron James,401810456,2026-01-17,22.0000,3.1000,1,0,Sidy Cissoko defensive rebound,0.3740,32,HIT
LeBron James,401810456,2026-01-17,22.0000,3.1667,1,0,Jrue Holiday misses running pullup jump shot,0.3770,32,HIT
LeBron James,401810456,2026-01-17,22.0000,3.1833,1,0,Donovan Clingan offensive rebound,0.3540,32,HIT
LeBron James,401810456,2026-01-17,22.0000,3.1833,1,0,Donovan Clingan makes two point shot,0.3680,32,HIT
LeBron James,401810456,2026-01-17,22.0000,3.1833,1,0,Gabe Vincent shooting foul,0.3820,32,HIT
LeBron James,401810456,2026-01-17,22.0000,3.1833,1,0,Donovan Clingan makes free throw 1 of 1,0.3540,32,HIT
LeBron James,401810456,2026-01-17,22.0000,3.6000,1,2,Maxi Kleber makes 1-foot two point shot (LeBron James assists),0.5440,32,HIT
LeBron James,401810456,2026-01-17,22.0000,3.7667,1,2,Shaedon Sharpe out of bounds bad pass turnover,0.5380,32,HIT
