play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.5110,0.4811
2,1,0.2500,0,0.4930,0.4899
3,1,0.2833,0,0.4720,0.4930
4,1,0.4000,0,0.4590,0.4965
5,1,0.6500,0,0.4460,0.4988
6,1,0.7000,0,0.4800,0.4979
7,1,0.8500,0,0.4780,0.4981
8,1,0.8833,0,0.4830,0.4974
9,1,1.1000,0,0.4330,0.4956
10,1,1.4667,2,0.5560,0.4939
11,1,1.6167,2,0.5780,0.4924
12,1,1.9167,2,0.5270,0.4893
13,1,1.9500,2,0.5390,0.4879
14,1,2.2333,2,0.5280,0.4867
15,1,2.2500,2,0.4860,0.4851
16,1,2.3333,2,0.5010,0.4845
17,1,2.5667,2,0.4860,0.4808
18,1,2.8000,2,0.4650,0.4771
19,1,2.8333,2,0.4630,0.4729
20,1,2.9167,2,0.4640,0.4717
21,1,3.0667,2,0.4490,0.4678
22,1,3.4833,2,0.4660,0.4637
23,1,3.5500,2,0.4470,0.4615
24,1,3.8167,2,0.4270,0.4598
25,1,4.0167,2,0.4340,0.4552
26,1,4.1167,2,0.4070,0.4551
27,1,4.5167,2,0.4030,0.4543
28,1,4.5833,2,0.3990,0.4522
29,1,4.7833,2,0.4090,0.4524
30,1,5.0667,4,0.4780,0.4534
31,1,5.0833,4,0.4950,0.4536
32,1,5.0833,4,0.4840,0.4548
33,1,5.0833,4,0.5060,0.4554
34,1,5.1667,4,0.4360,0.4581
35,1,5.3333,4,0.4840,0.4594
36,1,5.3500,4,0.4840,0.4599
37,1,5.4500,4,0.4430,0.4625
38,1,5.4500,4,0.4690,0.4641
39,1,5.4500,4,0.4840,0.4649
40,1,5.4500,4,0.4680,0.4663
41,1,5.4833,4,0.4730,0.4620
42,1,5.5500,4,0.4780,0.4565
43,1,5.5833,4,0.5010,0.4525
44,1,5.9333,4,0.4530,0.4559
45,1,5.9833,4,0.4440,0.4622
46,1,6.1833,4,0.4580,0.4665
47,1,6.2333,4,0.4360,0.4701
48,1,6.3833,4,0.4140,0.4754
49,1,6.4500,4,0.4380,0.4812
50,1,6.6833,4,0.3920,0.4851
51,1,6.9500,4,0.3850,0.4885
52,1,7.3000,4,0.4050,0.4962
53,1,7.5667,7,0.5740,0.5036
59,1,7.7500,7,0.5610,0.5085
58,1,7.7500,7,0.5690,0.5168
57,1,7.7500,7,0.5560,0.5295
55,1,7.7500,7,0.5500,0.5403
56,1,7.7500,7,0.5850,0.5519
54,1,7.7500,7,0.5610,0.5649
60,1,7.9667,7,0.5370,0.5767
61,1,7.9667,8,0.6280,0.5897
62,1,7.9667,8,0.6250,0.6015
63,1,7.9667,8,0.5990,0.6121
64,1,7.9667,8,0.6180,0.6144
65,1,7.9667,9,0.7000,0.6257
66,1,8.2500,9,0.6720,0.6361
67,1,8.3000,9,0.6690,0.6466
68,1,8.4500,9,0.6730,0.6577
69,1,8.6667,9,0.6760,0.6663
70,1,8.7833,9,0.6510,0.6759
71,1,8.9667,9,0.6200,0.6881
72,1,9.2000,9,0.6170,0.6953
73,1,9.2167,9,0.6210,0.7014
74,1,9.3333,12,0.7880,0.7078
75,1,9.7000,12,0.7760,0.7147
76,1,9.7333,12,0.7660,0.7167
77,1,9.8167,12,0.7710,0.7189
78,1,9.8167,12,0.7570,0.7223
79,1,9.8167,12,0.7540,0.7242
80,1,9.8167,12,0.7810,0.7284
81,1,9.8167,12,0.7710,0.7324
82,1,10.1500,12,0.7470,0.7370
83,1,10.4833,12,0.7290,0.7415
85,1,10.7500,12,0.7540,0.7459
84,1,10.7500,12,0.7420,0.7424
86,1,10.8333,12,0.7160,0.7424
87,1,11.0633,12,0.7360,0.7431
88,1,11.1433,12,0.7120,0.7442
89,1,11.1850,12,0.7580,0.7450
90,1,11.4167,12,0.7320,0.7462
91,1,11.4333,12,0.7120,0.7467
92,1,11.4350,12,0.7070,0.7466
93,1,11.4350,12,0.7100,0.7473
94,1,11.4350,12,0.7160,0.7496
95,1,11.6183,14,0.7770,0.7506
96,1,11.8067,14,0.7800,0.7520
97,1,11.9550,14,0.7930,0.7545
98,1,11.9717,14,0.7730,0.7554
99,1,12.0000,14,0.7780,0.7573
100,2,12.0000,14,0.7900,0.7568
101,2,12.3333,14,0.7700,0.7581
102,2,12.5500,14,0.7620,0.7602
103,2,12.7167,14,0.7740,0.7622
104,2,12.8167,14,0.7740,0.7641
105,2,12.8500,14,0.7710,0.7650
106,2,12.9500,14,0.7650,0.7630
107,2,13.1167,14,0.7540,0.7614
108,2,13.1500,14,0.7510,0.7581
109,2,13.3000,14,0.7470,0.7564
110,2,13.4833,14,0.7590,0.7532
111,2,13.5333,14,0.7530,0.7497
112,2,13.7333,14,0.7480,0.7478
113,2,13.8000,14,0.7470,0.7456
114,2,13.9000,14,0.7330,0.7427
115,2,13.9333,14,0.7380,0.7396
116,2,13.9667,14,0.7480,0.7371
117,2,14.0000,14,0.7270,0.7347
118,2,14.0000,14,0.7400,0.7324
119,2,14.0000,14,0.7130,0.7300
120,2,14.0000,14,0.7190,0.7296
121,2,14.3167,14,0.7340,0.7276
122,2,14.3500,14,0.7170,0.7259
129,2,14.3833,14,0.7150,0.7240
128,2,14.3833,14,0.7130,0.7213
127,2,14.3833,14,0.7220,0.7194
124,2,14.3833,14,0.7170,0.7166
125,2,14.3833,14,0.7080,0.7141
123,2,14.3833,14,0.7020,0.7123
126,2,14.3833,14,0.7390,0.7090
130,2,14.6167,14,0.7200,0.7071
131,2,14.6500,14,0.7180,0.7050
132,2,14.7500,14,0.7100,0.7016
133,2,15.0000,14,0.6930,0.6993
134,2,15.0000,14,0.6950,0.6964
135,2,15.0000,14,0.6810,0.6944
136,2,15.1500,14,0.6990,0.6910
137,2,15.4000,14,0.6900,0.6861
139,2,15.5000,14,0.6750,0.6826
