play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.4980,0.5804
2,1,0.3500,2,0.6370,0.5793
3,1,0.5500,2,0.6100,0.5752
4,1,0.6000,2,0.6070,0.5731
5,1,0.8667,2,0.5960,0.5691
6,1,1.0000,2,0.5860,0.5663
7,1,1.3500,2,0.5460,0.5629
8,1,1.3667,2,0.5690,0.5599
9,1,1.6000,2,0.5710,0.5567
10,1,1.6167,2,0.5840,0.5541
11,1,1.7000,2,0.5680,0.5514
12,1,1.7500,2,0.5310,0.5615
13,1,1.8667,2,0.5470,0.5630
14,1,2.2000,2,0.5180,0.5674
15,1,2.2667,2,0.5270,0.5697
16,1,2.3000,2,0.5120,0.5740
17,1,2.5500,2,0.5110,0.5783
18,1,2.6000,2,0.5030,0.5848
19,1,2.6000,2,0.5070,0.5890
20,1,2.6000,2,0.4990,0.5923
21,1,2.8833,5,0.7010,0.5956
22,1,3.1833,5,0.6680,0.5992
23,1,3.2500,5,0.6970,0.6038
24,1,3.4000,5,0.6540,0.6096
25,1,3.4833,5,0.6820,0.6144
26,1,3.5500,5,0.6710,0.6194
27,1,3.5500,5,0.6770,0.6239
28,1,3.7833,5,0.6510,0.6285
29,1,4.0833,5,0.6380,0.6346
30,1,4.2500,5,0.6490,0.6393
31,1,4.2833,5,0.6400,0.6435
32,1,4.4000,5,0.6250,0.6377
33,1,4.4333,5,0.6610,0.6313
34,1,4.5667,5,0.6160,0.6266
35,1,4.6000,5,0.6250,0.6217
36,1,4.9500,5,0.6030,0.6157
37,1,4.9500,5,0.6040,0.6097
38,1,4.9500,5,0.6230,0.6018
39,1,4.9500,5,0.6020,0.5968
40,1,5.3000,5,0.5820,0.5928
41,1,5.3000,5,0.5850,0.5859
42,1,5.5333,5,0.5400,0.5799
43,1,5.5833,5,0.6040,0.5756
44,1,5.7167,5,0.5560,0.5682
45,1,5.7667,5,0.5610,0.5635
46,1,5.8000,5,0.5510,0.5577
47,1,5.8000,5,0.5210,0.5529
48,1,5.8500,5,0.5510,0.5478
49,1,5.9333,5,0.5580,0.5422
50,1,6.2333,5,0.5100,0.5367
51,1,6.2833,5,0.5200,0.5347
52,1,6.3333,5,0.5390,0.5313
53,1,6.3333,5,0.5130,0.5295
54,1,6.4500,5,0.5230,0.5241
55,1,6.4833,5,0.5080,0.5204
56,1,6.5000,5,0.5060,0.5167
57,1,6.5000,5,0.5030,0.5151
58,1,6.6167,5,0.5110,0.5141
62,1,6.6333,5,0.4930,0.5090
61,1,6.6333,5,0.5410,0.5052
60,1,6.6333,5,0.5170,0.5033
59,1,6.6333,5,0.5040,0.5019
63,1,6.7667,5,0.4950,0.5024
64,1,6.8000,5,0.4820,0.5048
65,1,6.8667,5,0.4890,0.5062
66,1,6.9167,5,0.5170,0.5080
67,1,6.9500,5,0.5010,0.5076
68,1,7.0000,5,0.4500,0.5081
69,1,7.0000,5,0.4820,0.5162
70,1,7.0000,5,0.4730,0.5244
71,1,7.1833,5,0.4900,0.5304
72,1,7.1833,6,0.5510,0.5379
73,1,7.1833,6,0.5600,0.5454
74,1,7.2167,6,0.5510,0.5540
75,1,7.4667,6,0.5430,0.5626
76,1,7.6000,6,0.4990,0.5717
77,1,7.6167,6,0.5130,0.5779
78,1,7.8833,8,0.6740,0.5851
79,1,8.0500,8,0.6560,0.5952
80,1,8.1000,8,0.6620,0.6039
81,1,8.1000,8,0.6660,0.6121
82,1,8.1000,8,0.6540,0.6188
83,1,8.1000,8,0.6670,0.6220
84,1,8.1000,8,0.6550,0.6245
85,1,8.3167,8,0.6700,0.6270
86,1,8.3333,8,0.6410,0.6306
87,1,8.5667,8,0.6450,0.6388
88,1,8.5667,8,0.6510,0.6496
89,1,8.5667,8,0.6580,0.6537
90,1,8.8000,8,0.6360,0.6566
91,1,8.8500,8,0.6240,0.6604
92,1,9.0500,8,0.6160,0.6630
93,1,9.3000,8,0.6080,0.6671
94,1,9.3000,8,0.6010,0.6672
95,1,9.3000,8,0.6160,0.6696
96,1,9.3000,9,0.6620,0.6710
97,1,9.3000,10,0.7300,0.6744
98,1,9.6500,10,0.7550,0.6752
99,1,9.7000,10,0.7160,0.6762
100,1,9.7833,10,0.7370,0.6766
101,1,9.7833,10,0.7170,0.6777
102,1,9.9833,10,0.7360,0.6799
103,1,10.1000,10,0.6700,0.6804
104,1,10.3667,10,0.7030,0.6814
105,1,10.3833,10,0.6990,0.6833
106,1,10.5000,10,0.7080,0.6835
107,1,10.5000,10,0.6610,0.6800
108,1,10.5000,10,0.6700,0.6741
109,1,10.8500,10,0.6680,0.6663
110,1,11.0217,10,0.6570,0.6611
111,1,11.0667,10,0.6680,0.6569
112,1,11.0667,10,0.6250,0.6525
113,1,11.3800,10,0.6290,0.6469
114,1,11.4617,10,0.6390,0.6432
115,1,11.5383,10,0.6190,0.6381
124,1,11.9467,10,0.5940,0.6336
123,1,11.9467,10,0.6120,0.6289
122,1,11.9467,10,0.5980,0.6269
121,1,11.9467,10,0.6130,0.6239
120,1,11.9467,10,0.6510,0.6213
119,1,11.9467,10,0.6310,0.6190
118,1,11.9467,10,0.6230,0.6165
117,1,11.9467,10,0.5970,0.6167
116,1,11.9467,10,0.5990,0.6149
125,1,11.9917,10,0.6100,0.6111
126,1,11.9983,10,0.6140,0.6100
127,1,12.0000,10,0.6200,0.6085
128,2,12.0000,10,0.6100,0.6078
129,2,12.0000,10,0.6180,0.6047
130,2,12.0000,10,0.6100,0.6017
131,2,12.0000,10,0.6180,0.5987
132,2,12.1333,10,0.6290,0.5956
133,2,12.3000,10,0.5930,0.5929
134,2,12.5833,10,0.5630,0.5899
135,2,12.6167,10,0.5980,0.5864
136,2,12.7000,10,0.5630,0.5827
137,2,12.7500,10,0.5970,0.5786
138,2,12.8667,10,0.5380,0.5750
139,2,12.8667,10,0.5520,0.5696
140,2,12.8667,10,0.5910,0.5658
141,2,12.8667,10,0.5690,0.5610
142,2,12.9000,10,0.5690,0.5554
143,2,13.1500,10,0.5380,0.5489
144,2,13.4667,10,0.5280,0.5435
145,2,13.5000,10,0.5360,0.5391
146,2,13.6500,10,0.5320,0.5332
147,2,13.6667,10,0.5480,0.5290
148,2,13.7333,10,0.5020,0.5221
149,2,13.7500,10,0.5430,0.5177
150,2,13.9333,10,0.5130,0.5137
151,2,13.9333,10,0.5060,0.5071
152,2,13.9333,10,0.4990,0.5007
153,2,14.1167,10,0.4860,0.4960
154,2,14.4500,10,0.4740,0.4914
155,2,14.8167,10,0.4800,0.4869
156,2,15.0333,10,0.4780,0.4811
157,2,15.1500,10,0.4600,0.4744
158,2,15.1500,10,0.4500,0.4672
159,2,15.1500,10,0.4720,0.4628
160,2,15.1500,10,0.4580,0.4633
161,2,15.3667,10,0.4420,0.4660
162,2,15.3667,10,0.4760,0.4698
163,2,15.3667,10,0.4440,0.4743
164,2,15.5833,10,0.4380,0.4792
165,2,15.7833,10,0.4210,0.4839
166,2,15.8333,10,0.3990,0.4892
167,2,15.8833,10,0.4040,0.4929
168,2,15.8833,10,0.4120,0.4982
169,2,16.1833,12,0.5530,0.5021
170,2,16.4000,12,0.5680,0.5066
171,2,16.4000,12,0.5820,0.5109
172,2,16.4000,12,0.5890,0.5142
173,2,16.4000,12,0.5830,0.5192
174,2,16.4000,12,0.5690,0.5236
175,2,16.4000,12,0.5860,0.5276
176,2,16.7667,12,0.5520,0.5329
177,2,16.8167,12,0.5670,0.5451
181,2,17.0500,12,0.5270,0.5595
180,2,17.0500,12,0.5630,0.5720
179,2,17.0500,12,0.5430,0.5789
178,2,17.0500,12,0.5080,0.5836
182,2,17.1167,12,0.5750,0.5884
183,2,17.1500,12,0.5340,0.5926
184,2,17.2000,12,0.5170,0.5958
185,2,17.3167,12,0.5270,0.6015
186,2,17.3167,13,0.6420,0.6047
187,2,17.3167,14,0.6930,0.6096
188,2,17.6000,14,0.6630,0.6132
189,2,17.6167,14,0.6900,0.6209
190,2,17.8333,14,0.6610,0.6248
191,2,17.9167,14,0.6790,0.6301
192,2,18.1000,14,0.6720,0.6369
195,2,18.2667,14,0.6490,0.6405
