play_num,quarter,game_minute,cumulative_points,prob_over,prob_over_smooth
1,1,0.0000,0,0.4730,0.5287
2,1,0.3000,0,0.4910,0.5286
3,1,0.7167,0,0.4930,0.5287
4,1,0.9667,2,0.5750,0.5285
5,1,1.2833,2,0.5490,0.5260
6,1,1.5667,2,0.5300,0.5264
7,1,1.6167,2,0.5610,0.5241
8,1,1.7167,2,0.5650,0.5234
9,1,1.9000,2,0.5320,0.5198
10,1,1.9667,2,0.5180,0.5165
11,1,1.9833,2,0.5280,0.5144
12,1,2.1667,2,0.5290,0.5142
13,1,2.2000,2,0.5260,0.5127
14,1,2.4667,2,0.4940,0.5149
15,1,2.5167,2,0.5320,0.5106
16,1,2.6667,2,0.4890,0.5088
17,1,2.7167,2,0.5120,0.5071
18,1,2.8500,2,0.4590,0.5129
19,1,3.0833,2,0.4580,0.5186
20,1,3.2333,2,0.4740,0.5229
21,1,3.2333,2,0.4690,0.5300
22,1,3.2333,2,0.4600,0.5355
23,1,3.2333,3,0.5380,0.5416
24,1,3.6333,3,0.4880,0.5481
25,1,3.8167,3,0.5130,0.5544
26,1,4.0667,3,0.4960,0.5605
27,1,4.3167,6,0.6770,0.5681
28,1,4.6833,6,0.6790,0.5804
29,1,4.8167,6,0.6190,0.5942
30,1,4.8833,6,0.6600,0.6088
31,1,4.9500,6,0.6380,0.6213
32,1,4.9833,6,0.6520,0.6394
33,1,5.0333,6,0.6560,0.6582
34,1,5.3000,6,0.6190,0.6712
35,1,5.3000,6,0.6530,0.6882
36,1,5.3000,6,0.6420,0.7038
37,1,5.4667,8,0.7580,0.7257
38,1,5.7333,8,0.7360,0.7388
39,1,6.0000,8,0.7490,0.7521
40,1,6.0333,8,0.7230,0.7680
41,1,6.1667,11,0.8310,0.7815
42,1,6.5500,11,0.8370,0.7963
43,1,6.5667,11,0.7990,0.8103
44,1,6.5833,11,0.8270,0.8249
45,1,6.6000,11,0.8250,0.8404
46,1,6.7000,14,0.9350,0.8548
47,1,6.7000,14,0.9370,0.8690
48,1,6.7000,14,0.9460,0.8770
49,1,6.7000,14,0.9370,0.8890
50,1,6.7000,14,0.9310,0.9005
51,1,6.8167,14,0.9320,0.9133
52,1,6.8167,14,0.9320,0.9205
53,1,6.8167,14,0.9500,0.9275
54,1,7.0667,14,0.9270,0.9361
55,1,7.1000,14,0.9420,0.9446
56,1,7.4000,14,0.9270,0.9531
57,1,7.4667,14,0.9160,0.9560
58,1,7.6167,17,0.9780,0.9587
63,1,7.9167,17,0.9790,0.9612
62,1,7.9167,17,0.9780,0.9642
59,1,7.9167,17,0.9750,0.9672
60,1,7.9167,17,0.9770,0.9705
61,1,7.9167,17,0.9720,0.9736
64,1,8.0833,20,0.9950,0.9758
65,1,8.2667,20,0.9960,0.9791
66,1,8.2667,20,0.9940,0.9818
67,1,8.4667,20,0.9900,0.9852
68,1,8.4667,20,0.9960,0.9891
69,1,8.4667,20,0.9970,0.9900
70,1,8.4667,20,0.9910,0.9908
71,1,8.4667,20,0.9980,0.9913
72,1,8.6500,20,0.9950,0.9924
73,1,8.7167,20,0.9920,0.9934
74,1,8.8333,20,0.9950,0.9945
75,1,9.0833,20,0.9940,0.9944
76,1,9.3667,20,0.9960,0.9945
77,1,9.5667,20,0.9940,0.9946
78,1,9.6333,20,0.9960,0.9948
79,1,9.7500,20,0.9940,0.9948
80,1,9.8000,20,0.9890,0.9947
81,1,9.8500,22,0.9970,0.9951
82,1,10.1000,22,0.9980,0.9952
83,1,10.2333,22,0.9930,0.9952
84,1,10.5000,22,0.9930,0.9954
85,1,10.5000,22,0.9980,0.9954
86,1,10.5000,22,0.9960,0.9957
87,1,10.5000,22,0.9940,0.9958
88,1,10.7000,22,0.9960,0.9960
89,1,10.7667,22,0.9950,0.9959
90,1,11.0250,24,0.9990,0.9961
91,1,11.3400,24,1.0000,0.9965
92,1,11.5150,24,0.9950,0.9965
93,1,11.5633,24,0.9960,0.9965
94,1,11.7917,24,0.9960,0.9966
95,1,11.8200,24,0.9990,0.9968
96,1,11.9550,24,0.9980,0.9969
97,1,11.9900,24,0.9970,0.9970
98,1,11.9983,24,0.9950,0.9972
103,2,12.0000,24,0.9990,0.9973
102,2,12.0000,24,0.9960,0.9974
104,2,12.0000,24,0.9980,0.9972
100,2,12.0000,24,0.9970,0.9971
99,1,12.0000,24,0.9950,0.9972
101,2,12.0000,24,0.9970,0.9971
105,2,12.3667,24,0.9990,0.9970
106,2,12.6500,24,0.9990,0.9969
107,2,12.8167,24,0.9980,0.9969
108,2,12.8333,24,0.9990,0.9969
111,2,12.9167,24,0.9950,0.9970
110,2,12.9167,24,0.9970,0.9970
109,2,12.9167,24,0.9970,0.9968
112,2,13.3167,24,0.9960,0.9967
113,2,13.6000,24,0.9960,0.9967
114,2,13.6000,24,0.9930,0.9966
115,2,13.6000,24,0.9970,0.9966
116,2,13.9667,24,0.9980,0.9965
117,2,13.9833,24,0.9970,0.9964
119,2,14.0000,24,0.9960,0.9964
118,2,14.0000,24,0.9990,0.9962
120,2,14.1167,24,0.9940,0.9962
121,2,14.1500,24,0.9950,0.9961
122,2,14.2167,24,0.9960,0.9961
123,2,14.2167,24,0.9940,0.9962
124,2,14.2167,24,0.9970,0.9962
125,2,14.2167,24,0.9980,0.9964
126,2,14.4667,24,0.9970,0.9963
127,2,14.7167,24,0.9970,0.9960
128,2,14.7167,24,0.9950,0.9957
129,2,14.9167,24,0.9950,0.9957
130,2,14.9667,24,0.9960,0.9952
131,2,15.1667,24,0.9970,0.9952
132,2,15.2333,24,0.9970,0.9950
133,2,15.4500,24,0.9950,0.9949
134,2,15.6500,24,0.9990,0.9948
135,2,16.0000,24,0.9930,0.9944
136,2,16.2500,24,0.9930,0.9942
137,2,16.3333,24,0.9910,0.9940
138,2,16.3333,24,0.9950,0.9940
139,2,16.3333,24,0.9900,0.9940
140,2,16.3333,24,0.9930,0.9938
141,2,16.5833,24,0.9920,0.9935
142,2,16.6167,24,0.9940,0.9934
143,2,16.7000,24,0.9920,0.9934
144,2,16.7167,24,0.9900,0.9931
145,2,16.7167,24,0.9930,0.9930
146,2,16.7167,24,0.9930,0.9930
147,2,16.9167,24,0.9980,0.9930
148,2,16.9833,24,0.9940,0.9933
149,2,17.1333,24,0.9920,0.9934
150,2,17.1833,24,0.9890,0.9937
151,2,17.3167,24,0.9950,0.9938
152,2,17.3667,24,0.9960,0.9940
153,2,17.5833,24,0.9910,0.9943
154,2,17.7333,26,0.9950,0.9945
155,2,17.7333,26,0.9950,0.9948
156,2,17.7333,26,0.9930,0.9950
157,2,17.7333,26,0.9960,0.9950
158,2,17.7333,26,0.9970,0.9950
159,2,17.7333,27,0.9960,0.9949
160,2,18.1500,27,0.9950,0.9951
161,2,18.1833,27,0.9970,0.9953
163,2,18.5333,27,1.0000,0.9954
162,2,18.5333,27,0.9950,0.9954
164,2,18.8000,27,0.9960,0.9958
165,2,19.0167,27,0.9980,0.9960
166,2,19.3000,27,0.9920,0.9961
