player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Cam Whitmore,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,136,-182
Alex Sarr,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,172,-235
Carlton Carrington,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,100,-132
Joel Embiid,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,134,-180
Kelly Oubre Jr,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,116,-154
Quentin Grimes,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,-192,140
Kyshawn George,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,2.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,118,-158
Khris Middleton,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,106,-140
Tyrese Maxey,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,3.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,-102,-130
Corey Kispert,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,-102,-130
VJ Edgecombe,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,2.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,130,-174
C.J. McCollum,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,2.5,fanduel,2025-10-28T14:55:22Z,2025-10-28T14:55:19Z,-114,-114
Carlton Carrington,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,115,-150
Kyshawn George,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,2.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,120,-165
Alex Sarr,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,155,-250
C.J. McCollum,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,2.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,-110,-120
Khris Middleton,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,110,-145
Tyrese Maxey,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,3.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,-110,-120
Joel Embiid,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,125,-175
VJ Edgecombe,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,2.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,120,-165
Kelly Oubre Jr,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,110,-145
Corey Kispert,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,100,-130
Cam Whitmore,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,130,-190
Quentin Grimes,Philadelphia 76ers @ Washington Wizards,2025-10-28T23:10:00Z,player_threes,1.5,fanatics,2025-10-28T14:54:06Z,2025-10-28T14:55:10Z,-190,130
