player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Michael Porter Jr,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,3.5,draftkings,2025-11-11T14:54:41Z,2025-11-11T14:55:35Z,129,-171.0
Immanuel Quickley,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,2.5,draftkings,2025-11-11T14:54:41Z,2025-11-11T14:55:35Z,110,-145.0
Noah Clowney,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,draftkings,2025-11-11T14:54:41Z,2025-11-11T14:55:35Z,-179,135.0
R.J. Barrett,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,draftkings,2025-11-11T14:54:41Z,2025-11-11T14:55:35Z,-163,123.0
Ziaire Williams,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,draftkings,2025-11-11T14:54:41Z,2025-11-11T14:55:35Z,-150,114.0
Tyrese Martin,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,draftkings,2025-11-11T14:54:41Z,2025-11-11T14:55:35Z,-118,-112.0
Egor Demin,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,draftkings,2025-11-11T14:54:41Z,2025-11-11T14:55:35Z,-116,-114.0
Brandon Ingram,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,draftkings,2025-11-11T14:54:41Z,2025-11-11T14:55:35Z,-106,-124.0
Scottie Barnes,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,draftkings,2025-11-11T14:54:41Z,2025-11-11T14:55:35Z,111,-147.0
Terance Mann,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,0.5,draftkings,2025-11-11T14:54:41Z,2025-11-11T14:55:35Z,-228,170.0
Scottie Barnes,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,106,-137.0
Noah Clowney,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,-164,125.0
Immanuel Quickley,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,2.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,118,-154.0
R.J. Barrett,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,-167,127.0
Tyrese Martin,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,-115,-112.0
Ziaire Williams,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,-145,112.0
Jamal Shead,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,0.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,-182,139.0
Brandon Ingram,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,-103,-125.0
Egor Demin,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,-105,-123.0
Terance Mann,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,0.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,-213,162.0
Sandro Mamukelashvili,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,182,-244.0
Michael Porter Jr,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,3.5,betonlineag,2025-11-11T14:54:42Z,2025-11-11T14:55:54Z,132,-172.0
Noah Clowney,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,fanatics,2025-11-11T14:54:30Z,2025-11-11T14:56:03Z,-175,125.0
Terance Mann,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,0.5,fanatics,2025-11-11T14:54:30Z,2025-11-11T14:56:03Z,-250,155.0
Egor Demin,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,fanatics,2025-11-11T14:54:30Z,2025-11-11T14:56:03Z,-115,-115.0
Michael Porter Jr,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,3.5,fanatics,2025-11-11T14:54:30Z,2025-11-11T14:56:03Z,125,-175.0
R.J. Barrett,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,fanatics,2025-11-11T14:54:30Z,2025-11-11T14:56:03Z,-175,125.0
Scottie Barnes,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,fanatics,2025-11-11T14:54:30Z,2025-11-11T14:56:03Z,105,-140.0
Brandon Ingram,Toronto Raptors @ Brooklyn Nets,2025-11-12T00:30:00Z,player_threes,1.5,fanatics,2025-11-11T14:54:30Z,2025-11-11T14:56:03Z,-115,-115.0
