player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Immanuel Quickley,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,2.5,draftkings,2025-10-24T14:54:42Z,2025-10-24T14:55:31Z,-138,106
Gary Trent Jr,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,2.5,draftkings,2025-10-24T14:54:42Z,2025-10-24T14:55:31Z,-116,-112
A.J. Green,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,2.5,draftkings,2025-10-24T14:54:42Z,2025-10-24T14:55:31Z,117,-152
R.J. Barrett,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,1.5,draftkings,2025-10-24T14:54:42Z,2025-10-24T14:55:31Z,-169,129
Myles Turner,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,1.5,draftkings,2025-10-24T14:54:42Z,2025-10-24T14:55:31Z,-152,117
Brandon Ingram,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,1.5,draftkings,2025-10-24T14:54:42Z,2025-10-24T14:55:31Z,-149,115
Gradey Dick,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,1.5,draftkings,2025-10-24T14:54:42Z,2025-10-24T14:55:31Z,105,-136
Ryan Rollins,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,1.5,draftkings,2025-10-24T14:54:42Z,2025-10-24T14:55:31Z,110,-142
Gary Trent Jr,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,2.5,fanatics,2025-10-24T14:54:42Z,2025-10-24T14:55:59Z,-115,-115
A.J. Green,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,2.5,fanatics,2025-10-24T14:54:42Z,2025-10-24T14:55:59Z,110,-145
Myles Turner,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,1.5,fanatics,2025-10-24T14:54:42Z,2025-10-24T14:55:59Z,-150,115
Immanuel Quickley,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,2.5,fanatics,2025-10-24T14:54:42Z,2025-10-24T14:55:59Z,-125,-105
R.J. Barrett,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,1.5,fanatics,2025-10-24T14:54:42Z,2025-10-24T14:55:59Z,-150,115
Brandon Ingram,Milwaukee Bucks @ Toronto Raptors,2025-10-24T22:40:00Z,player_threes,1.5,fanatics,2025-10-24T14:54:42Z,2025-10-24T14:55:59Z,-140,105
