player,game,game_time,market,line,bookmaker,under_odds,over_odds
Victor Wembanyama,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,3.5,draftkings,-145,114
Devin Vassell,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,draftkings,-120,-110
Tyrese Haliburton,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,draftkings,-125,-105
Myles Turner,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,draftkings,105,-135
Chris Paul,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,draftkings,-120,-110
Bennedict Mathurin,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,draftkings,-125,-105
Harrison Barnes,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,draftkings,-145,114
Pascal Siakam,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,draftkings,-154,120
Ben Sheppard,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,draftkings,-215,165
Andrew Nembhard,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,0.5,draftkings,145,-188
Ben Sheppard,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,bovada,-230,170
Bennedict Mathurin,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,bovada,-135,105
Chris Paul,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,bovada,-120,-110
Devin Vassell,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,bovada,-125,-105
Harrison Barnes,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,bovada,-160,120
Myles Turner,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,bovada,110,-145
Pascal Siakam,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,bovada,-150,115
Tyrese Haliburton,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,bovada,-120,-110
Victor Wembanyama,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,3.5,bovada,-145,110
Pascal Siakam,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,fanduel,-138,108
Chris Paul,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,fanduel,-113,-113
Devin Vassell,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,fanduel,-128,100
Bennedict Mathurin,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,fanduel,-130,102
Victor Wembanyama,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,3.5,fanduel,-166,130
Harrison Barnes,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,fanduel,-154,120
Tyrese Haliburton,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,fanduel,-113,-113
Andrew Nembhard,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,0.5,fanduel,154,-200
Myles Turner,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,fanduel,122,-156
Chris Paul,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betrivers,-130,-103
Harrison Barnes,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betrivers,-175,130
Devin Vassell,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,betrivers,-134,100
Pascal Siakam,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betrivers,-162,120
Myles Turner,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betrivers,112,-150
Bennedict Mathurin,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betrivers,-121,-110
Tyrese Haliburton,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,betrivers,-122,-109
Victor Wembanyama,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,3.5,betrivers,-180,135
Myles Turner,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betonlineag,112,-145
Devin Vassell,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,betonlineag,-125,-103
T.J. McConnell,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,0.5,betonlineag,-435,298
Tyrese Haliburton,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,betonlineag,-118,-110
Pascal Siakam,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betonlineag,-149,115
Bennedict Mathurin,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betonlineag,-130,100
Andrew Nembhard,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,0.5,betonlineag,144,-189
Victor Wembanyama,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,3.5,betonlineag,-154,118
Ben Sheppard,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betonlineag,-222,167
Harrison Barnes,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betonlineag,-154,118
Chris Paul,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betonlineag,-119,-109
Tyrese Haliburton,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,betmgm,-118,-110
Pascal Siakam,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betmgm,-150,115
Victor Wembanyama,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,3.5,betmgm,-145,110
T.J. McConnell,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,0.5,betmgm,-450,290
Bennedict Mathurin,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betmgm,-118,-110
Myles Turner,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betmgm,115,-155
Harrison Barnes,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betmgm,-160,120
Andrew Nembhard,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,0.5,betmgm,145,-200
Chris Paul,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betmgm,-120,-110
Ben Sheppard,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,betmgm,-220,165
Devin Vassell,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,betmgm,-120,-110
Tyrese Haliburton,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,williamhill_us,-121,-113
Pascal Siakam,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,williamhill_us,-154,112
Chris Paul,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,williamhill_us,-121,-113
Bennedict Mathurin,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,williamhill_us,-142,104
T.J. McConnell,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,0.5,williamhill_us,-429,275
Devin Vassell,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,2.5,williamhill_us,-129,-106
Harrison Barnes,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,williamhill_us,-160,116
Victor Wembanyama,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,3.5,williamhill_us,-154,112
Myles Turner,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,williamhill_us,108,-148
Andrew Nembhard,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,0.5,williamhill_us,146,-204
Ben Sheppard,San Antonio Spurs @ Indiana Pacers,2025-01-23T19:00:00Z,player_threes,1.5,williamhill_us,-234,165
Anfernee Simons,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,2.5,draftkings,105,-135
Kentavious Caldwell-Pope,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,draftkings,114,-145
Paolo Banchero,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,draftkings,-105,-125
Cole Anthony,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,draftkings,-135,105
Deni Avdija,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,draftkings,-145,114
Franz Wagner,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,draftkings,-160,124
Franz Wagner,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,fanduel,-154,120
Kentavious Caldwell-Pope,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,fanduel,112,-142
Deni Avdija,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,fanduel,-136,106
Anfernee Simons,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,2.5,fanduel,102,-130
Paolo Banchero,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,fanduel,100,-128
Cole Anthony,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,fanduel,-130,102
Toumani Camara,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,williamhill_us,-184,133
Franz Wagner,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,williamhill_us,-148,108
Anfernee Simons,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,2.5,williamhill_us,100,-137
Kentavious Caldwell-Pope,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,williamhill_us,112,-154
Paolo Banchero,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,williamhill_us,108,-148
Deni Avdija,Portland Trail Blazers @ Orlando Magic,2025-01-24T00:10:00Z,player_threes,1.5,williamhill_us,-148,108
