player,game,game_time,market,line,bookmaker,under_odds,over_odds
Jayson Tatum,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,4.5,draftkings,-160,124
Derrick White,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,draftkings,-115,-115
Payton Pritchard,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,draftkings,-145,114
Michael Porter Jr,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,draftkings,-130,100
Jamal Murray,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,draftkings,-140,110
Al Horford,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,draftkings,145,-188
Jaylen Brown,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,draftkings,145,-188
Nikola Jokic,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,draftkings,-188,145
Russell Westbrook,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,0.5,draftkings,175,-230
Aaron Gordon,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,0.5,draftkings,145,-188
Christian Braun,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,0.5,draftkings,120,-154
Jamal Murray,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,fanduel,-150,118
Nikola Jokic,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,fanduel,-164,128
Payton Pritchard,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,fanduel,-158,124
Al Horford,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,fanduel,134,-172
Jayson Tatum,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,fanduel,120,-154
Jaylen Brown,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,fanduel,142,-184
Michael Porter Jr,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,fanduel,-136,106
Derrick White,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,fanduel,-136,106
Nikola Jokic,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,williamhill_us,-160,116
Derrick White,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,williamhill_us,-117,-117
Russell Westbrook,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,0.5,williamhill_us,165,-234
Payton Pritchard,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,williamhill_us,-154,112
Jaylen Brown,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,williamhill_us,-194,139
Michael Porter Jr,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,williamhill_us,-133,-103
Al Horford,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,williamhill_us,-214,152
Jayson Tatum,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,4.5,williamhill_us,-166,120
Aaron Gordon,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,0.5,williamhill_us,146,-204
Jamal Murray,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,williamhill_us,-142,104
Michael Porter Jr,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,betrivers,-136,102
Jamal Murray,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,betrivers,-159,118
Nikola Jokic,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,betrivers,-177,130
Jayson Tatum,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,betrivers,130,-175
Jaylen Brown,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,betrivers,150,-205
Al Horford,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,betrivers,130,-175
Payton Pritchard,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,betrivers,-155,115
Derrick White,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,betrivers,-130,-103
Jaylen Brown,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,betmgm,-185,135
Michael Porter Jr,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,betmgm,-135,100
Russell Westbrook,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,0.5,betmgm,165,-225
Aaron Gordon,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,0.5,betmgm,155,-210
Derrick White,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,betmgm,-115,-118
Christian Braun,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,0.5,betmgm,125,-165
Nikola Jokic,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,betmgm,-155,115
Payton Pritchard,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,betmgm,-145,110
Jamal Murray,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,betmgm,-140,105
Jayson Tatum,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,4.5,betmgm,-165,125
Al Horford,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,betmgm,-200,145
Nikola Jokic,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,betonlineag,-161,124
Jaylen Brown,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,betonlineag,-192,146
Jamal Murray,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,betonlineag,-139,107
Jayson Tatum,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,4.5,betonlineag,-167,128
Payton Pritchard,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,betonlineag,-152,117
Michael Porter Jr,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,betonlineag,-130,100
Aaron Gordon,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,0.5,betonlineag,150,-196
Derrick White,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,betonlineag,-118,-110
Christian Braun,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,0.5,betonlineag,125,-164
Russell Westbrook,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,0.5,betonlineag,165,-217
Al Horford,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,betonlineag,-217,164
Al Horford,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,bovada,-245,180
Derrick White,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,bovada,-120,-110
Jamal Murray,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,bovada,-135,105
Jaylen Brown,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,bovada,-200,150
Jayson Tatum,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,4.5,bovada,-180,135
Michael Porter Jr,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,2.5,bovada,-130,100
Nikola Jokic,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,1.5,bovada,-145,110
Payton Pritchard,Denver Nuggets @ Boston Celtics,2025-03-02T18:10:00Z,player_threes,3.5,bovada,-165,125
Darius Garland,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,betonlineag,119,-154
Anfernee Simons,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,3.5,betonlineag,-147,113
Evan Mobley,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,0.5,betonlineag,152,-200
Jerami Grant,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,betonlineag,137,-179
Toumani Camara,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,betonlineag,-156,120
Deni Avdija,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,betonlineag,-159,122
De'Andre Hunter,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,betonlineag,-149,115
Max Strus,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,betonlineag,-175,134
Anfernee Simons,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,3.5,draftkings,-130,100
Darius Garland,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,3.5,draftkings,-166,130
De'Andre Hunter,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,draftkings,-145,114
Max Strus,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,draftkings,-166,130
Jerami Grant,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,draftkings,145,-188
Toumani Camara,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,draftkings,-160,124
Deni Avdija,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,draftkings,-166,130
De'Andre Hunter,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,fanduel,-154,116
Deni Avdija,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,fanduel,-180,134
Jerami Grant,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,fanduel,140,-188
Max Strus,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,fanduel,-200,148
Anfernee Simons,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,3.5,fanduel,-154,116
Toumani Camara,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,fanduel,-178,132
Darius Garland,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,fanduel,120,-160
Toumani Camara,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,williamhill_us,-160,116
Darius Garland,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,williamhill_us,120,-166
De'Andre Hunter,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,williamhill_us,-154,112
Jerami Grant,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,williamhill_us,133,-184
Deni Avdija,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,williamhill_us,-166,120
Max Strus,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,williamhill_us,-174,126
Anfernee Simons,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,3.5,williamhill_us,-148,108
Evan Mobley,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,0.5,williamhill_us,146,-204
Darius Garland,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,betrivers,138,-186
De'Andre Hunter,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,betrivers,-155,117
Max Strus,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,betrivers,-195,145
Toumani Camara,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,betrivers,-162,120
Anfernee Simons,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,3.5,betrivers,-132,100
Deni Avdija,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,betrivers,-175,128
Jerami Grant,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,betrivers,143,-190
Jerami Grant,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,betmgm,130,-175
Deni Avdija,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,betmgm,-150,110
Evan Mobley,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,0.5,betmgm,155,-210
Darius Garland,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,betmgm,115,-155
Anfernee Simons,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,3.5,betmgm,-140,105
De'Andre Hunter,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,betmgm,-150,115
Max Strus,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,betmgm,-175,130
Toumani Camara,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,betmgm,-155,115
Anfernee Simons,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,3.5,bovada,-165,125
Darius Garland,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,bovada,115,-150
De'Andre Hunter,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,bovada,-150,115
Deni Avdija,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,bovada,-150,115
Jerami Grant,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,bovada,135,-180
Max Strus,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,2.5,bovada,-180,135
Toumani Camara,Portland Trail Blazers @ Cleveland Cavaliers,2025-03-02T20:40:00Z,player_threes,1.5,bovada,-160,120
Tyrese Haliburton,Chicago Bulls @ Indiana Pacers,2025-03-02T22:10:00Z,player_threes,3.5,draftkings,-145,114
Coby White,Chicago Bulls @ Indiana Pacers,2025-03-02T22:10:00Z,player_threes,3.5,draftkings,-175,135
Lonzo Ball,Chicago Bulls @ Indiana Pacers,2025-03-02T22:10:00Z,player_threes,2.5,draftkings,130,-166
