player,game,game_time,market,line,bookmaker,under_odds,over_odds
Stephen Curry,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,4.5,draftkings,124,-160
LaMelo Ball,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,3.5,draftkings,-115,-115
Miles Bridges,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,draftkings,-145,114
Nick Smith Jr,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,draftkings,-145,114
Moses Moody,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,draftkings,-180,140
Brandin Podziemski,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,draftkings,105,-135
Draymond Green,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,draftkings,-200,154
Jimmy Butler,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,0.5,draftkings,-135,105
Nick Smith Jr,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,fanduel,-158,118
LaMelo Ball,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,3.5,fanduel,-118,-112
Brandin Podziemski,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,fanduel,104,-138
Moses Moody,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,fanduel,-198,146
Miles Bridges,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,fanduel,-166,124
Stephen Curry,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,4.5,fanduel,124,-166
Jimmy Butler,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,0.5,williamhill_us,-137,100
Miles Bridges,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,williamhill_us,-166,120
LaMelo Ball,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,3.5,williamhill_us,100,-137
Draymond Green,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,williamhill_us,-214,152
Josh Green,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,williamhill_us,-224,159
Nick Smith Jr,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,williamhill_us,-160,116
Brandin Podziemski,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,williamhill_us,108,-148
Moses Moody,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,williamhill_us,-184,133
Stephen Curry,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,5.5,williamhill_us,-184,133
Brandin Podziemski,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,betrivers,117,-157
Stephen Curry,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,5.5,betrivers,-137,104
Miles Bridges,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,betrivers,-143,107
LaMelo Ball,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,3.5,betrivers,-121,-110
Nick Smith Jr,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,betrivers,-165,123
Moses Moody,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,betrivers,-210,155
Brandin Podziemski,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,betmgm,115,-155
Moses Moody,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,betmgm,-185,140
LaMelo Ball,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,3.5,betmgm,-105,-125
Draymond Green,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,0.5,betmgm,180,-250
Jimmy Butler,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,0.5,betmgm,-135,100
Stephen Curry,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,5.5,betmgm,-155,120
Nick Smith Jr,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,betmgm,-160,120
Josh Green,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,betmgm,-235,175
Miles Bridges,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,betmgm,-165,125
Stephen Curry,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,5.5,betonlineag,-159,122
Draymond Green,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,betonlineag,-208,158
Miles Bridges,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,betonlineag,-164,126
LaMelo Ball,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,3.5,betonlineag,-110,-118
Moses Moody,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,betonlineag,-182,139
Nick Smith Jr,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,betonlineag,-154,118
Josh Green,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,betonlineag,-222,167
Brandin Podziemski,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,betonlineag,107,-139
Jimmy Butler,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,0.5,betonlineag,-133,103
Brandin Podziemski,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,bovada,100,-130
Josh Green,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,1.5,bovada,-210,155
LaMelo Ball,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,3.5,bovada,-110,-120
Miles Bridges,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,bovada,-170,130
Moses Moody,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,bovada,-190,145
Nick Smith Jr,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,2.5,bovada,-160,120
Stephen Curry,Golden State Warriors @ Charlotte Hornets,2025-03-04T00:10:00Z,player_threes,5.5,bovada,-160,120
Anfernee Simons,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,3.5,betonlineag,-154,118
Tyrese Maxey,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,3.5,betonlineag,-169,130
Jerami Grant,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,betonlineag,-185,141
Kelly Oubre Jr,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,betonlineag,-175,134
Deni Avdija,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,betonlineag,-128,-101
Toumani Camara,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,betonlineag,-167,128
Quentin Grimes,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,betonlineag,-125,-103
Paul George,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,betonlineag,-130,100
Scoot Henderson,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,betonlineag,108,-141
Anfernee Simons,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,3.5,draftkings,-145,114
Tyrese Maxey,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,3.5,draftkings,-154,120
Paul George,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,draftkings,-125,-105
Quentin Grimes,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,draftkings,-125,-105
Jerami Grant,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,draftkings,-175,135
Scoot Henderson,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,draftkings,110,-140
Deni Avdija,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,draftkings,-120,-110
Toumani Camara,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,draftkings,-154,120
Kelly Oubre Jr,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,draftkings,-175,135
Paul George,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,fanduel,-132,100
Jerami Grant,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,fanduel,-210,154
Tyrese Maxey,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,3.5,fanduel,-178,132
Toumani Camara,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,fanduel,-154,116
Kelly Oubre Jr,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,fanduel,-180,134
Anfernee Simons,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,3.5,fanduel,-172,128
Quentin Grimes,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,fanduel,-130,-102
Deni Avdija,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,fanduel,-144,108
Paul George,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,williamhill_us,-137,100
Scoot Henderson,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,williamhill_us,108,-148
Deni Avdija,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,williamhill_us,-133,-103
Jerami Grant,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,williamhill_us,-184,133
Tyrese Maxey,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,3.5,williamhill_us,-166,120
Kelly Oubre Jr,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,williamhill_us,-184,133
Toumani Camara,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,williamhill_us,-194,139
Anfernee Simons,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,3.5,williamhill_us,-160,116
Quentin Grimes,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,williamhill_us,-125,-109
Paul George,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,betrivers,-134,100
Tyrese Maxey,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,3.5,betrivers,-165,123
Quentin Grimes,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,betrivers,-132,100
Kelly Oubre Jr,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,betrivers,-195,143
Jerami Grant,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,2.5,betrivers,-175,130
Anfernee Simons,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,3.5,betrivers,-159,118
Deni Avdija,Portland Trail Blazers @ Philadelphia 76ers,2025-03-04T00:10:00Z,player_threes,1.5,betrivers,-148,110
