player,game,game_time,market,line,bookmaker,under_odds,over_odds
De'Aaron Fox,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,betonlineag,-130,100
Anthony Davis,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,betonlineag,116,-152
Austin Reaves,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,betonlineag,-120,-108
LeBron James,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,betonlineag,119,-154
Domantas Sabonis,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,betonlineag,124,-161
DeMar DeRozan,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,betonlineag,-105,-123
Keegan Murray,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,betonlineag,116,-152
Malik Monk,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,betonlineag,-103,-125
Rui Hachimura,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,betonlineag,-185,141
Malik Monk,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,draftkings,-110,-120
De'Aaron Fox,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,draftkings,-140,110
LeBron James,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,draftkings,130,-166
Keegan Murray,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,draftkings,114,-145
Rui Hachimura,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,draftkings,-166,130
Domantas Sabonis,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,draftkings,130,-166
Anthony Davis,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,draftkings,124,-160
DeMar DeRozan,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,draftkings,100,-130
De'Aaron Fox,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,williamhill_us,-142,104
Domantas Sabonis,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,williamhill_us,112,-154
Anthony Davis,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,williamhill_us,104,-142
Keegan Murray,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,williamhill_us,108,-148
LeBron James,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,williamhill_us,120,-166
DeMar DeRozan,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,williamhill_us,-109,-125
Malik Monk,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,williamhill_us,-109,-125
Austin Reaves,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,fanduel,-125,-102
Malik Monk,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,fanduel,-113,-113
Keegan Murray,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,fanduel,114,-146
Rui Hachimura,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,fanduel,-194,150
De'Aaron Fox,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,fanduel,-140,110
LeBron James,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,fanduel,114,-146
Max Christie,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,fanduel,-260,196
Anthony Davis,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,betmgm,110,-145
Keegan Murray,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,betmgm,110,-150
LeBron James,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,betmgm,120,-160
Malik Monk,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,betmgm,-110,-120
De'Aaron Fox,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,betmgm,-125,-105
DeMar DeRozan,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,betmgm,-110,-120
Domantas Sabonis,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,0.5,betmgm,115,-155
Austin Reaves,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,betrivers,-141,106
Rui Hachimura,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,betrivers,-225,163
LeBron James,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,betrivers,117,-157
Max Christie,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,betrivers,-265,188
Keegan Murray,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,betrivers,110,-148
De'Aaron Fox,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,betrivers,-143,107
Malik Monk,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,betrivers,-113,-118
De'Aaron Fox,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,bovada,-130,100
Keegan Murray,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,bovada,110,-145
LeBron James,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,1.5,bovada,125,-165
Malik Monk,Los Angeles Lakers @ Sacramento Kings,2024-12-21T23:10:00Z,player_threes,2.5,bovada,-115,-115
Jalen Suggs,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,2.5,fanduel,138,-178
Kentavious Caldwell-Pope,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,fanduel,106,-136
Tyler Herro,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,3.5,fanduel,-113,-113
Tristan da Silva,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,fanduel,-130,102
Tyler Herro,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,3.5,draftkings,110,-140
Jalen Suggs,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,2.5,draftkings,124,-160
Kentavious Caldwell-Pope,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,draftkings,124,-160
Wendell Carter Jr,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,draftkings,105,-135
Bam Adebayo,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,draftkings,100,-130
Jimmy Butler,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,draftkings,-188,145
Wendell Carter Jr,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,williamhill_us,116,-160
Bam Adebayo,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,williamhill_us,-106,-129
Tristan da Silva,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,williamhill_us,-121,-113
Tyler Herro,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,3.5,williamhill_us,-103,-133
Jalen Suggs,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,3.5,williamhill_us,-174,126
Jimmy Butler,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,williamhill_us,-160,116
Duncan Robinson,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,2.5,williamhill_us,-160,116
Kentavious Caldwell-Pope,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,williamhill_us,108,-148
Haywood Highsmith,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,williamhill_us,152,-214
Jalen Suggs,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,2.5,betrivers,108,-143
Kentavious Caldwell-Pope,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,betrivers,102,-136
Tristan da Silva,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,betrivers,-136,102
Tyler Herro,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,3.5,betrivers,-112,-118
Tyler Herro,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,3.5,betonlineag,100,-130
Wendell Carter Jr,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,betonlineag,111,-145
Jimmy Butler,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,betonlineag,-172,132
Bam Adebayo,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,betonlineag,-105,-123
Tristan da Silva,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,betonlineag,-132,102
Kentavious Caldwell-Pope,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,betonlineag,114,-147
Jalen Suggs,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,3.5,betonlineag,-182,139
Duncan Robinson,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,2.5,betmgm,-155,115
Haywood Highsmith,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,betmgm,150,-210
Jimmy Butler,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,betmgm,-165,125
Kentavious Caldwell-Pope,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,betmgm,110,-150
Bam Adebayo,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,betmgm,-105,-125
Tyler Herro,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,3.5,betmgm,110,-150
Wendell Carter Jr,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,0.5,betmgm,115,-155
Tristan da Silva,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,betmgm,-135,100
Jalen Suggs,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,3.5,betmgm,-175,130
Duncan Robinson,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,2.5,bovada,-150,115
Jalen Suggs,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,3.5,bovada,-190,145
Kentavious Caldwell-Pope,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,bovada,115,-150
Tristan da Silva,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,1.5,bovada,-135,105
Tyler Herro,Miami Heat @ Orlando Magic,2024-12-22T00:10:00Z,player_threes,3.5,bovada,-110,-120
Trae Young,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,fanduel,-108,-118
Jaren Jackson Jr,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,1.5,fanduel,126,-162
Desmond Bane,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,fanduel,-142,112
Trae Young,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,draftkings,-115,-115
Desmond Bane,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,draftkings,-130,100
Jaren Jackson Jr,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,1.5,draftkings,140,-180
Jaylen Wells,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,1.5,williamhill_us,-121,-113
Jaren Jackson Jr,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,1.5,williamhill_us,126,-174
Trae Young,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,williamhill_us,-109,-125
Desmond Bane,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,williamhill_us,-154,112
Trae Young,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,betonlineag,-111,-116
Jaren Jackson Jr,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,1.5,betonlineag,130,-169
Desmond Bane,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,betonlineag,-147,113
Desmond Bane,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,bovada,-160,120
Jaren Jackson Jr,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,1.5,bovada,115,-150
Trae Young,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,bovada,-105,-125
Trae Young,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,betmgm,-110,-120
Jaren Jackson Jr,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,1.5,betmgm,130,-175
Desmond Bane,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,betmgm,-150,115
Jaylen Wells,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,1.5,betmgm,-120,-110
Desmond Bane,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,betrivers,-152,114
Jaren Jackson Jr,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,1.5,betrivers,125,-167
Trae Young,Memphis Grizzlies @ Atlanta Hawks,2024-12-22T00:40:00Z,player_threes,2.5,betrivers,-114,-117
