player,game,game_time,market,line,bookmaker,under_odds,over_odds
Tyrese Haliburton,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,draftkings,-105,-125
D'Angelo Russell,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,draftkings,-140,110
Aaron Nesmith,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,draftkings,-180,140
Ziaire Williams,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,draftkings,130,-166
Myles Turner,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,draftkings,124,-160
Keon Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,draftkings,110,-140
Pascal Siakam,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,draftkings,-135,105
D'Angelo Russell,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,fanduel,-136,102
Jalen Wilson,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,fanduel,-122,-108
Ziaire Williams,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,fanduel,132,-178
Myles Turner,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,fanduel,124,-166
Pascal Siakam,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,fanduel,-132,100
Aaron Nesmith,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,fanduel,-182,136
Keon Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,fanduel,118,-158
Tyrese Haliburton,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,fanduel,108,-144
Myles Turner,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,betonlineag,128,-167
D'Angelo Russell,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,betonlineag,-143,110
Tyrese Haliburton,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,betonlineag,100,-130
Andrew Nembhard,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,betonlineag,-250,186
Aaron Nesmith,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,betonlineag,-189,144
Pascal Siakam,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,betonlineag,-133,103
Jalen Wilson,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,betonlineag,-130,100
Keon Johnson,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,betonlineag,121,-156
Ziaire Williams,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,betonlineag,-200,152
Tyrese Haliburton,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,betmgm,105,-140
Pascal Siakam,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,1.5,betmgm,-135,100
D'Angelo Russell,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,betmgm,-135,100
Aaron Nesmith,Brooklyn Nets @ Indiana Pacers,2025-03-20T23:10:00Z,player_threes,2.5,betmgm,-200,145
