player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Franz Wagner,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,2.5,fanduel,2025-04-08T14:53:32Z,2025-04-08T14:54:16Z,158,-215
Trae Young,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,2.5,fanduel,2025-04-08T14:53:32Z,2025-04-08T14:54:16Z,-138,104
Paolo Banchero,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,fanduel,2025-04-08T14:53:32Z,2025-04-08T14:54:16Z,-178,132
Zaccharie Risacher,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,fanduel,2025-04-08T14:53:32Z,2025-04-08T14:54:16Z,-102,-130
Kentavious Caldwell-Pope,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,fanduel,2025-04-08T14:53:32Z,2025-04-08T14:54:16Z,-114,-114
Trae Young,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,2.5,draftkings,2025-04-08T14:54:52Z,2025-04-08T14:55:41Z,-145,114
Franz Wagner,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,draftkings,2025-04-08T14:54:52Z,2025-04-08T14:55:41Z,-180,140
Paolo Banchero,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,draftkings,2025-04-08T14:54:52Z,2025-04-08T14:55:41Z,-166,130
Zaccharie Risacher,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,draftkings,2025-04-08T14:54:52Z,2025-04-08T14:55:41Z,-115,-115
Kentavious Caldwell-Pope,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,draftkings,2025-04-08T14:54:52Z,2025-04-08T14:55:41Z,-105,-125
Trae Young,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,2.5,betonlineag,2025-04-08T14:54:51Z,2025-04-08T14:55:53Z,-145,111
Zaccharie Risacher,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,betonlineag,2025-04-08T14:54:51Z,2025-04-08T14:55:53Z,-103,-125
Dyson Daniels,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,0.5,betonlineag,2025-04-08T14:54:51Z,2025-04-08T14:55:53Z,-192,145
Paolo Banchero,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,betonlineag,2025-04-08T14:54:51Z,2025-04-08T14:55:53Z,-175,134
Kentavious Caldwell-Pope,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,betonlineag,2025-04-08T14:54:51Z,2025-04-08T14:55:53Z,-116,-111
Franz Wagner,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,2.5,betonlineag,2025-04-08T14:54:51Z,2025-04-08T14:55:53Z,155,-204
Onyeka Okongwu,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,0.5,betonlineag,2025-04-08T14:54:51Z,2025-04-08T14:55:53Z,-172,133
Wendell Carter Jr,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,0.5,betonlineag,2025-04-08T14:54:51Z,2025-04-08T14:55:53Z,-147,113
Franz Wagner,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,betrivers,2025-04-08T14:54:52Z,2025-04-08T14:55:31Z,-195,143
Kentavious Caldwell-Pope,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,betrivers,2025-04-08T14:54:52Z,2025-04-08T14:55:31Z,-110,-121
Paolo Banchero,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,betrivers,2025-04-08T14:54:52Z,2025-04-08T14:55:31Z,-155,115
Zaccharie Risacher,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,betrivers,2025-04-08T14:54:52Z,2025-04-08T14:55:31Z,-109,-122
Trae Young,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,2.5,betrivers,2025-04-08T14:54:52Z,2025-04-08T14:55:31Z,-137,102
Dyson Daniels,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,0.5,betmgm,2025-04-08T14:54:52Z,2025-04-08T14:56:00Z,-200,145
Zaccharie Risacher,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,betmgm,2025-04-08T14:54:52Z,2025-04-08T14:56:00Z,-105,-130
Onyeka Okongwu,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,0.5,betmgm,2025-04-08T14:54:52Z,2025-04-08T14:56:00Z,-185,135
Kentavious Caldwell-Pope,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,1.5,betmgm,2025-04-08T14:54:52Z,2025-04-08T14:56:00Z,-115,-118
Wendell Carter Jr,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,0.5,betmgm,2025-04-08T14:54:52Z,2025-04-08T14:56:00Z,-160,120
Trae Young,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,2.5,betmgm,2025-04-08T14:54:52Z,2025-04-08T14:56:00Z,-155,115
Franz Wagner,Atlanta Hawks @ Orlando Magic,2025-04-08T23:10:00Z,player_threes,2.5,betmgm,2025-04-08T14:54:52Z,2025-04-08T14:56:00Z,145,-200
