game_id,game_time,week,away_abbr,home_abbr,consensus_spread,abs_spread,spread_cat,away_is_favorite,home_is_favorite,away_score,home_score,actual_margin,away_covered,home_covered,away_current_luck,away_current_off_luck,away_current_def_luck,home_current_luck,home_current_off_luck,home_current_def_luck,away_prior_luck,away_prior_off_luck,away_prior_def_luck,home_prior_luck,home_prior_off_luck,home_prior_def_luck,away_prior_luck_cat,home_prior_luck_cat,matchup_type,game_time_et,is_lu,bet_team,bet_spread,bet_reason
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,15,ATL,TB,5.5,5.5,3.5-7,False,True,29,28,1,True,False,3.099999999999998,5.399999999999999,-2.3000000000000007,-3.099999999999998,2.3000000000000007,-5.399999999999999,-22.8,-10.0,-12.8,-3.0,2.3000000000000007,-5.300000000000001,Unlucky,Unlucky,Unlucky vs Unlucky,Thu 2025-12-11 20:15 ET,False,n/a,n/a,n/a
0f0601c020a478f5d9f81f06a141c2c8,2025-12-14 18:00:00+00:00,15,NYJ,JAX,14.0,14.0,7.5+,False,True,20,48,-28,False,True,-10.799999999999995,1.1000000000000014,-11.9,10.799999999999995,11.9,-1.1000000000000014,-4.099999999999998,-1.6999999999999993,-2.3999999999999986,8.8,11.1,-2.3000000000000007,Unlucky,Lucky,Unlucky vs Lucky,Sun 2025-12-14 13:00 ET,True,NYJ,14.0,"NYJ unlucky (-4.1), JAX lucky (+8.8)"
1aa1fb046f11dadb32dad77d5baf552e,2025-12-14 18:00:00+00:00,15,BAL,CIN,-3.0,3.0,0-3,True,False,24,0,24,True,False,18.6,5.800000000000001,12.8,-18.6,-12.8,-5.800000000000001,-5.799999999999997,-0.8999999999999986,-4.899999999999999,-0.5,11.0,-11.5,Unlucky,Neutral,Unlucky vs Neutral,Sun 2025-12-14 13:00 ET,False,n/a,n/a,n/a
2ec8a387d0c337aeffac3f956c292e87,2025-12-14 21:25:00+00:00,15,GB,DEN,-1.0,1.0,0-3,True,False,26,34,-8,False,True,-1.8000000000000007,6.0,-7.800000000000001,1.8000000000000007,7.800000000000001,-6.0,6.100000000000001,1.8000000000000007,4.300000000000001,-8.9,-3.5,-5.4,Lucky,Unlucky,Lucky vs Unlucky,Sun 2025-12-14 16:25 ET,True,DEN,1.0,"DEN unlucky (-8.9), GB lucky (+6.1)"
3aba4bb1fe41ecd45f934116fcc90c3f,2025-12-14 18:00:00+00:00,15,WAS,NYG,2.5,2.5,0-3,False,True,29,21,8,True,False,5.399999999999999,3.3999999999999986,2.0,-5.399999999999999,-2.0,-3.3999999999999986,-17.2,-10.0,-7.199999999999999,-13.4,-2.1999999999999993,-11.2,Unlucky,Unlucky,Unlucky vs Unlucky,Sun 2025-12-14 13:00 ET,False,n/a,n/a,n/a
3c74ebd1d005a7346c182daf6f7279dd,2025-12-15 01:20:00+00:00,15,MIN,DAL,5.5,5.5,3.5-7,False,True,34,26,8,True,False,5.800000000000001,8.600000000000001,-2.8000000000000007,-5.800000000000001,2.8000000000000007,-8.600000000000001,17.2,7.199999999999999,10.0,-9.7,8.5,-18.2,Lucky,Unlucky,Lucky vs Unlucky,Sun 2025-12-14 20:20 ET,True,DAL,-5.5,"DAL unlucky (-9.7), MIN lucky (+17.2)"
7ba03312d1012d9872de9999e496558f,2025-12-14 21:25:00+00:00,15,TEN,SF,12.5,12.5,7.5+,False,True,24,37,-13,False,True,-3.599999999999998,2.6000000000000014,-6.199999999999999,3.599999999999998,6.199999999999999,-2.6000000000000014,5.699999999999999,9.5,-3.8000000000000007,19.9,9.9,10.0,Lucky,Lucky,Lucky vs Lucky,Sun 2025-12-14 16:25 ET,False,n/a,n/a,n/a
813dab51d999b87c7968ac4890965f73,2025-12-14 18:00:00+00:00,15,LV,PHI,12.5,12.5,7.5+,False,True,0,31,-31,False,True,-7.6,-4.4,-3.1999999999999993,7.6,3.1999999999999993,4.4,8.9,5.4,3.5,-6.699999999999999,-1.1999999999999993,-5.5,Lucky,Unlucky,Lucky vs Unlucky,Sun 2025-12-14 13:00 ET,True,PHI,-12.5,"PHI unlucky (-6.7), LV lucky (+8.9)"
8261541e6b9b32537bd0821ef2c0a05d,2025-12-14 18:00:00+00:00,15,CLE,CHI,7.5,7.5,7.5+,False,True,3,31,-28,False,True,-2.3999999999999995,1.3,-3.6999999999999993,2.3999999999999995,3.6999999999999993,-1.3,-5.699999999999999,3.8000000000000007,-9.5,-6.100000000000001,-4.300000000000001,-1.8000000000000007,Unlucky,Unlucky,Unlucky vs Unlucky,Sun 2025-12-14 13:00 ET,False,n/a,n/a,n/a
a360e4c43576d22057ff90d818928066,2025-12-14 18:00:00+00:00,15,ARI,HOU,10.0,10.0,7.5+,False,True,20,40,-20,False,True,-14.900000000000002,-2.8000000000000007,-12.1,14.900000000000002,12.1,2.8000000000000007,-3.299999999999999,4.1,-7.399999999999999,8.7,1.3000000000000007,7.399999999999999,Unlucky,Lucky,Unlucky vs Lucky,Sun 2025-12-14 13:00 ET,True,ARI,10.0,"ARI unlucky (-3.3), HOU lucky (+8.7)"
