sport,bookmaker,team,odds,implied_prob,record
NCAAB,draftkings,Pittsburgh Panthers,100000,0.000999000999000999,8-10
NCAAB,draftkings,Penn State Nittany Lions,100000,0.000999000999000999,9-9
NCAAB,betrivers,Michigan Wolverines,375,0.21052631578947367,17-1
NCAAB,betrivers,Arizona Wildcats,500,0.16666666666666666,18-0
NCAAB,betrivers,UConn Huskies,1000,0.09090909090909091,18-1
NCAAB,betrivers,Houston Cougars,1100,0.08333333333333333,17-1
NCAAB,betrivers,Duke Blue Devils,1200,0.07692307692307693,17-1
NCAAB,betrivers,Florida Gators,1200,0.07692307692307693,14-5
NCAAB,betrivers,Purdue Boilermakers,1200,0.07692307692307693,17-2
NCAAB,betrivers,Iowa State Cyclones,1700,0.05555555555555555,17-2
NCAAB,betrivers,Vanderbilt Commodores,2000,0.047619047619047616,16-3
NCAAB,betrivers,Illinois Fighting Illini,2000,0.047619047619047616,15-3
NCAAB,betrivers,Gonzaga Bulldogs,2200,0.043478260869565216,19-1
NCAAB,betrivers,BYU Cougars,2500,0.038461538461538464,16-2
NCAAB,betrivers,Michigan St Spartans,3000,0.03225806451612903,17-2
NCAAB,betrivers,Kansas Jayhawks,3000,0.03225806451612903,14-5
NCAAB,betrivers,Nebraska Cornhuskers,3000,0.03225806451612903,18-0
NCAAB,betrivers,Virginia Cavaliers,3000,0.03225806451612903,16-2
NCAAB,betrivers,Alabama Crimson Tide,4000,0.024390243902439025,13-5
NCAAB,betrivers,Arkansas Razorbacks,5000,0.0196078431372549,14-5
NCAAB,betrivers,Texas Tech Red Raiders,5000,0.0196078431372549,15-4
NCAAB,betrivers,Louisville Cardinals,5000,0.0196078431372549,13-5
NCAAB,betrivers,Kentucky Wildcats,6000,0.01639344262295082,12-6
NCAAB,betrivers,North Carolina Tar Heels,8000,0.012345679012345678,14-4
NCAAB,betrivers,St. John's Red Storm,8000,0.012345679012345678,14-5
NCAAB,betrivers,Tennessee Volunteers,8000,0.012345679012345678,12-6
NCAAB,betrivers,Iowa Hawkeyes,10000,0.009900990099009901,14-5
NCAAB,betrivers,Auburn Tigers,12500,0.007936507936507936,12-7
NCAAB,betrivers,UCLA Bruins,12500,0.007936507936507936,13-6
NCAAB,betrivers,NC State Wolfpack,12500,0.007936507936507936,13-6
NCAAB,betrivers,Texas Longhorns,15000,0.006622516556291391,11-7
NCAAB,betrivers,Texas A&M Aggies,15000,0.006622516556291391,
NCAAB,betrivers,Clemson Tigers,15000,0.006622516556291391,16-4
NCAAB,betrivers,Baylor Bears,15000,0.006622516556291391,11-7
NCAAB,betrivers,Georgia Bulldogs,15000,0.006622516556291391,16-3
NCAAB,betrivers,Indiana Hoosiers,15000,0.006622516556291391,12-7
NCAAB,betrivers,Miami Hurricanes,15000,0.006622516556291391,15-4
NCAAB,betrivers,SMU Mustangs,15000,0.006622516556291391,14-5
NCAAB,betrivers,USC Trojans,15000,0.006622516556291391,14-4
NCAAB,betrivers,Villanova Wildcats,15000,0.006622516556291391,14-4
NCAAB,betrivers,Wake Forest Demon Deacons,15000,0.006622516556291391,11-8
NCAAB,betrivers,San Diego St Aztecs,20000,0.004975124378109453,13-4
NCAAB,betrivers,Memphis Tigers,20000,0.004975124378109453,9-8
NCAAB,betrivers,Oregon Ducks,20000,0.004975124378109453,
NCAAB,betrivers,Missouri Tigers,20000,0.004975124378109453,13-6
NCAAB,betrivers,Ole Miss Rebels,20000,0.004975124378109453,11-8
NCAAB,betrivers,Saint Mary's Gaels,20000,0.004975124378109453,17-3
NCAAB,betrivers,Creighton Bluejays,20000,0.004975124378109453,11-8
NCAAB,betrivers,Cincinnati Bearcats,20000,0.004975124378109453,
NCAAB,betrivers,Georgetown Hoyas,20000,0.004975124378109453,
NCAAB,betrivers,LSU Tigers,20000,0.004975124378109453,13-6
NCAAB,betrivers,Notre Dame Fighting Irish,20000,0.004975124378109453,10-8
NCAAB,betrivers,Ohio State Buckeyes,20000,0.004975124378109453,13-5
NCAAB,betrivers,TCU Horned Frogs,20000,0.004975124378109453,12-7
NCAAB,betrivers,Virginia Tech Hokies,20000,0.004975124378109453,14-5
