event_id,player,market,line,bookmaker,game,game_time,bookmaker_last_update,market_last_update,minutes_stale,over_odds,under_odds
21aa1ed8a0bb40eb9edb2d5f94ff5457,Cooper Flagg,player_points,20.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-145.0,110.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Cooper Flagg,player_points,21.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-115.0,-115.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Cooper Flagg,player_points,22.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,110.0,-145.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Cooper Flagg,player_points,23.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,130.0,-170.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Cooper Flagg,player_points,24.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,160.0,-215.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Cooper Flagg,player_points,25.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,200.0,-275.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Daniel Gafford,player_points,6.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-250.0,185.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Daniel Gafford,player_points,7.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-170.0,130.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Daniel Gafford,player_points,8.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-120.0,-110.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Daniel Gafford,player_points,9.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,115.0,-150.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Daniel Gafford,player_points,10.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,155.0,-210.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Daniel Gafford,player_points,11.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,205.0,-280.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_points,19.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-260.0,190.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_points,20.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-200.0,150.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_points,21.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-160.0,120.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_points,22.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-130.0,100.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_points,23.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-105.0,-125.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_points,24.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,115.0,-150.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_points,25.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,140.0,-185.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_points,26.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,170.0,-230.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_points,27.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,205.0,-280.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Klay Thompson,player_points,11.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-220.0,165.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Klay Thompson,player_points,12.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-165.0,125.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Klay Thompson,player_points,13.5,bovada,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:36:40Z,1.21,-125.0,-105.0
