event_id,player,market,line,bookmaker,game,game_time,bookmaker_last_update,market_last_update,minutes_stale,fetch_time_et,over_odds,under_odds
7f3e47eb90701b1603802828cc5ea7a5,Nicolas Claxton,player_assists,3.5,fanduel,Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:10:00Z,,2025-12-23T16:57:46Z,3.0,2025-12-23 12:00:46 ET,-136.0,102.0
7f3e47eb90701b1603802828cc5ea7a5,Terance Mann,player_assists,3.5,fanduel,Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:10:00Z,,2025-12-23T16:57:46Z,3.0,2025-12-23 12:00:46 ET,100.0,-132.0
7f3e47eb90701b1603802828cc5ea7a5,Joel Embiid,player_assists,3.5,fanduel,Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:10:00Z,,2025-12-23T16:57:46Z,3.0,2025-12-23 12:00:46 ET,122.0,-162.0
7f3e47eb90701b1603802828cc5ea7a5,Tyrese Maxey,player_assists,6.5,fanduel,Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:10:00Z,,2025-12-23T16:57:46Z,3.0,2025-12-23 12:00:46 ET,-128.0,-104.0
7f3e47eb90701b1603802828cc5ea7a5,Quentin Grimes,player_assists,3.5,fanduel,Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:10:00Z,,2025-12-23T16:57:46Z,3.0,2025-12-23 12:00:46 ET,-152.0,114.0
7f3e47eb90701b1603802828cc5ea7a5,Michael Porter Jr,player_assists,3.5,fanduel,Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:10:00Z,,2025-12-23T16:57:46Z,3.0,2025-12-23 12:00:46 ET,122.0,-162.0
7f3e47eb90701b1603802828cc5ea7a5,VJ Edgecombe,player_assists,3.5,fanduel,Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:10:00Z,,2025-12-23T16:57:46Z,3.0,2025-12-23 12:00:46 ET,-136.0,102.0
7f3e47eb90701b1603802828cc5ea7a5,Egor Demin,player_assists,3.5,fanduel,Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:10:00Z,,2025-12-23T16:57:46Z,3.0,2025-12-23 12:00:46 ET,-104.0,-128.0
7f3e47eb90701b1603802828cc5ea7a5,Paul George,player_assists,3.5,fanduel,Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:10:00Z,,2025-12-23T16:57:46Z,3.0,2025-12-23 12:00:46 ET,104.0,-138.0
7f3e47eb90701b1603802828cc5ea7a5,Nicolas Claxton,player_blocks,1.5,fanduel,Brooklyn Nets @ Philadelphia 76ers,2025-12-24T00:10:00Z,,2025-12-23T17:00:23Z,0.39,2025-12-23 12:00:46 ET,138.0,-186.0
