event_id,player,market,line,bookmaker,game,game_time,bookmaker_last_update,market_last_update,minutes_stale,fetch_time_et,over_odds,under_odds
a9cbe798da439bd9d012976f7738591b,Ayo Dosunmu,player_assists,2.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-114.0,-114.0
a9cbe798da439bd9d012976f7738591b,Tre Jones,player_assists,3.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-158.0,118.0
a9cbe798da439bd9d012976f7738591b,Josh Giddey,player_assists,8.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-102.0,-130.0
a9cbe798da439bd9d012976f7738591b,Donovan Mitchell,player_assists,5.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-110.0,-120.0
a9cbe798da439bd9d012976f7738591b,Darius Garland,player_assists,7.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,110.0,-146.0
a9cbe798da439bd9d012976f7738591b,Coby White,player_assists,3.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-152.0,114.0
a9cbe798da439bd9d012976f7738591b,Lonzo Ball,player_assists,3.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-152.0,114.0
a9cbe798da439bd9d012976f7738591b,Nikola Vucevic,player_assists,2.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-140.0,106.0
a9cbe798da439bd9d012976f7738591b,Matas Buzelis,player_blocks,1.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:35Z,0.12,2025-12-17 12:00:41 ET,148.0,-200.0
a9cbe798da439bd9d012976f7738591b,Jarrett Allen,player_blocks,1.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:35Z,0.12,2025-12-17 12:00:41 ET,178.0,-245.0
a9cbe798da439bd9d012976f7738591b,Josh Giddey,player_double_double,,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,,
a9cbe798da439bd9d012976f7738591b,Jarrett Allen,player_double_double,,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,,
a9cbe798da439bd9d012976f7738591b,Nikola Vucevic,player_double_double,,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,,
a9cbe798da439bd9d012976f7738591b,Darius Garland,player_double_double,,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,,
a9cbe798da439bd9d012976f7738591b,Jaylon Tyson,player_double_double,,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,,
a9cbe798da439bd9d012976f7738591b,Donovan Mitchell,player_double_double,,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,,
a9cbe798da439bd9d012976f7738591b,Matas Buzelis,player_double_double,,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,,
a9cbe798da439bd9d012976f7738591b,Dean Wade,player_double_double,,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,,
a9cbe798da439bd9d012976f7738591b,Lonzo Ball,player_double_double,,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,,
a9cbe798da439bd9d012976f7738591b,Coby White,player_double_double,,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,,
a9cbe798da439bd9d012976f7738591b,De'Andre Hunter,player_double_double,,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,,
a9cbe798da439bd9d012976f7738591b,Jarrett Allen,player_points,14.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-108.0,-122.0
a9cbe798da439bd9d012976f7738591b,Coby White,player_points,21.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-128.0,-104.0
a9cbe798da439bd9d012976f7738591b,Ayo Dosunmu,player_points,10.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-128.0,-104.0
a9cbe798da439bd9d012976f7738591b,Jaylon Tyson,player_points,12.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-125.0,-106.0
a9cbe798da439bd9d012976f7738591b,Thomas Bryant,player_points,5.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-122.0,-108.0
a9cbe798da439bd9d012976f7738591b,Darius Garland,player_points,20.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-118.0,-112.0
a9cbe798da439bd9d012976f7738591b,Tre Jones,player_points,9.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-112.0,-118.0
a9cbe798da439bd9d012976f7738591b,Matas Buzelis,player_points,12.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,102.0,-136.0
a9cbe798da439bd9d012976f7738591b,Kevin Huerter,player_points,9.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-118.0,-112.0
a9cbe798da439bd9d012976f7738591b,Nikola Vucevic,player_points,14.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-112.0,-118.0
a9cbe798da439bd9d012976f7738591b,Isaac Okoro,player_points,7.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-106.0,-122.0
a9cbe798da439bd9d012976f7738591b,Lonzo Ball,player_points,6.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-114.0,-114.0
a9cbe798da439bd9d012976f7738591b,De'Andre Hunter,player_points,14.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-120.0,-110.0
a9cbe798da439bd9d012976f7738591b,Donovan Mitchell,player_points,31.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-106.0,-125.0
a9cbe798da439bd9d012976f7738591b,Josh Giddey,player_points,19.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-104.0,-125.0
a9cbe798da439bd9d012976f7738591b,Dean Wade,player_points,6.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-130.0,-102.0
a9cbe798da439bd9d012976f7738591b,Lonzo Ball,player_points_rebounds_assists,15.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-104.0,-128.0
a9cbe798da439bd9d012976f7738591b,Jaylon Tyson,player_points_rebounds_assists,21.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-114.0,-114.0
a9cbe798da439bd9d012976f7738591b,Tre Jones,player_points_rebounds_assists,15.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-128.0,-104.0
a9cbe798da439bd9d012976f7738591b,De'Andre Hunter,player_points_rebounds_assists,20.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-118.0,-112.0
a9cbe798da439bd9d012976f7738591b,Matas Buzelis,player_points_rebounds_assists,18.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-130.0,-102.0
a9cbe798da439bd9d012976f7738591b,Nikola Vucevic,player_points_rebounds_assists,25.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-114.0,-114.0
a9cbe798da439bd9d012976f7738591b,Ayo Dosunmu,player_points_rebounds_assists,16.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-118.0,-112.0
a9cbe798da439bd9d012976f7738591b,Jarrett Allen,player_points_rebounds_assists,25.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-114.0,-114.0
a9cbe798da439bd9d012976f7738591b,Josh Giddey,player_points_rebounds_assists,36.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-106.0,-125.0
a9cbe798da439bd9d012976f7738591b,Donovan Mitchell,player_points_rebounds_assists,41.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-114.0,-114.0
a9cbe798da439bd9d012976f7738591b,Coby White,player_points_rebounds_assists,29.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-112.0,-118.0
a9cbe798da439bd9d012976f7738591b,Darius Garland,player_points_rebounds_assists,31.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-108.0,-122.0
a9cbe798da439bd9d012976f7738591b,Kevin Huerter,player_rebounds,2.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,116.0,-154.0
a9cbe798da439bd9d012976f7738591b,Ayo Dosunmu,player_rebounds,2.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-140.0,106.0
a9cbe798da439bd9d012976f7738591b,Jarrett Allen,player_rebounds,8.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-130.0,-102.0
a9cbe798da439bd9d012976f7738591b,Isaac Okoro,player_rebounds,2.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,110.0,-146.0
a9cbe798da439bd9d012976f7738591b,Coby White,player_rebounds,3.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,110.0,-146.0
a9cbe798da439bd9d012976f7738591b,Nikola Vucevic,player_rebounds,7.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-148.0,112.0
a9cbe798da439bd9d012976f7738591b,Dean Wade,player_rebounds,4.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-130.0,-102.0
a9cbe798da439bd9d012976f7738591b,Jaylon Tyson,player_rebounds,6.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-112.0,-118.0
a9cbe798da439bd9d012976f7738591b,Donovan Mitchell,player_rebounds,4.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-106.0,-125.0
a9cbe798da439bd9d012976f7738591b,Tre Jones,player_rebounds,2.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,148.0,-200.0
a9cbe798da439bd9d012976f7738591b,Matas Buzelis,player_rebounds,4.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-158.0,118.0
a9cbe798da439bd9d012976f7738591b,Lonzo Ball,player_rebounds,4.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,118.0,-158.0
a9cbe798da439bd9d012976f7738591b,Darius Garland,player_rebounds,2.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,-154.0,116.0
a9cbe798da439bd9d012976f7738591b,Josh Giddey,player_rebounds,8.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,116.0,-154.0
a9cbe798da439bd9d012976f7738591b,De'Andre Hunter,player_rebounds,4.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,134.0,-180.0
a9cbe798da439bd9d012976f7738591b,Donovan Mitchell,player_steals,1.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:35Z,0.12,2025-12-17 12:00:41 ET,116.0,-158.0
a9cbe798da439bd9d012976f7738591b,Darius Garland,player_steals,1.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:35Z,0.12,2025-12-17 12:00:41 ET,178.0,-245.0
a9cbe798da439bd9d012976f7738591b,Nikola Vucevic,player_threes,1.5,fanduel,Cleveland Cavaliers @ Chicago Bulls,2025-12-18T01:10:00Z,,2025-12-17T17:00:36Z,0.1,2025-12-17 12:00:41 ET,100.0,-132.0
