event_id,player,market,line,bookmaker,game,game_time,bookmaker_last_update,market_last_update,minutes_stale,fetch_time_et,over_odds,under_odds
21aa1ed8a0bb40eb9edb2d5f94ff5457,Kyle Filipowski,player_assists,1.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,-136.0,102.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Naji Marshall,player_assists,1.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,-230.0,168.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Ace Bailey,player_assists,3.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,112.0,-148.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Isaiah Collier,player_assists,6.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,154.0,-210.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_assists,3.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,100.0,-132.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_assists,7.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,-130.0,-102.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_double_double,,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,,
21aa1ed8a0bb40eb9edb2d5f94ff5457,Kyle Filipowski,player_double_double,,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,,
21aa1ed8a0bb40eb9edb2d5f94ff5457,P.J. Washington,player_double_double,,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,,
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_double_double,,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,,
21aa1ed8a0bb40eb9edb2d5f94ff5457,Cooper Flagg,player_double_double,,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,,
21aa1ed8a0bb40eb9edb2d5f94ff5457,Klay Thompson,player_points,10.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,-136.0,102.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,P.J. Washington,player_points,23.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,100.0,-132.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Ace Bailey,player_points,10.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,-110.0,-120.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Keyonte George,player_points,35.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,102.0,-136.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Isaiah Collier,player_points,6.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,-112.0,-118.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Naji Marshall,player_points,13.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,-130.0,-102.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Max Christie,player_points,7.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,118.0,-158.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Lauri Markkanen,player_points,25.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,100.0,-132.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Kyle Filipowski,player_points,11.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,-132.0,100.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Cooper Flagg,player_points,35.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,-108.0,-122.0
21aa1ed8a0bb40eb9edb2d5f94ff5457,Brice Sensabaugh,player_points,5.5,fanduel,Dallas Mavericks @ Utah Jazz,2025-12-16T02:11:00Z,,2025-12-16T03:51:33Z,0.95,2025-12-15 22:52:29 ET,-140.0,106.0
