event_id,player,market,line,bookmaker,game,game_time,bookmaker_last_update,market_last_update,minutes_stale,fetch_time_et,over_odds,under_odds
5a2571e0e849552421fe262e0d7a1525,Jaylen Brown,player_assists,5.5,fanduel,Miami Heat @ Boston Celtics,2025-12-20T00:10:00Z,,2025-12-19T17:00:29Z,0.23,2025-12-19 12:00:42 ET,118.0,-158.0
5a2571e0e849552421fe262e0d7a1525,Payton Pritchard,player_assists,4.5,fanduel,Miami Heat @ Boston Celtics,2025-12-20T00:10:00Z,,2025-12-19T17:00:29Z,0.23,2025-12-19 12:00:42 ET,-136.0,102.0
5a2571e0e849552421fe262e0d7a1525,Tyler Herro,player_assists,3.5,fanduel,Miami Heat @ Boston Celtics,2025-12-20T00:10:00Z,,2025-12-19T17:00:29Z,0.23,2025-12-19 12:00:42 ET,104.0,-138.0
5a2571e0e849552421fe262e0d7a1525,Davion Mitchell,player_assists,7.5,fanduel,Miami Heat @ Boston Celtics,2025-12-20T00:10:00Z,,2025-12-19T17:00:29Z,0.23,2025-12-19 12:00:42 ET,-112.0,-118.0
5a2571e0e849552421fe262e0d7a1525,Derrick White,player_assists,5.5,fanduel,Miami Heat @ Boston Celtics,2025-12-20T00:10:00Z,,2025-12-19T17:00:29Z,0.23,2025-12-19 12:00:42 ET,128.0,-172.0
5a2571e0e849552421fe262e0d7a1525,Kel'el Ware,player_blocks,1.5,fanduel,Miami Heat @ Boston Celtics,2025-12-20T00:10:00Z,,2025-12-19T17:00:29Z,0.23,2025-12-19 12:00:42 ET,162.0,-220.0
5a2571e0e849552421fe262e0d7a1525,Andrew Wiggins,player_blocks,1.5,fanduel,Miami Heat @ Boston Celtics,2025-12-20T00:10:00Z,,2025-12-19T17:00:29Z,0.23,2025-12-19 12:00:42 ET,178.0,-245.0
5a2571e0e849552421fe262e0d7a1525,Neemias Queta,player_blocks,1.5,fanduel,Miami Heat @ Boston Celtics,2025-12-20T00:10:00Z,,2025-12-19T17:00:29Z,0.23,2025-12-19 12:00:42 ET,116.0,-154.0
5a2571e0e849552421fe262e0d7a1525,Derrick White,player_blocks,1.5,fanduel,Miami Heat @ Boston Celtics,2025-12-20T00:10:00Z,,2025-12-19T17:00:29Z,0.23,2025-12-19 12:00:42 ET,178.0,-245.0
5a2571e0e849552421fe262e0d7a1525,Bam Adebayo,player_double_double,,fanduel,Miami Heat @ Boston Celtics,2025-12-20T00:10:00Z,,2025-12-19T17:00:29Z,0.23,2025-12-19 12:00:42 ET,,
