game_id,game_time,game_time_et,week,away_abbr,home_abbr,consensus_spread,abs_spread,spread_cat,away_is_favorite,home_is_favorite,away_score,home_score,actual_margin,away_covered,home_covered,away_luck,home_luck,away_prior_luck,away_prior_off_luck,away_prior_def_luck,home_prior_luck,home_prior_off_luck,home_prior_def_luck,away_luck_cat,home_luck_cat,matchup_type,is_lu,bet_team,bet_spread,best_spread,best_books,ranked_books,bet_reason
08bfd9cd8115339250817cc66a8b3cba,2025-12-12 01:15:00+00:00,Thu 2025-12-11 20:15 ET,14,ATL,TB,4.0,4.0,3.5-7,False,True,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-10.100000000000001,-6.5,-3.6000000000000014,12.2,-1.1000000000000014,13.3,Unlucky,Lucky,Unlucky vs Lucky,True,ATL,4.0,4.5,"fanduel, betmgm, betrivers, draftkings, fanatics","fanduel +4.5 @ -110, betmgm +4.5 @ -110, betrivers +4.5 @ -113, draftkings +4.5 @ -115, fanatics +4.5 @ -115, williamhill_us +4.0 @ -105, lowvig +4.0 @ -108, mybookieag +4.0 @ -110, bovada +4.0 @ -110, betonlineag +4.0 @ -113, betus +4.0 @ -115","ATL unlucky (-10.1: off -6.5, def -3.6), TB lucky (+12.2: off -1.1, def +13.3)"
0f0601c020a478f5d9f81f06a141c2c8,2025-12-14 18:00:00+00:00,Sun 2025-12-14 13:00 ET,14,NYJ,JAX,11.5,11.5,7.5+,False,True,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.100000000000001,3.6000000000000014,6.5,9.9,2.3000000000000007,7.6,Lucky,Lucky,Lucky vs Lucky,False,,,,,,
1aa1fb046f11dadb32dad77d5baf552e,2025-12-14 18:00:00+00:00,Sun 2025-12-14 13:00 ET,14,BAL,CIN,-2.5,2.5,0-3,True,False,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.200000000000003,-3.6000000000000014,-7.600000000000001,11.200000000000003,7.600000000000001,3.6000000000000014,Unlucky,Lucky,Unlucky vs Lucky,True,BAL,-2.5,-2.0,betus,"betus -2.0 @ -120, draftkings -2.5 @ -108, lowvig -2.5 @ -108, betmgm -2.5 @ -110, fanduel -2.5 @ -110, mybookieag -2.5 @ -110, fanatics -2.5 @ -110, bovada -2.5 @ -110, williamhill_us -2.5 @ -112, betonlineag -2.5 @ -113, betrivers -2.5 @ -115","BAL unlucky (-11.2: off -3.6, def -7.6), CIN lucky (+11.2: off +7.6, def +3.6)"
2ec8a387d0c337aeffac3f956c292e87,2025-12-14 21:25:00+00:00,Sun 2025-12-14 16:25 ET,14,GB,DEN,-2.5,2.5,0-3,True,False,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.09999999999999787,6.399999999999999,-6.300000000000001,-1.6000000000000014,3.0,-4.600000000000001,Neutral,Neutral,Neutral vs Neutral,False,,,,,,
3aba4bb1fe41ecd45f934116fcc90c3f,2025-12-14 18:00:00+00:00,Sun 2025-12-14 13:00 ET,14,WAS,NYG,2.5,2.5,0-3,False,True,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.6000000000000014,4.600000000000001,-3.0,-13.399999999999999,-2.1999999999999993,-11.2,Neutral,Unlucky,Neutral vs Unlucky,False,,,,,,
3c74ebd1d005a7346c182daf6f7279dd,2025-12-15 01:20:00+00:00,Sun 2025-12-14 20:20 ET,14,MIN,DAL,6.0,6.0,3.5-7,False,True,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.700000000000001,-6.4,-5.300000000000001,-2.3000000000000007,5.899999999999999,-8.2,Unlucky,Neutral,Unlucky vs Neutral,False,,,,,,
7ba03312d1012d9872de9999e496558f,2025-12-14 21:25:00+00:00,Sun 2025-12-14 16:25 ET,14,TEN,SF,13.0,13.0,7.5+,False,True,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.9,-7.6,-2.3000000000000007,19.9,9.899999999999999,10.0,Unlucky,Lucky,Unlucky vs Lucky,True,TEN,13.0,13.0,"lowvig, betus, mybookieag, betonlineag, fanatics, bovada","lowvig +13.0 @ -105, betus +13.0 @ -110, mybookieag +13.0 @ -110, betonlineag +13.0 @ -110, fanatics +13.0 @ -110, bovada +13.0 @ -110, draftkings +12.5 @ -105, williamhill_us +12.5 @ -106, fanduel +12.5 @ -108, betmgm +12.5 @ -110, betrivers +12.5 @ -112","TEN unlucky (-9.9: off -7.6, def -2.3), SF lucky (+19.9: off +9.9, def +10.0)"
813dab51d999b87c7968ac4890965f73,2025-12-14 18:00:00+00:00,Sun 2025-12-14 13:00 ET,14,LV,PHI,11.0,11.0,7.5+,False,True,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-18.2,-5.5,-12.7,-5.0,-5.800000000000001,0.8000000000000007,Unlucky,Unlucky,Unlucky vs Unlucky,False,,,,,,
8261541e6b9b32537bd0821ef2c0a05d,2025-12-14 18:00:00+00:00,Sun 2025-12-14 13:00 ET,14,CLE,CHI,7.5,7.5,7.5+,False,True,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-19.9,-10.0,-9.899999999999999,5.0,-0.8000000000000007,5.800000000000001,Unlucky,Lucky,Unlucky vs Lucky,True,CLE,7.5,7.5,"fanduel, lowvig, williamhill_us, mybookieag, betus, betmgm, fanatics, draftkings, betonlineag, betrivers, bovada","fanduel +7.5 @ -108, lowvig +7.5 @ -109, williamhill_us +7.5 @ -110, mybookieag +7.5 @ -110, betus +7.5 @ -110, betmgm +7.5 @ -110, fanatics +7.5 @ -110, draftkings +7.5 @ -112, betonlineag +7.5 @ -114, betrivers +7.5 @ -115, bovada +7.5 @ -115","CLE unlucky (-19.9: off -10.0, def -9.9), CHI lucky (+5.0: off -0.8, def +5.8)"
a360e4c43576d22057ff90d818928066,2025-12-14 18:00:00+00:00,Sun 2025-12-14 13:00 ET,14,ARI,HOU,9.5,9.5,7.5+,False,True,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-12.2,-13.3,1.1000000000000014,-0.5999999999999996,0.0,-0.5999999999999996,Unlucky,Neutral,Unlucky vs Neutral,False,,,,,,
