game_id,game_time,week,away_abbr,home_abbr,consensus_spread,abs_spread,spread_cat,away_is_favorite,home_is_favorite,away_score,home_score,actual_margin,away_covered,home_covered,away_this_luck,away_this_off_luck,away_this_def_luck,home_this_luck,home_this_off_luck,home_this_def_luck,away_prior_luck,away_prior_off_luck,away_prior_def_luck,home_prior_luck,home_prior_off_luck,home_prior_def_luck,away_prior_luck_cat,home_prior_luck_cat,matchup_type,game_time_et,is_lu,bet_team,bet_spread,bet_reason
15555b4c7283dc6553e011dd6c8aea8d,2025-12-07 18:00:00+00:00,14,NO,TB,7.5,7.5,7.5+,False,True,24,20,4,True,False,3.0,5.300000000000001,-2.3000000000000007,-3.0,2.3000000000000007,-5.300000000000001,-3.400000000000002,-3.3000000000000007,-0.1000000000000014,12.2,-1.1000000000000014,13.3,Unlucky,Lucky,Unlucky vs Lucky,Sun 2025-12-07 13:00 ET,True,NO,7.5,"NO unlucky (-3.4), TB lucky (+12.2)"
f0bdd27bbed46dfc3d0657500c95a96c,2025-12-07 18:00:00+00:00,14,SEA,ATL,-6.5,6.5,3.5-7,True,False,37,9,28,True,False,22.8,12.8,10.0,-22.8,-10.0,-12.8,11.7,5.300000000000001,6.4,-10.1,-6.5,-3.6000000000000014,Lucky,Unlucky,Lucky vs Unlucky,Sun 2025-12-07 13:00 ET,True,ATL,6.5,"ATL unlucky (-10.1), SEA lucky (+11.7)"
