game_id,game_time,week,away_abbr,home_abbr,consensus_spread,abs_spread,spread_cat,away_is_favorite,home_is_favorite,away_score,home_score,actual_margin,away_covered,home_covered,away_current_luck,away_current_off_luck,away_current_def_luck,home_current_luck,home_current_off_luck,home_current_def_luck,away_prior_luck,away_prior_off_luck,away_prior_def_luck,home_prior_luck,home_prior_off_luck,home_prior_def_luck,away_prior_luck_cat,home_prior_luck_cat,matchup_type,game_time_et,is_lu,bet_team,bet_spread,bet_reason
12bbffdcd65d53436b56c68a811ca610,2025-12-07 21:25:00+00:00,14,LAR,ARI,-9.5,9.5,7.5+,True,False,45,17,28,True,False,3.299999999999999,7.399999999999999,-4.1,-3.299999999999999,4.1,-7.399999999999999,-13.5,-1.1999999999999993,-12.3,-12.2,-13.3,1.1000000000000014,Unlucky,Unlucky,Unlucky vs Unlucky,Sun 2025-12-07 16:25 ET,False,n/a,n/a,n/a
15555b4c7283dc6553e011dd6c8aea8d,2025-12-07 18:00:00+00:00,14,NO,TB,7.5,7.5,7.5+,False,True,24,20,4,True,False,3.0,5.300000000000001,-2.3000000000000007,-3.0,2.3000000000000007,-5.300000000000001,-3.400000000000002,-3.3000000000000007,-0.1000000000000014,12.2,-1.1000000000000014,13.3,Unlucky,Lucky,Unlucky vs Lucky,Sun 2025-12-07 13:00 ET,True,NO,7.5,"NO unlucky (-3.4), TB lucky (+12.2)"
4727a6cfcd3d604dbfcb898c5a4d40a6,2025-12-08 01:20:00+00:00,14,HOU,KC,4.0,4.0,3.5-7,False,True,20,10,10,True,False,8.7,1.3000000000000007,7.399999999999999,-8.7,-7.399999999999999,-1.3000000000000007,-0.6999999999999993,0.0,-0.6999999999999993,2.3000000000000007,8.2,-5.899999999999999,Neutral,Neutral,Neutral vs Neutral,Sun 2025-12-07 20:20 ET,False,n/a,n/a,n/a
4e289ac7d9b5663fd5a06881f2b1424d,2025-12-07 18:00:00+00:00,14,IND,JAX,-2.5,2.5,0-3,True,False,19,36,-17,False,True,-8.8,2.3000000000000007,-11.1,8.8,11.1,-2.3000000000000007,0.6999999999999993,0.6999999999999993,0.0,9.9,2.3000000000000007,7.6,Neutral,Lucky,Neutral vs Lucky,Sun 2025-12-07 13:00 ET,False,n/a,n/a,n/a
4fead7bd0592ec121cc3baf72e3e21e0,2025-12-07 18:00:00+00:00,14,PIT,BAL,5.5,5.5,3.5-7,False,True,27,22,5,True,False,5.799999999999997,4.899999999999999,0.8999999999999986,-5.799999999999997,-0.8999999999999986,-4.899999999999999,-10.9,-4.199999999999999,-6.699999999999999,-11.200000000000005,-3.6000000000000014,-7.600000000000001,Unlucky,Unlucky,Unlucky vs Unlucky,Sun 2025-12-07 13:00 ET,False,n/a,n/a,n/a
58b16c4033587f5662ff365bce2dbb92,2025-12-07 18:00:00+00:00,14,WAS,MIN,-1.0,1.0,0-3,True,False,0,31,-31,False,True,-17.2,-10.0,-7.199999999999999,17.2,7.199999999999999,10.0,1.6000000000000014,4.600000000000001,-3.0,-11.7,-6.4,-5.300000000000001,Neutral,Unlucky,Neutral vs Unlucky,Sun 2025-12-07 13:00 ET,False,n/a,n/a,n/a
5b1211b476d0afa2b57133c9603583b6,2025-12-07 21:25:00+00:00,14,CHI,GB,6.5,6.5,3.5-7,False,True,21,28,-7,False,True,-6.100000000000001,-4.300000000000001,-1.8000000000000007,6.100000000000001,1.8000000000000007,4.300000000000001,5.0,-0.8000000000000007,5.800000000000001,0.0999999999999978,6.399999999999999,-6.300000000000001,Lucky,Neutral,Lucky vs Neutral,Sun 2025-12-07 16:25 ET,False,n/a,n/a,n/a
5d7b12c34454df4ff2c59a15ca58e63f,2025-12-09 01:15:00+00:00,14,PHI,LAC,-2.0,2.0,0-3,True,False,19,22,-3,False,True,-6.699999999999999,-1.1999999999999993,-5.5,6.699999999999999,5.5,1.1999999999999993,-5.0,-5.800000000000001,0.8000000000000007,18.2,12.7,5.5,Unlucky,Lucky,Unlucky vs Lucky,Mon 2025-12-08 20:15 ET,True,PHI,-2.0,"PHI unlucky (-5.0), LAC lucky (+18.2)"
81db991c5b34169eeeff8d734d8836d9,2025-12-05 01:15:00+00:00,14,DAL,DET,3.0,3.0,0-3,False,True,30,44,-14,False,True,-9.7,8.5,-18.2,9.7,18.2,-8.5,-2.3000000000000007,5.899999999999999,-8.2,-0.0999999999999978,6.300000000000001,-6.399999999999999,Neutral,Neutral,Neutral vs Neutral,Thu 2025-12-04 20:15 ET,False,n/a,n/a,n/a
c67c327076a98a3a1c4a5eb32e5a80c2,2025-12-07 18:00:00+00:00,14,CIN,BUF,6.0,6.0,3.5-7,False,True,34,39,-5,True,False,-0.5,11.0,-11.5,0.5,11.5,-11.0,11.200000000000005,7.600000000000001,3.6000000000000014,10.9,6.699999999999999,4.199999999999999,Lucky,Lucky,Lucky vs Lucky,Sun 2025-12-07 13:00 ET,False,n/a,n/a,n/a
