game_id,game_time,week,away_abbr,home_abbr,consensus_spread,best_away_spread,best_home_spread,abs_spread,spread_cat,away_is_favorite,home_is_favorite,away_score,home_score,actual_margin,away_covered,home_covered,away_covered_consensus,home_covered_consensus,away_current_luck,away_current_off_luck,away_current_def_luck,home_current_luck,home_current_off_luck,home_current_def_luck,away_prior_luck,away_prior_off_luck,away_prior_def_luck,away_prior_week,away_prior_opp,away_prior_score,away_prior_opp_score,away_prior_adj_score,away_prior_opp_adj_score,away_prior_won,home_prior_luck,home_prior_off_luck,home_prior_def_luck,home_prior_week,home_prior_opp,home_prior_score,home_prior_opp_score,home_prior_adj_score,home_prior_opp_adj_score,home_prior_won,away_prior_luck_cat,home_prior_luck_cat,matchup_type
003f1b5d02fe699b7efae4b3af1df39c,2023-12-10 18:03:00+00:00,11,DET,CHI,-3.0,-3.0,3.0,3.0,0-3,True,False,31,26,5,True,False,True,False,0.1999999999999993,3.0,-2.8000000000000007,-0.1999999999999993,2.8000000000000007,-3.0,-3.200000000000003,8.299999999999997,-11.5,10,LAC,41,38,32.7,26.5,True,-4.899999999999999,-2.6999999999999993,-2.1999999999999993,10,CAR,16,13,18.7,10.8,True,Neutral,Neutral,Neutral vs Neutral
01d2c501c2836b50ef978f04c4673c6f,2023-12-03 21:26:00+00:00,13,SF,PHI,-3.0,-2.5,3.0,3.0,0-3,True,False,42,19,23,True,False,True,False,5.899999999999997,9.299999999999997,-3.4000000000000004,-5.899999999999997,3.4000000000000004,-9.299999999999997,10.0,5.199999999999999,4.800000000000001,12,SEA,31,13,25.8,17.8,True,5.800000000000001,11.0,-5.199999999999999,12,BUF,37,34,26.0,28.8,True,Lucky,Neutral,Lucky vs Neutral
029287f953eb89c62eb833591b639086,2023-10-23 00:21:00+00:00,7,MIA,PHI,3.0,3.0,-2.5,3.0,0-3,False,True,17,31,-14,False,True,False,True,-4.299999999999999,2.9000000000000004,-7.199999999999999,4.299999999999999,7.199999999999999,-2.9000000000000004,11.8,14.8,-3.0,6,CAR,42,21,27.2,18.0,True,-9.899999999999999,-6.399999999999999,-3.5,6,NYJ,14,20,20.4,16.5,False,Lucky,Unlucky,Lucky vs Unlucky
04a8a0b984c5853cc74b3f7aa350169d,2023-12-31 18:03:00+00:00,17,ATL,CHI,2.5,3.0,-2.5,2.5,0-3,False,True,17,37,-20,False,True,False,True,-17.900000000000002,-3.6000000000000014,-14.3,17.900000000000002,14.3,3.6000000000000014,6.5,2.6999999999999993,3.8000000000000007,16,IND,29,10,26.3,13.8,True,1.6999999999999993,2.8999999999999986,-1.1999999999999993,16,ARI,27,16,24.1,14.8,True,Neutral,Neutral,Neutral vs Neutral
07fc4a3bb61dceee5482086876af7ca0,2023-11-12 18:03:00+00:00,10,TEN,TB,2.5,3.0,-2.5,2.5,0-3,False,True,6,20,-14,False,True,False,True,-11.200000000000001,-9.9,-1.3000000000000007,11.200000000000001,1.3000000000000007,9.9,1.1000000000000014,-2.8999999999999986,4.0,9,PIT,16,20,18.9,24.0,False,2.1999999999999993,16.4,-14.2,9,HOU,37,39,20.6,24.8,False,Neutral,Neutral,Neutral vs Neutral
088c8fc0a2e5f02bb2591f44a41a2cd1,2023-10-08 17:03:00+00:00,5,NO,NE,2.0,2.5,-1.5,2.0,0-3,False,True,34,0,34,True,False,True,False,19.9,13.0,6.9,-19.9,-6.9,-13.0,-7.800000000000001,-3.5,-4.300000000000001,4,TB,9,26,12.5,21.7,False,-23.1,-6.800000000000001,-16.3,4,DAL,3,38,9.8,21.7,False,Unlucky,Unlucky,Unlucky vs Unlucky
092ea6c489184135df2f5f61dcf4c1b4,2023-12-24 21:26:00+00:00,16,ARI,CHI,4.0,4.0,-3.5,4.0,3.5-7,False,True,16,27,-11,False,True,False,True,-1.6999999999999993,1.1999999999999993,-2.8999999999999986,1.6999999999999993,2.8999999999999986,-1.1999999999999993,-3.3000000000000007,11.8,-15.100000000000001,15,SF,29,45,17.2,29.9,False,0.8000000000000007,2.0,-1.1999999999999993,15,CLE,17,20,15.0,18.8,False,Neutral,Neutral,Neutral vs Neutral
093f902b13a40cc6d60eb0a38e6d40e1,2023-10-08 17:03:00+00:00,5,HOU,ATL,2.5,2.5,-1.5,2.5,0-3,False,True,19,21,-2,True,False,True,False,5.5,-1.0,6.5,-5.5,-6.5,1.0,14.099999999999998,7.399999999999999,6.699999999999999,4,PIT,30,6,22.6,12.7,True,-15.400000000000002,-10.3,-5.100000000000001,4,JAX,7,23,17.3,17.9,False,Lucky,Unlucky,Lucky vs Unlucky
0a28f0143dfea152e45ae5c423bec9e7,2024-01-14 21:35:00+00:00,19,GB,DAL,7.0,7.5,-7.0,7.0,3.5-7,False,True,48,32,16,True,False,True,False,13.399999999999999,16.0,-2.6000000000000014,-13.399999999999999,2.6000000000000014,-16.0,-3.1999999999999993,-7.5,4.300000000000001,18,CHI,17,9,24.5,13.3,True,6.3000000000000025,4.700000000000003,1.5999999999999996,18,WAS,38,10,33.3,11.6,True,Neutral,Neutral,Neutral vs Neutral
0cad8e04a03b002316d6fca721bf68af,2023-12-31 21:28:00+00:00,14,LAC,DEN,3.5,3.5,-3.0,3.5,3.5-7,False,True,7,24,-17,False,True,False,True,-13.100000000000001,-9.3,-3.8000000000000007,13.100000000000001,3.8000000000000007,9.3,2.799999999999999,-12.600000000000001,15.4,13,NE,6,0,18.6,15.4,True,-10.3,-7.199999999999999,-3.1000000000000014,13,HOU,17,22,24.2,18.9,False,Neutral,Unlucky,Neutral vs Unlucky
