game_id,game_time,week,away_abbr,home_abbr,consensus_spread,abs_spread,spread_cat,away_is_favorite,home_is_favorite,away_score,home_score,actual_margin,away_covered,home_covered,away_luck,home_luck,away_prior_luck,home_prior_luck,away_luck_cat,home_luck_cat,matchup_type
1036171316ac51350b388c99e000cfc1,2025-10-19 20:25:00+00:00,7,GB,ARI,-7.0,7.0,3.5-7,True,False,27,23,4,False,True,2.1999999999999993,3.3999999999999986,-2.3999999999999986,2.3999999999999986,Neutral,Neutral,Neutral vs Neutral
13bdffda97e8fb13179fe3f2f69d66f8,2025-11-07 01:15:00+00:00,10,LV,DEN,9.0,9.0,7.5+,False,True,7,10,-3,True,False,-6.699999999999999,-7.199999999999999,3.8000000000000007,-0.6999999999999993,Neutral,Neutral,Neutral vs Neutral
186868cc79ce1f5d22075b67ebbc7b64,2025-09-21 20:25:00+00:00,3,DAL,CHI,-1.0,1.0,0-3,True,False,14,31,-17,False,True,-9.399999999999999,4.100000000000001,13.600000000000001,4.899999999999999,Lucky,Neutral,Lucky vs Neutral
1910db6879dddf37e4f86f0bcf1c9547,2025-10-07 00:16:00+00:00,5,KC,JAX,-3.5,3.5,3.5-7,True,False,28,31,-3,False,True,-4.799999999999997,8.3,11.399999999999999,3.3000000000000007,Lucky,Neutral,Lucky vs Neutral
1a8f3d70399a5cad83c95196795ed77b,2025-11-23 18:00:00+00:00,12,NE,CIN,-7.5,7.5,7.5+,True,False,26,20,6,False,True,2.1000000000000014,0.10000000000000142,0.3000000000000007,0.09999999999999964,Neutral,Neutral,Neutral vs Neutral
1e3d3526039030b96471845ade5992cf,2025-10-05 17:01:00+00:00,5,LV,IND,7.0,7.0,3.5-7,False,True,6,40,-34,False,True,-10.100000000000001,13.2,-1.6000000000000014,-0.6000000000000014,Neutral,Neutral,Neutral vs Neutral
1ee9ea2c8256bc6be5dd92e60f6c17de,2025-09-14 17:03:00+00:00,2,CHI,DET,6.5,6.5,3.5-7,False,True,21,52,-31,False,True,4.899999999999999,18.799999999999997,4.100000000000001,-3.0,Neutral,Neutral,Neutral vs Neutral
1fe136913ef0e77717c0f0668163637f,2025-10-05 17:01:00+00:00,5,NYG,NO,2.5,2.5,0-3,False,True,14,26,-12,False,True,-5.899999999999999,2.5,1.8999999999999986,-3.1999999999999993,Neutral,Neutral,Neutral vs Neutral
20b50dac292089c063b21e1410f172ef,2025-09-21 20:26:00+00:00,3,ARI,SF,1.5,1.5,0-3,False,True,15,16,-1,True,False,-2.5,-8.3,9.100000000000001,0.3999999999999986,Lucky,Neutral,Lucky vs Neutral
21f47a328fb2ab65c01360a7a2bd9571,2025-11-09 18:00:00+00:00,10,NO,CAR,5.5,5.5,3.5-7,False,True,17,7,10,True,False,-3.1000000000000014,-6.800000000000001,-2.0,-4.199999999999999,Neutral,Neutral,Neutral vs Neutral
229a5e9ce60dcb344a8cc3c97121154e,2025-11-16 18:00:00+00:00,11,CHI,MIN,3.0,3.0,0-3,False,True,19,17,2,True,False,-4.300000000000001,-4.600000000000001,-3.1000000000000014,-1.6999999999999993,Neutral,Neutral,Neutral vs Neutral
2340a6e0794d5688996dcf8aaf634742,2025-11-02 18:00:00+00:00,9,IND,PIT,-3.0,3.0,0-3,True,False,20,27,-7,False,True,-4.300000000000001,4.699999999999999,11.0,8.8,Lucky,Lucky,Lucky vs Lucky
265f0188945bb81ec64751571eb724cb,2025-11-16 14:34:50+00:00,11,WAS,MIA,-2.25,2.25,0-3,True,False,13,16,-3,False,True,-10.600000000000001,-7.5,1.5,7.800000000000001,Neutral,Lucky,Neutral vs Lucky
2710103fe4fb0170ae03b4e34bde8132,2025-11-09 21:25:00+00:00,10,LAR,SF,-6.0,6.0,3.5-7,True,False,42,26,16,True,False,6.200000000000003,-0.8000000000000007,2.1999999999999993,5.300000000000001,Neutral,Neutral,Neutral vs Neutral
27f50ddbc4c3fbad10398c5187a28dc7,2025-11-23 21:05:00+00:00,12,CLE,LV,3.5,3.5,3.5-7,False,True,24,10,14,True,False,8.0,-2.5,4.199999999999999,-2.3999999999999986,Neutral,Neutral,Neutral vs Neutral
311c411c2d53e36a902763dc7a2ef678,2025-09-21 20:05:00+00:00,3,NO,SEA,7.0,7.0,3.5-7,False,True,13,44,-31,False,True,-9.0,14.2,0.5,5.100000000000001,Neutral,Neutral,Neutral vs Neutral
3127c0dd6ed51a44354af51791bc3e5a,2025-10-19 17:03:00+00:00,7,LV,KC,13.0,13.0,7.5+,False,True,0,31,-31,False,True,0.1,0.3000000000000007,-0.1999999999999993,0.6000000000000014,Neutral,Neutral,Neutral vs Neutral
32ec2bd4ac9e4c40f9f5cbed7e67f837,2025-11-14 01:15:00+00:00,11,NYJ,NE,13.0,13.0,7.5+,False,True,14,27,-13,False,True,-8.5,0.3000000000000007,17.3,5.100000000000001,Lucky,Neutral,Lucky vs Neutral
33e0adf378d2856ffe5f8452e7d5512d,2025-10-13 23:15:00+00:00,6,BUF,ATL,-3.5,3.5,3.5-7,True,False,14,24,-10,False,True,-8.100000000000001,-3.0,-4.300000000000001,7.800000000000001,Neutral,Lucky,Neutral vs Lucky
349d53a4f89591312ea528e81b786474,2025-11-10 01:20:00+00:00,10,PIT,LAC,2.5,2.5,0-3,False,True,10,25,-15,False,True,-4.1,3.0,4.699999999999999,-0.3000000000000007,Neutral,Neutral,Neutral vs Neutral
3536a3e857050d2dd6e2019ceb668f67,2025-10-26 17:03:00+00:00,8,CLE,NE,7.0,7.0,3.5-7,False,True,13,32,-19,False,True,0.1999999999999993,4.899999999999999,14.0,5.0,Lucky,Neutral,Lucky vs Neutral
365a766a3862bc47a5455dc3b097421e,2025-11-30 21:25:00+00:00,13,BUF,PIT,-3.0,3.0,0-3,True,False,26,7,19,True,False,6.699999999999999,-4.199999999999999,0.8999999999999986,2.1000000000000014,Neutral,Neutral,Neutral vs Neutral
36fcf5ca155a5dcd2f7a87fd2a985b02,2025-11-30 18:00:00+00:00,13,SF,CLE,-5.5,5.5,3.5-7,True,False,26,8,18,True,False,9.899999999999999,-10.0,-1.5,8.0,Neutral,Lucky,Neutral vs Lucky
37d09ce5d357536d0e58dd4ba0ab4106,2025-09-15 00:20:00+00:00,2,ATL,MIN,3.0,3.0,0-3,False,True,22,6,16,True,False,0.3999999999999986,-7.9,-2.1999999999999993,6.399999999999999,Neutral,Neutral,Neutral vs Neutral
38366aa83a3eb6cef71a1134c4fceb2c,2025-10-14 00:16:00+00:00,6,CHI,WAS,5.5,5.5,3.5-7,False,True,25,24,1,True,False,-1.1999999999999993,2.8000000000000007,5.199999999999999,-1.0,Neutral,Neutral,Neutral vs Neutral
39e7c1f6e36d5bc4d2613ebf7bb83c10,2025-11-09 18:00:00+00:00,10,NE,TB,2.5,2.5,0-3,False,True,28,23,5,True,False,5.100000000000001,-2.3999999999999986,2.0,7.800000000000001,Neutral,Lucky,Neutral vs Lucky
3b1a97366685a96e6e1940ae56cc4d31,2025-11-09 18:00:00+00:00,10,NYG,CHI,4.5,4.5,3.5-7,False,True,20,24,-4,True,False,-0.5,-3.1000000000000014,0.0,10.5,Neutral,Lucky,Neutral vs Lucky
3be866344dfa050e602a6e69170b3cbe,2025-10-19 20:05:00+00:00,7,NYG,DEN,8.0,8.0,7.5+,False,True,32,33,-1,True,False,10.0,8.7,9.8,-3.1000000000000014,Lucky,Neutral,Lucky vs Neutral
3c10bc18680995136017c3bfd3152334,2025-11-09 18:00:00+00:00,10,BUF,MIA,-8.0,8.0,7.5+,True,False,13,30,-17,False,True,-8.100000000000001,7.800000000000001,-1.1999999999999993,-10.899999999999999,Neutral,Unlucky,Neutral vs Unlucky
3e65786eddd4c7aee9e7f2504f6fdedc,2025-12-02 01:15:00+00:00,13,NYG,NE,7.0,7.0,3.5-7,False,True,15,33,-18,False,True,-2.1999999999999993,11.2,5.0,2.1000000000000014,Neutral,Neutral,Neutral vs Neutral
40c2ebd9ddd5ce8ff5b1ada730bb1785,2025-10-26 20:25:00+00:00,8,DAL,DEN,3.5,3.5,3.5-7,False,True,24,44,-20,False,True,-0.8999999999999986,11.700000000000003,16.0,8.7,Lucky,Lucky,Lucky vs Lucky
42473c1ddf8f424069ff3f264dd8dca4,2025-11-09 14:35:08+00:00,10,ATL,IND,2.5,2.5,0-3,False,True,25,31,-6,False,True,-0.3000000000000007,1.1999999999999993,3.8999999999999986,-4.300000000000001,Neutral,Neutral,Neutral vs Neutral
438868ff90501a1fe9a0fbecbee9dc12,2025-11-11 01:15:00+00:00,10,PHI,GB,1.0,1.0,0-3,False,True,10,7,3,True,False,-2.9000000000000004,-8.9,11.2,-7.800000000000001,Lucky,Unlucky,Lucky vs Unlucky
4553ba763cb3cfcfc33fd62672a2057f,2025-11-23 21:25:00+00:00,12,PHI,DAL,-3.0,3.0,0-3,True,False,21,24,-3,False,True,0.10000000000000142,-1.8000000000000007,-2.0,4.600000000000001,Neutral,Neutral,Neutral vs Neutral
4963bff460a5f26cab46a8e5ea6db148,2025-10-12 20:06:00+00:00,6,TEN,LV,3.5,3.5,3.5-7,False,True,10,20,-10,False,True,-2.0999999999999996,-0.1999999999999993,-3.1000000000000014,-10.100000000000001,Neutral,Unlucky,Neutral vs Unlucky
4a08b89f07a4a395620f6df5c1d239f4,2025-09-26 00:16:00+00:00,4,SEA,ARI,-1.5,1.5,0-3,True,False,23,20,3,True,False,1.3000000000000007,4.199999999999999,14.2,-2.5,Lucky,Neutral,Lucky vs Neutral
4c4ae4a2d54fc3f71c450187e9391ddc,2025-09-21 17:01:00+00:00,3,LAR,PHI,3.5,3.5,3.5-7,False,True,26,33,-7,False,True,1.3999999999999986,11.600000000000001,6.399999999999999,2.1000000000000014,Neutral,Neutral,Neutral vs Neutral
4dd631102a977fd398f7ea594ed208f2,2025-09-28 13:33:00+00:00,4,MIN,PIT,2.75,2.75,0-3,False,True,21,24,-3,False,True,0.6999999999999993,-5.100000000000001,17.3,-0.5,Lucky,Neutral,Lucky vs Neutral
52f539d9d080618aa8830a0b03846a80,2025-11-28 20:00:00+00:00,13,CHI,PHI,7.0,7.0,3.5-7,False,True,24,15,9,True,False,-0.8000000000000007,-5.800000000000001,8.2,0.10000000000000142,Lucky,Neutral,Lucky vs Neutral
535bbe97d4e56494b039ade88459c338,2025-11-23 18:00:00+00:00,12,NYG,DET,13.5,13.5,7.5+,False,True,27,34,-7,True,False,5.0,5.199999999999999,-1.6000000000000014,-6.4,Neutral,Neutral,Neutral vs Neutral
53d4369464c66630f03a5d128cd39b08,2025-10-26 17:03:00+00:00,8,BUF,CAR,-7.0,7.0,3.5-7,True,False,40,9,31,True,False,9.5,-4.300000000000001,-8.100000000000001,-4.600000000000001,Unlucky,Neutral,Unlucky vs Neutral
553edb8bf2452482b37dde58e832a6fb,2025-09-14 17:01:00+00:00,2,CLE,BAL,12.5,12.5,7.5+,False,True,17,41,-24,False,True,4.300000000000001,22.2,-2.5,9.0,Neutral,Lucky,Neutral vs Lucky
5737e4dbf6879c5061bb23033a4d8a55,2025-09-21 17:03:00+00:00,3,ATL,CAR,-4.5,4.5,3.5-7,True,False,0,30,-30,False,True,-13.8,9.5,0.3999999999999986,4.300000000000001,Neutral,Neutral,Neutral vs Neutral
575c1b169aab675ec72372ccb0f4c55f,2025-09-14 17:03:00+00:00,2,NE,MIA,2.5,2.5,0-3,False,True,33,27,6,True,False,11.5,7.100000000000001,-6.899999999999999,-3.0,Neutral,Neutral,Neutral vs Neutral
581955d1b79fe87a3a61a4885cd7ea67,2025-09-21 17:03:00+00:00,3,GB,CLE,-7.5,7.5,7.5+,True,False,10,13,-3,False,True,-4.4,-1.5,-2.1999999999999993,4.300000000000001,Neutral,Neutral,Neutral vs Neutral
591fd7cff37201a14cbdfbd457592445,2025-11-16 18:00:00+00:00,11,LAC,JAX,-3.0,3.0,0-3,True,False,6,35,-29,False,True,-8.7,3.5,3.0,13.2,Neutral,Lucky,Neutral vs Lucky
5c06e82838fcfade9adf1e89b8bd3081,2025-11-16 18:00:00+00:00,11,GB,NYG,-7.5,7.5,7.5+,True,False,27,20,7,False,True,2.8000000000000007,-1.6000000000000014,-8.9,-0.5,Unlucky,Neutral,Unlucky vs Neutral
6031b513e188fc19a2311499566c9258,2025-11-02 18:00:00+00:00,9,CAR,GB,13.0,13.0,7.5+,False,True,16,13,3,True,False,-4.199999999999999,-7.800000000000001,-4.300000000000001,4.300000000000001,Neutral,Neutral,Neutral vs Neutral
6076f9eab496770efc0ab7095b27c122,2025-10-17 00:15:00+00:00,7,PIT,CIN,-5.5,5.5,3.5-7,True,False,31,33,-2,False,True,6.199999999999999,4.100000000000001,4.800000000000001,-6.300000000000001,Neutral,Neutral,Neutral vs Neutral
61531628516decd1ee8116da5f6f9056,2025-11-02 21:25:00+00:00,9,KC,BUF,-2.0,2.0,0-3,True,False,21,28,-7,False,True,-0.10000000000000142,-1.1999999999999993,2.5,9.5,Neutral,Lucky,Neutral vs Lucky
61e1e459b2ddafd43e8808d4f40c01d9,2025-11-30 18:00:00+00:00,13,JAX,TEN,-6.0,6.0,3.5-7,True,False,25,3,22,True,False,2.3000000000000007,-7.6,2.6999999999999993,13.2,Neutral,Lucky,Neutral vs Lucky
6439b16f4a038f1c351dc3f1aef27471,2025-10-24 00:15:00+00:00,8,MIN,LAC,3.5,3.5,3.5-7,False,True,10,37,-27,False,True,-1.0999999999999996,8.8,-1.8999999999999986,1.8999999999999986,Neutral,Neutral,Neutral vs Neutral
677dbbb6ad96fc5f5b36bb20b43139dd,2025-10-31 00:15:00+00:00,9,BAL,MIA,-7.5,7.5,7.5+,True,False,28,6,22,True,False,0.5,-10.899999999999999,7.100000000000001,6.399999999999999,Lucky,Neutral,Lucky vs Neutral
67e51d17848485bed8737bd7043a275a,2025-11-30 18:00:00+00:00,13,LAR,CAR,-10.0,10.0,7.5+,True,False,28,31,-3,False,True,-1.1999999999999993,12.3,3.5,-6.800000000000001,Neutral,Neutral,Neutral vs Neutral
6a8d2daf7f75100d02656bc0217737e8,2025-10-19 17:03:00+00:00,7,PHI,MIN,-2.5,2.5,0-3,True,False,28,22,6,True,False,7.5,-1.8999999999999986,-4.100000000000001,-5.5,Neutral,Neutral,Neutral vs Neutral
6d209e0e637f3b116ec958e0634f2a02,2025-11-17 01:20:00+00:00,11,DET,PHI,2.5,2.5,0-3,False,True,9,16,-7,False,True,-6.4,-2.0,10.700000000000003,-2.9000000000000004,Lucky,Neutral,Lucky vs Neutral
6dd3b8a705ed0db85d59fa19b9062cc8,2025-11-02 18:00:00+00:00,9,ATL,NE,5.0,5.0,3.5-7,False,True,23,24,-1,True,False,3.8999999999999986,2.0,-3.4000000000000004,4.899999999999999,Neutral,Neutral,Neutral vs Neutral
6e206c7bc9379b07d27298a393305384,2025-10-05 13:31:00+00:00,5,MIN,CLE,-3.5,3.5,3.5-7,True,False,21,17,4,True,False,-5.5,-2.1999999999999993,0.6999999999999993,-4.4,Neutral,Neutral,Neutral vs Neutral
6e67ddae4bb01d1c2d3f461ee62d2666,2025-09-23 00:15:00+00:00,3,DET,BAL,4.5,4.5,3.5-7,False,True,38,30,8,True,False,4.600000000000001,6.0,18.799999999999997,22.2,Lucky,Lucky,Lucky vs Lucky
6eb8eeff6a052455649ddd2a50e0a188,2025-10-05 17:01:00+00:00,5,HOU,BAL,-2.5,2.5,0-3,True,False,44,10,34,True,False,9.100000000000001,-6.0,6.800000000000001,1.3999999999999986,Neutral,Neutral,Neutral vs Neutral
6f5a22a3ca33478094cef1e9212ba0fc,2025-10-05 20:06:00+00:00,5,TB,SEA,3.5,3.5,3.5-7,False,True,38,35,3,True,False,10.8,4.300000000000001,4.399999999999999,1.3000000000000007,Neutral,Neutral,Neutral vs Neutral
6f956074c4df48e7b07a3286a6c6ed2a,2025-11-30 21:05:00+00:00,13,MIN,SEA,12.0,12.0,7.5+,False,True,0,26,-26,False,True,-6.4,5.300000000000001,-5.5,5.5,Neutral,Neutral,Neutral vs Neutral
7147476b5d96c0ee874b838de3910ee3,2025-11-16 18:00:00+00:00,11,CIN,PIT,5.5,5.5,3.5-7,False,True,12,34,-22,False,True,0.09999999999999964,11.100000000000001,14.2,-4.1,Lucky,Neutral,Lucky vs Neutral
7159d60c7a31c7d593167637723d7663,2025-11-23 18:00:00+00:00,12,NYJ,BAL,13.5,13.5,7.5+,False,True,10,23,-13,True,False,-6.600000000000001,5.0,-8.5,1.0,Unlucky,Neutral,Unlucky vs Neutral
72e2ce6652bbb3901f60b38bec05bf5f,2025-11-02 18:00:00+00:00,9,DEN,HOU,2.0,2.0,0-3,False,True,18,15,3,True,False,-0.6999999999999993,-0.5999999999999996,11.700000000000003,0.0,Lucky,Neutral,Lucky vs Neutral
740b843794cc89176c4ffe38b66d30d9,2025-11-09 21:05:00+00:00,10,ARI,SEA,7.0,7.0,3.5-7,False,True,22,44,-22,False,True,1.6999999999999993,13.3,4.600000000000001,2.799999999999997,Neutral,Neutral,Neutral vs Neutral
76ac5a8d2c8679ae6ea8861114791bd8,2025-11-30 21:25:00+00:00,13,LV,LAC,10.0,10.0,7.5+,False,True,14,31,-17,False,True,-5.5,12.7,-2.5,-8.7,Neutral,Unlucky,Neutral vs Unlucky
79c4e9f40e2647dc2a7b377cf61c48cd,2025-10-05 20:26:00+00:00,5,WAS,LAC,3.0,3.0,0-3,False,True,27,10,17,True,False,-1.0,-2.6999999999999993,4.0,-1.0,Neutral,Neutral,Neutral vs Neutral
79de65f1b97c9145ebdcb019eb486500,2025-10-19 13:32:42+00:00,7,LAR,JAX,-3.0,3.0,0-3,True,False,35,7,28,True,False,9.0,-10.8,-6.199999999999999,-6.100000000000001,Neutral,Neutral,Neutral vs Neutral
7b2ded52498efcf97a08ef10ee99b0f3,2025-10-20 00:20:00+00:00,7,ATL,SF,1.0,1.0,0-3,False,True,10,20,-10,False,True,-8.100000000000001,-3.6999999999999993,-3.0,-2.0,Neutral,Neutral,Neutral vs Neutral
7ca953ab786f70b22cabbe4946d330fa,2025-10-21 02:00:00+00:00,7,HOU,SEA,3.0,3.0,0-3,False,True,19,27,-8,False,True,-0.5,3.6999999999999993,9.100000000000001,-1.6000000000000014,Lucky,Neutral,Lucky vs Neutral
7d9a04f411031528d9c1d2df7b9a0453,2025-09-15 23:01:00+00:00,2,TB,HOU,2.5,2.5,0-3,False,True,20,19,1,True,False,-7.399999999999999,0.10000000000000142,3.1999999999999993,-3.8000000000000007,Neutral,Neutral,Neutral vs Neutral
7e2ad5ef04493526707e0868f7b70c47,2025-09-14 20:05:00+00:00,2,CAR,ARI,7.0,7.0,3.5-7,False,True,22,27,-5,True,False,4.300000000000001,9.100000000000001,-3.4000000000000004,1.5,Neutral,Neutral,Neutral vs Neutral
7e3361e84d5223a8d210a887b249f247,2025-10-28 00:15:00+00:00,8,WAS,KC,11.0,11.0,7.5+,False,True,7,28,-21,False,True,-9.2,2.5,-1.8999999999999986,0.3000000000000007,Neutral,Neutral,Neutral vs Neutral
80d04ba917883a6438580ebae9fb0f22,2025-11-18 01:15:00+00:00,11,DAL,LV,-3.5,3.5,3.5-7,True,False,33,16,17,True,False,4.600000000000001,-2.3999999999999986,0.8999999999999986,-6.699999999999999,Neutral,Neutral,Neutral vs Neutral
82e432d5d8bc0b5a6cbe0c324de90de3,2025-10-13 00:20:00+00:00,6,DET,KC,2.5,2.5,0-3,False,True,17,30,-13,False,True,-8.2,0.6000000000000014,5.300000000000001,-4.799999999999997,Neutral,Neutral,Neutral vs Neutral
82f9fd7001598d5cf9c1bdd57c66cae4,2025-09-14 17:01:00+00:00,2,SEA,PIT,3.5,3.5,3.5-7,False,True,31,17,14,True,False,5.100000000000001,0.3000000000000007,-8.899999999999999,12.0,Unlucky,Lucky,Unlucky vs Lucky
844b89333f293f055f8e0c147fb9fec5,2025-11-09 18:00:00+00:00,10,CLE,NYJ,-2.0,2.0,0-3,True,False,20,27,-7,False,True,5.4,17.3,0.1999999999999993,6.100000000000001,Neutral,Neutral,Neutral vs Neutral
85c9b76cd6bd575b611cb4e8feb7a0b0,2025-09-28 17:01:00+00:00,4,TEN,HOU,7.5,7.5,7.5+,False,True,0,26,-26,False,True,-12.0,6.800000000000001,4.199999999999999,-7.199999999999999,Neutral,Unlucky,Neutral vs Unlucky
866d7405986fb4d14897cdb6c0aa5926,2025-09-14 17:01:00+00:00,2,SF,NO,-3.0,3.0,0-3,True,False,26,21,5,True,False,0.3999999999999986,0.5,-9.2,-7.300000000000001,Unlucky,Unlucky,Unlucky vs Unlucky
88187a33b007c088d75c6cd14c83086c,2025-10-26 20:25:00+00:00,8,TEN,IND,15.0,15.0,7.5+,False,True,14,38,-24,False,True,-6.399999999999999,11.0,-0.5999999999999996,9.100000000000001,Neutral,Lucky,Neutral vs Lucky
883a79a306b312fad75ebf04b441b4da,2025-11-28 01:20:00+00:00,13,CIN,BAL,7.5,7.5,7.5+,False,True,32,14,18,True,False,7.600000000000001,-3.6000000000000014,0.10000000000000142,5.0,Neutral,Neutral,Neutral vs Neutral
894976986c24d52cf1d45f0e6bb0e90c,2025-09-28 17:01:00+00:00,4,PHI,TB,-3.5,3.5,3.5-7,True,False,31,25,6,True,False,8.0,4.399999999999999,11.600000000000001,12.8,Lucky,Lucky,Lucky vs Lucky
8b39d8dc550ced94f9faa91878ebf6b6,2025-11-23 18:00:00+00:00,12,IND,KC,3.5,3.5,3.5-7,False,True,20,23,-3,True,False,2.5,-1.6000000000000014,1.1999999999999993,-2.8000000000000007,Neutral,Neutral,Neutral vs Neutral
8c2d6a56aa63f42227f18a18fc3d2146,2025-11-23 21:25:00+00:00,12,ATL,NO,1.5,1.5,0-3,False,True,24,10,14,True,False,2.6999999999999993,-6.199999999999999,-2.1000000000000014,-3.1000000000000014,Neutral,Neutral,Neutral vs Neutral
8dcb2a6bf542ccb7e6bc58f83c8fc2ac,2025-09-30 00:16:00+00:00,4,CIN,DEN,7.5,7.5,7.5+,False,True,3,28,-25,False,True,-12.6,1.3000000000000007,2.4000000000000004,7.199999999999999,Neutral,Lucky,Neutral vs Lucky
8f06a4b503cc7309cb0df4a8b67f9930,2025-10-19 17:03:00+00:00,7,NO,CHI,3.5,3.5,3.5-7,False,True,14,26,-12,False,True,-3.1000000000000014,4.300000000000001,-1.1999999999999993,-1.1999999999999993,Neutral,Neutral,Neutral vs Neutral
8fa3fd86eaa7b432469d43b84904e1dc,2025-10-05 20:06:00+00:00,5,TEN,ARI,7.5,7.5,7.5+,False,True,22,21,1,True,False,-3.1000000000000014,1.3999999999999986,-12.0,4.199999999999999,Unlucky,Neutral,Unlucky vs Neutral
90391be251d876bb41d36978a43c7ac2,2025-11-25 01:15:00+00:00,12,CAR,SF,7.5,7.5,7.5+,False,True,9,20,-11,False,True,-6.800000000000001,-1.5,6.800000000000001,10.7,Neutral,Lucky,Neutral vs Lucky
91019a528f43cd28965fdc68a3f3ef85,2025-11-23 18:00:00+00:00,12,MIN,GB,6.5,6.5,3.5-7,False,True,6,23,-17,False,True,-5.5,-2.1000000000000014,-4.600000000000001,2.8000000000000007,Neutral,Neutral,Neutral vs Neutral
91630b9c62640117918fa30d2a62d2db,2025-11-16 21:05:00+00:00,11,SF,ARI,-3.5,3.5,3.5-7,True,False,41,22,19,True,False,10.7,1.1000000000000014,-0.8000000000000007,1.6999999999999993,Neutral,Neutral,Neutral vs Neutral
93365f943b3aa23705bc9e1c7b47d7f8,2025-11-09 21:25:00+00:00,10,DET,WAS,-8.0,8.0,7.5+,True,False,44,22,22,True,False,10.700000000000003,1.5,6.100000000000001,-4.100000000000001,Neutral,Neutral,Neutral vs Neutral
96377d2fb55e3cef733cecccdecaed5f,2025-11-16 18:00:00+00:00,11,TB,BUF,6.0,6.0,3.5-7,False,True,32,44,-12,False,True,6.5,14.8,-2.3999999999999986,-8.100000000000001,Neutral,Unlucky,Neutral vs Unlucky
96ce7785b0980b03282c7e10d4c58d4a,2025-11-16 21:25:00+00:00,11,KC,DEN,-4.5,4.5,3.5-7,True,False,19,22,-3,False,True,-2.8000000000000007,0.6999999999999993,-0.10000000000000142,-7.199999999999999,Neutral,Unlucky,Neutral vs Unlucky
97de7672b61dbddbce982711c121e76d,2025-09-21 17:03:00+00:00,3,HOU,JAX,1.5,1.5,0-3,False,True,10,17,-7,False,True,-7.199999999999999,-4.0,0.10000000000000142,-0.8000000000000007,Neutral,Neutral,Neutral vs Neutral
