consensus_line,num_bookmakers,avg_vig,over_best_odds,over_best_book,over_avg_odds,over_worst_odds,over_worst_book,under_best_odds,under_best_book,under_avg_odds,under_worst_odds,under_worst_book,best_market_vig,avg_market_vig,is_arbitrage,arb_opportunity,arb_profit_pct,alternative_lines,num_alternative_lines,date,player,game
1.5,8,7.2,155,betmgm,140.8,130,bovada,-170,bovada,-191.5,-210,fanatics,2.18,7.23,False,0,0.0,,0,2025-11-18,Cooper Flagg,Dallas Mavericks @ Minnesota Timberwolves
0.5,2,7.36,120,fanatics,120.0,120,fanatics,-160,betmgm,-162.5,-165,fanatics,6.99,7.36,False,0,0.0,,0,2025-11-18,Craig Porter Jr,Milwaukee Bucks @ Cleveland Cavaliers
1.5,8,7.08,130,betmgm,121.9,116,fanduel,-158,draftkings,-163.2,-175,betmgm,4.72,7.08,False,0,0.0,,0,2025-11-18,Davion Mitchell,New York Knicks @ Miami Heat
2.5,7,7.0,136,draftkings,124.3,120,williamhill_us,-159,williamhill_us,-166.1,-181,draftkings,3.76,7.01,False,0,0.0,[1.5],1,2025-11-18,De'Andre Hunter,Milwaukee Bucks @ Cleveland Cavaliers
1.5,3,7.49,134,betonlineag,131.3,130,fanatics,-175,betonlineag,-180.0,-190,fanatics,6.37,7.51,False,0,0.0,,0,2025-11-18,Dean Wade,Milwaukee Bucks @ Cleveland Cavaliers
0.5,3,7.98,186,betonlineag,167.0,150,fanatics,-225,betmgm,-238.3,-250,betonlineag,4.2,7.9,False,0,0.0,,0,2025-11-18,Derik Queen,Oklahoma City Thunder @ New Orleans Pelicans
3.5,8,6.84,150,bovada,-107.8,-152,fanduel,115,fanatics,70.8,-200,bovada,-13.49,10.43,True,1,13.49,,0,2025-11-18,Donovan Mitchell,Milwaukee Bucks @ Cleveland Cavaliers
2.5,8,6.94,155,bovada,-115.6,-159,betrivers,118,fanduel,75.4,-210,bovada,-14.91,10.64,True,1,14.91,,0,2025-11-18,Donte DiVincenzo,Dallas Mavericks @ Minnesota Timberwolves
0.5,3,6.91,-130,fanatics,-134.3,-143,betonlineag,110,betonlineag,35.0,-105,betmgm,4.14,31.4,False,0,0.0,,0,2025-11-18,Dru Smith,New York Knicks @ Miami Heat
3.5,5,6.74,141,betonlineag,135.8,125,betmgm,-165,betmgm,-180.4,-188,fanduel,3.76,6.75,False,0,0.0,[2.5],1,2025-11-18,Duncan Robinson,Indiana Pacers @ Detroit Pistons
1.5,8,6.83,108,draftkings,104.6,100,fanduel,-132,fanduel,-137.9,-142,draftkings,4.97,6.83,False,0,0.0,,0,2025-11-18,Evan Mobley,Milwaukee Bucks @ Cleveland Cavaliers
2.5,7,7.09,149,betonlineag,141.4,130,fanatics,-186,betrivers,-191.1,-196,betonlineag,5.2,7.07,False,0,0.0,[1.5],1,2025-11-18,Gary Trent Jr,Milwaukee Bucks @ Cleveland Cavaliers
0.5,3,7.17,130,betmgm,126.3,124,betonlineag,-161,betonlineag,-170.3,-175,fanatics,5.16,7.19,False,0,0.0,,0,2025-11-18,Giannis Antetokounmpo,Milwaukee Bucks @ Cleveland Cavaliers
1.5,7,6.86,110,bovada,107.6,105,fanatics,-140,fanduel,-142.0,-145,bovada,5.95,6.85,False,0,0.0,,0,2025-11-18,Gradey Dick,Charlotte Hornets @ Toronto Raptors
1.5,8,7.02,-105,betmgm,-109.0,-112,fanduel,-118,fanduel,-121.6,-130,betmgm,5.35,7.03,False,0,0.0,,0,2025-11-18,Herb Jones,Oklahoma City Thunder @ New Orleans Pelicans
2.5,8,6.84,-114,fanduel,-118.9,-125,fanatics,-105,fanatics,-110.8,-115,bovada,4.49,6.86,False,0,0.0,,0,2025-11-18,Immanuel Quickley,Charlotte Hornets @ Toronto Raptors
1.5,1,6.42,199,betonlineag,199.0,199,betonlineag,-270,betonlineag,-270.0,-270,betonlineag,6.42,6.42,False,0,0.0,[0.5],1,2025-11-18,Isaac Okoro,Chicago Bulls @ Denver Nuggets
2.5,7,6.92,145,bovada,-119.9,-182,fanduel,134,fanduel,78.0,-190,bovada,-16.45,10.7,True,1,16.45,,0,2025-11-18,Isaiah Joe,Oklahoma City Thunder @ New Orleans Pelicans
1.5,3,6.68,195,betonlineag,193.0,190,bovada,-260,bovada,-264.3,-270,fanduel,6.12,6.68,False,0,0.0,[0.5],1,2025-11-18,Isaiah Stewart II,Indiana Pacers @ Detroit Pistons
1.5,8,6.93,150,betmgm,129.8,121,draftkings,-160,draftkings,-173.2,-200,betmgm,1.54,6.93,False,0,0.0,,0,2025-11-18,Jaden McDaniels,Dallas Mavericks @ Minnesota Timberwolves
0.5,2,6.98,-130,fanatics,-132.5,-135,betmgm,100,fanatics,100.0,100,fanatics,6.52,6.99,False,0,0.0,,0,2025-11-18,Jaime Jaquez Jr,New York Knicks @ Miami Heat
2.5,8,6.81,119,draftkings,111.6,105,betmgm,-140,betmgm,-147.2,-157,draftkings,4.0,6.81,False,0,0.0,,0,2025-11-18,Jamal Murray,Chicago Bulls @ Denver Nuggets
0.5,3,8.06,-200,betonlineag,-228.3,-250,fanatics,170,betmgm,159.0,152,betonlineag,3.7,8.15,False,0,0.0,,0,2025-11-18,Jamal Shead,Charlotte Hornets @ Toronto Raptors
3.5,7,6.97,105,betrivers,-15.6,-107,williamhill_us,-125,williamhill_us,-130.9,-139,betrivers,4.34,-29.84,False,0,0.0,[2.5],1,2025-11-18,James Harden,Los Angeles Clippers @ Philadelphia 76ers
1.5,6,6.79,-105,bovada,-108.8,-115,fanatics,-114,fanduel,-120.8,-125,bovada,4.49,6.83,False,0,0.0,,0,2025-11-18,Jarace Walker,Indiana Pacers @ Detroit Pistons
1.5,3,8.17,157,williamhill_us,154.0,150,fanatics,-210,betmgm,-221.0,-240,fanatics,6.65,8.22,False,0,0.0,,0,2025-11-18,Javonte Green,Indiana Pacers @ Detroit Pistons
0.5,2,9.32,150,betmgm,145.0,140,fanatics,-210,betmgm,-217.5,-225,fanatics,7.74,9.32,False,0,0.0,,0,2025-11-18,Jaylen Clark,Dallas Mavericks @ Minnesota Timberwolves
1.5,8,7.0,150,betmgm,134.0,125,fanatics,-170,bovada,-179.8,-200,betmgm,2.96,6.99,False,0,0.0,,0,2025-11-18,Jeremiah Fears,Oklahoma City Thunder @ New Orleans Pelicans
1.5,8,7.48,161,betonlineag,151.5,140,fanatics,-200,bovada,-209.8,-225,fanatics,4.98,7.48,False,0,0.0,,0,2025-11-18,John Collins,Los Angeles Clippers @ Philadelphia 76ers
2.5,6,7.16,144,betonlineag,132.8,125,betmgm,-165,betmgm,-179.5,-190,fanatics,3.25,7.17,False,0,0.0,[1.5],1,2025-11-18,Jordan Clarkson,New York Knicks @ Miami Heat
1.5,7,6.83,110,fanatics,106.3,103,draftkings,-135,betonlineag,-140.1,-145,fanatics,5.07,6.83,False,0,0.0,,0,2025-11-18,Jose Alvarado,Oklahoma City Thunder @ New Orleans Pelicans
1.5,8,6.85,-108,betonlineag,-110.6,-114,draftkings,-115,draftkings,-119.0,-121,williamhill_us,5.41,6.86,False,0,0.0,,0,2025-11-18,Josh Giddey,Chicago Bulls @ Denver Nuggets
1.5,8,6.97,143,betrivers,131.2,120,draftkings,-159,draftkings,-175.8,-195,betrivers,2.54,6.98,False,0,0.0,,0,2025-11-18,Josh Hart,New York Knicks @ Miami Heat
1.5,8,6.92,-103,draftkings,-112.6,-118,fanduel,-112,fanduel,-117.4,-128,draftkings,3.57,6.97,False,0,0.0,,0,2025-11-18,Julius Randle,Dallas Mavericks @ Minnesota Timberwolves
2.5,8,6.88,-106,draftkings,-111.9,-117,betrivers,-114,betrivers,-117.9,-125,draftkings,4.73,6.9,False,0,0.0,,0,2025-11-18,Karl-Anthony Towns,New York Knicks @ Miami Heat
0.5,5,6.97,-160,betmgm,-163.2,-168,draftkings,127,draftkings,122.4,120,fanatics,5.59,6.97,False,0,0.0,,0,2025-11-18,Kel'el Ware,New York Knicks @ Miami Heat
1.5,8,7.01,-120,fanduel,-124.2,-130,williamhill_us,-103,betonlineag,-106.8,-112,betrivers,5.28,7.04,False,0,0.0,,0,2025-11-18,Kevin Huerter,Chicago Bulls @ Denver Nuggets
3.5,7,7.32,135,betmgm,127.0,120,betrivers,-162,fanduel,-172.4,-185,williamhill_us,4.39,7.35,False,0,0.0,[2.5],1,2025-11-18,Kon Knueppel,Charlotte Hornets @ Toronto Raptors
1.5,4,6.66,200,betrivers,191.5,177,draftkings,-237,draftkings,-262.0,-278,betrivers,3.66,6.68,False,0,0.0,[0.5],1,2025-11-18,Kris Dunn,Los Angeles Clippers @ Philadelphia 76ers
1.5,8,7.02,130,betonlineag,123.4,117,betrivers,-157,betrivers,-164.9,-175,betmgm,4.57,7.01,False,0,0.0,,0,2025-11-18,Kyle Kuzma,Milwaukee Bucks @ Cleveland Cavaliers
3.5,4,6.88,135,betmgm,130.2,123,draftkings,-162,draftkings,-173.8,-185,betmgm,4.39,6.9,False,0,0.0,[2.5],1,2025-11-18,LaMelo Ball,Charlotte Hornets @ Toronto Raptors
2.5,8,7.0,180,bovada,-90.2,-133,betonlineag,103,betonlineag,-45.9,-245,bovada,-15.02,-21.11,True,1,15.02,,0,2025-11-18,Landry Shamet,New York Knicks @ Miami Heat
1.5,7,7.0,175,bovada,-119.6,-178,fanduel,132,fanduel,73.7,-240,bovada,-20.53,12.02,True,1,20.53,,0,2025-11-18,Lonzo Ball,Milwaukee Bucks @ Cleveland Cavaliers
1.5,8,6.97,210,bovada,-89.6,-146,fanduel,110,fanduel,-24.1,-290,bovada,-20.12,-33.3,True,1,20.12,,0,2025-11-18,Luguentz Dort,Oklahoma City Thunder @ New Orleans Pelicans
1.5,8,6.91,-120,betmgm,-129.4,-145,bovada,110,bovada,-52.2,-110,betmgm,2.16,-9.28,False,0,0.0,,0,2025-11-18,Matas Buzelis,Chicago Bulls @ Denver Nuggets
1.5,8,7.04,175,bovada,-123.6,-175,fanatics,125,fanatics,78.6,-240,bovada,-19.19,11.27,True,1,19.19,,0,2025-11-18,Max Christie,Dallas Mavericks @ Minnesota Timberwolves
2.5,8,6.96,170,bovada,-96.8,-140,fanatics,106,betonlineag,35.2,-230,bovada,-14.42,23.11,True,1,14.42,,0,2025-11-18,Mikal Bridges,New York Knicks @ Miami Heat
1.5,7,7.18,170,betmgm,152.3,135,fanatics,-194,fanduel,-207.7,-225,betmgm,3.02,7.14,False,0,0.0,,0,2025-11-18,Mike Conley,Dallas Mavericks @ Minnesota Timberwolves
2.5,8,6.99,180,bovada,-91.9,-139,betrivers,105,betrivers,-44.5,-245,bovada,-15.51,-21.32,True,1,15.51,,0,2025-11-18,Miles Bridges,Charlotte Hornets @ Toronto Raptors
2.5,8,6.97,170,bovada,-100.9,-145,betmgm,108,betonlineag,63.2,-230,bovada,-14.89,11.47,True,1,14.89,,0,2025-11-18,Miles McBride,New York Knicks @ Miami Heat
1.5,8,7.16,175,bovada,-128.8,-185,betmgm,135,betmgm,81.6,-240,bovada,-21.08,11.34,True,1,21.08,,0,2025-11-18,Myles Turner,Milwaukee Bucks @ Cleveland Cavaliers
1.5,8,6.75,210,bovada,-102.9,-155,betrivers,117,betrivers,61.8,-290,bovada,-21.66,12.53,True,1,21.66,,0,2025-11-18,Naz Reid,Dallas Mavericks @ Minnesota Timberwolves
1.5,3,7.07,120,fanatics,119.3,118,williamhill_us,-155,betmgm,-159.7,-165,fanatics,6.24,7.08,False,0,0.0,,0,2025-11-18,Nicolas Batum,Los Angeles Clippers @ Philadelphia 76ers
1.5,8,6.91,-119,draftkings,-132.5,-145,bovada,110,bovada,25.1,-110,draftkings,1.96,36.91,False,0,0.0,,0,2025-11-18,Nikola Jokic,Chicago Bulls @ Denver Nuggets
1.5,7,6.96,138,fanduel,126.4,120,betmgm,-160,draftkings,-168.9,-186,fanduel,3.56,6.97,False,0,0.0,,0,2025-11-18,Nikola Jovic,New York Knicks @ Miami Heat
1.5,8,6.88,-115,draftkings,-122.2,-135,bovada,105,bovada,-83.1,-115,betmgm,2.27,0.4,False,0,0.0,,0,2025-11-18,Nikola Vucevic,Chicago Bulls @ Denver Nuggets
3.5,7,6.9,104,fanduel,-78.3,-113,betrivers,-118,betrivers,-123.7,-138,fanduel,3.15,-0.79,False,0,0.0,[2.5],1,2025-11-18,Norman Powell,New York Knicks @ Miami Heat
1.5,8,6.8,105,bovada,-83.8,-118,draftkings,-111,draftkings,-121.1,-135,bovada,1.39,0.35,False,0,0.0,,0,2025-11-18,P.J. Washington,Dallas Mavericks @ Minnesota Timberwolves
1.5,6,6.76,110,betmgm,-73.0,-115,bovada,-114,fanduel,-124.0,-145,betmgm,0.89,-2.45,False,0,0.0,,0,2025-11-18,Pascal Siakam,Indiana Pacers @ Detroit Pistons
2.5,5,7.24,146,betonlineag,140.2,130,fanatics,-190,williamhill_us,-190.6,-192,betonlineag,6.17,7.22,False,0,0.0,[1.5],1,2025-11-18,Paul George,Los Angeles Clippers @ Philadelphia 76ers
1.5,8,7.09,150,betmgm,138.2,130,fanatics,-170,bovada,-186.8,-200,betmgm,2.96,7.1,False,0,0.0,,0,2025-11-18,Pelle Larsson,New York Knicks @ Miami Heat
2.5,8,6.87,-105,betmgm,-110.0,-117,draftkings,-113,draftkings,-119.9,-125,betmgm,4.27,6.9,False,0,0.0,,0,2025-11-18,Quentin Grimes,Los Angeles Clippers @ Philadelphia 76ers
1.5,8,6.93,210,bovada,-111.2,-165,fanatics,121,betonlineag,67.0,-290,bovada,-22.49,12.54,True,1,22.49,,0,2025-11-18,R.J. Barrett,Charlotte Hornets @ Toronto Raptors
0.5,1,7.48,-200,betmgm,-200.0,-200,betmgm,145,betmgm,145.0,145,betmgm,7.48,7.48,False,0,0.0,,0,2025-11-18,Ron Holland,Indiana Pacers @ Detroit Pistons
1.5,8,6.99,190,bovada,-117.8,-170,williamhill_us,125,betmgm,73.4,-260,bovada,-21.07,11.75,True,1,21.07,,0,2025-11-18,Ryan Rollins,Milwaukee Bucks @ Cleveland Cavaliers
1.5,8,6.87,-125,betrivers,-139.4,-150,betmgm,110,fanatics,80.5,-106,betrivers,3.17,13.63,False,0,0.0,,0,2025-11-18,Saddiq Bey,Oklahoma City Thunder @ New Orleans Pelicans
2.5,8,6.78,155,bovada,-112.4,-160,betmgm,120,betmgm,73.8,-210,bovada,-15.33,10.47,True,1,15.33,,0,2025-11-18,Sam Merrill,Milwaukee Bucks @ Cleveland Cavaliers
1.5,2,6.67,178,betonlineag,166.5,155,betmgm,-210,betmgm,-224.0,-238,betonlineag,3.71,6.66,False,0,0.0,[0.5],1,2025-11-18,Sandro Mamukelashvili,Charlotte Hornets @ Toronto Raptors
1.5,8,7.06,145,betmgm,135.9,130,fanatics,-170,bovada,-183.0,-190,williamhill_us,3.78,7.06,False,0,0.0,,0,2025-11-18,Scottie Barnes,Charlotte Hornets @ Toronto Raptors
1.5,8,7.08,175,bovada,-129.8,-190,betmgm,140,betmgm,82.8,-240,bovada,-21.97,11.19,True,1,21.97,,0,2025-11-18,Shai Gilgeous-Alexander,Oklahoma City Thunder @ New Orleans Pelicans
1.5,6,7.23,150,bovada,-122.8,-190,fanatics,136,draftkings,75.3,-200,bovada,-17.63,12.16,True,1,17.63,[2.5],1,2025-11-18,Simone Fontecchio,New York Knicks @ Miami Heat
1.5,6,7.51,178,betonlineag,162.3,150,fanatics,-215,betrivers,-226.5,-240,fanatics,4.23,7.49,False,0,0.0,,0,2025-11-18,Sion James,Charlotte Hornets @ Toronto Raptors
0.5,2,8.93,155,betmgm,147.5,140,fanatics,-210,betmgm,-217.5,-225,fanatics,6.96,8.91,False,0,0.0,,0,2025-11-18,T.J. McConnell,Indiana Pacers @ Detroit Pistons
2.5,8,6.91,-110,draftkings,-117.5,-122,williamhill_us,-109,williamhill_us,-112.4,-120,draftkings,4.53,6.94,False,0,0.0,,0,2025-11-18,Tim Hardaway Jr,Chicago Bulls @ Denver Nuggets
1.5,6,6.85,210,bovada,-84.5,-146,fanduel,110,fanduel,42.0,-290,bovada,-20.12,16.22,True,1,20.12,,0,2025-11-18,Tre Mann,Charlotte Hornets @ Toronto Raptors
0.5,3,6.76,130,betmgm,49.0,-108,betonlineag,-120,betonlineag,-153.3,-175,fanatics,-1.98,27.64,True,1,1.98,,0,2025-11-18,Trendon Watford,Los Angeles Clippers @ Philadelphia 76ers
2.5,8,6.87,180,bovada,-86.4,-127,williamhill_us,-104,betonlineag,-123.4,-245,bovada,-13.31,1.58,True,1,13.31,,0,2025-11-18,Trey Murphy III,Oklahoma City Thunder @ New Orleans Pelicans
3.5,7,6.95,-109,draftkings,-112.9,-118,fanduel,-112,fanduel,-117.1,-121,draftkings,4.98,6.97,False,0,0.0,[2.5],1,2025-11-18,Tyrese Maxey,Los Angeles Clippers @ Philadelphia 76ers
1.5,8,7.13,175,bovada,-120.4,-170,williamhill_us,124,fanduel,75.9,-240,bovada,-18.99,11.48,True,1,18.99,,0,2025-11-18,VJ Edgecombe,Los Angeles Clippers @ Philadelphia 76ers
1.5,7,6.8,105,betmgm,102.3,100,fanduel,-130,fanatics,-134.6,-140,betmgm,5.3,6.8,False,0,0.0,,0,2025-11-19,Ace Bailey,Utah Jazz @ Los Angeles Lakers
1.5,6,7.46,182,fanduel,160.8,140,fanatics,-210,betmgm,-223.3,-250,fanduel,3.2,7.41,False,0,0.0,,0,2025-11-19,Al Horford,Golden State Warriors @ Orlando Magic
2.5,7,6.96,130,betmgm,119.3,108,fanduel,-143,betrivers,-158.9,-175,betmgm,2.33,6.97,False,0,0.0,,0,2025-11-19,Anfernee Simons,Boston Celtics @ Brooklyn Nets
1.5,7,7.55,170,betmgm,158.9,140,fanatics,-189,draftkings,-221.6,-235,betmgm,2.43,7.53,False,0,0.0,,0,2025-11-19,Anthony Black,Golden State Warriors @ Orlando Magic
0.5,3,7.96,165,betmgm,159.7,150,fanatics,-217,betonlineag,-227.3,-240,fanatics,6.19,7.96,False,0,0.0,,0,2025-11-19,Ausar Thompson,Detroit Pistons @ Atlanta Hawks
2.5,6,7.07,-149,draftkings,-169.8,-180,fanduel,134,fanduel,126.5,113,draftkings,2.57,7.09,False,0,0.0,[3.5],1,2025-11-19,Austin Reaves,Utah Jazz @ Los Angeles Lakers
1.5,7,6.94,128,draftkings,114.7,100,betmgm,-135,betmgm,-152.3,-169,draftkings,1.31,6.94,False,0,0.0,,0,2025-11-19,Brandin Podziemski,Golden State Warriors @ Orlando Magic
1.5,6,6.85,-103,betonlineag,-105.7,-112,draftkings,-118,draftkings,-124.7,-128,fanduel,4.87,6.87,False,0,0.0,,0,2025-11-19,Buddy Hield,Golden State Warriors @ Orlando Magic
2.5,5,7.24,146,betonlineag,137.0,130,fanatics,-180,draftkings,-186.0,-192,betonlineag,4.94,7.23,False,0,0.0,[1.5],1,2025-11-19,Cade Cunningham,Detroit Pistons @ Atlanta Hawks
1.5,4,6.82,-120,fanatics,-123.5,-127,williamhill_us,-105,williamhill_us,-106.5,-110,fanatics,5.76,6.83,False,0,0.0,,0,2025-11-19,Cam Spencer,Memphis Grizzlies @ San Antonio Spurs
1.5,7,7.03,100,fanatics,-17.4,-106,fanduel,-125,fanduel,-128.7,-135,betmgm,5.56,-28.88,False,0,0.0,,0,2025-11-19,Cedric Coward,Memphis Grizzlies @ San Antonio Spurs
2.5,5,7.57,170,betmgm,152.6,135,fanatics,-200,williamhill_us,-212.0,-235,betmgm,3.7,7.54,False,0,0.0,[1.5],1,2025-11-19,Collin Gillespie,Phoenix Suns @ Portland Trail Blazers
0.5,2,8.55,290,betmgm,280.0,270,fanatics,-450,betmgm,-462.5,-475,fanatics,7.46,8.54,False,0,0.0,,0,2025-11-19,Day'Ron Sharpe,Boston Celtics @ Brooklyn Nets
2.5,7,7.15,116,fanduel,108.3,100,betrivers,-134,betrivers,-144.9,-160,williamhill_us,3.56,7.17,False,0,0.0,,0,2025-11-19,De'Aaron Fox,Memphis Grizzlies @ San Antonio Spurs
2.5,6,7.22,128,fanduel,125.5,122,draftkings,-161,draftkings,-169.5,-180,williamhill_us,5.55,7.24,False,0,0.0,,0,2025-11-19,Deni Avdija,Phoenix Suns @ Portland Trail Blazers
3.5,4,6.88,146,betonlineag,138.5,133,draftkings,-177,draftkings,-185.2,-192,fanduel,4.55,6.87,False,0,0.0,[2.5],1,2025-11-19,Derrick White,Boston Celtics @ Brooklyn Nets
2.5,7,7.35,144,betonlineag,136.1,127,draftkings,-168,draftkings,-185.7,-190,williamhill_us,3.67,7.35,False,0,0.0,,0,2025-11-19,Desmond Bane,Golden State Warriors @ Orlando Magic
1.5,6,7.01,-165,betmgm,-171.2,-178,fanduel,132,fanduel,127.8,125,betmgm,5.37,7.01,False,0,0.0,,0,2025-11-19,Devin Booker,Phoenix Suns @ Portland Trail Blazers
2.5,7,6.92,-135,betmgm,-144.9,-156,draftkings,118,draftkings,109.4,100,betmgm,3.32,6.91,False,0,0.0,,0,2025-11-19,Devin Vassell,Memphis Grizzlies @ San Antonio Spurs
2.5,6,7.02,-108,fanduel,-112.7,-115,betmgm,-114,betonlineag,-117.7,-122,fanduel,5.19,7.04,False,0,0.0,,0,2025-11-19,Dillon Brooks,Phoenix Suns @ Portland Trail Blazers
0.5,3,7.06,-147,betonlineag,-157.3,-165,fanatics,120,betmgm,117.7,113,betonlineag,4.97,7.08,False,0,0.0,,0,2025-11-19,Donovan Clingan,Phoenix Suns @ Portland Trail Blazers
0.5,2,6.85,-120,fanatics,-122.5,-125,betmgm,-105,betmgm,-107.5,-110,fanatics,5.76,6.86,False,0,0.0,,0,2025-11-19,Drake Powell,Boston Celtics @ Brooklyn Nets
1.5,7,7.43,142,draftkings,139.4,135,fanatics,-185,betonlineag,-191.4,-210,fanatics,6.23,7.45,False,0,0.0,,0,2025-11-19,Draymond Green,Golden State Warriors @ Orlando Magic
0.5,2,8.23,135,betmgm,132.5,130,fanatics,-185,betmgm,-187.5,-190,fanatics,7.47,8.23,False,0,0.0,,0,2025-11-19,Dyson Daniels,Detroit Pistons @ Atlanta Hawks
1.5,7,6.84,-110,betmgm,-112.7,-115,fanatics,-115,fanatics,-116.7,-118,fanduel,5.87,6.84,False,0,0.0,,0,2025-11-19,Egor Demin,Boston Celtics @ Brooklyn Nets
1.5,7,6.95,-118,betmgm,-130.3,-140,fanatics,105,fanatics,-16.0,-110,betmgm,2.91,-29.63,False,0,0.0,,0,2025-11-19,Franz Wagner,Golden State Warriors @ Orlando Magic
0.5,2,9.32,150,betmgm,145.0,140,fanatics,-210,betmgm,-217.5,-225,fanatics,7.74,9.32,False,0,0.0,,0,2025-11-19,Gary Payton II,Golden State Warriors @ Orlando Magic
2.5,7,6.89,116,fanduel,109.7,105,fanatics,-140,fanatics,-145.1,-154,fanduel,4.63,6.89,False,0,0.0,,0,2025-11-19,Harrison Barnes,Memphis Grizzlies @ San Antonio Spurs
0.5,3,6.98,125,betmgm,121.0,118,betonlineag,-154,betonlineag,-161.3,-165,betmgm,5.07,6.98,False,0,0.0,,0,2025-11-19,Isaiah Collier,Utah Jazz @ Los Angeles Lakers
1.5,3,8.31,158,betonlineag,149.3,140,fanatics,-208,betonlineag,-214.3,-225,fanatics,6.29,8.29,False,0,0.0,,0,2025-11-19,Jalen Johnson,Detroit Pistons @ Atlanta Hawks
1.5,7,7.15,-172,betonlineag,-180.1,-190,fanatics,145,betmgm,133.4,128,betrivers,4.05,7.14,False,0,0.0,,0,2025-11-19,Jalen Suggs,Golden State Warriors @ Orlando Magic
1.5,6,7.34,-182,betonlineag,-189.5,-195,draftkings,146,draftkings,138.8,130,fanatics,5.19,7.33,False,0,0.0,[2.5],1,2025-11-19,Jaren Jackson Jr,Memphis Grizzlies @ San Antonio Spurs
1.5,7,6.87,-143,betrivers,-148.7,-153,draftkings,116,draftkings,112.4,108,betrivers,5.14,6.87,False,0,0.0,,0,2025-11-19,Jaylen Brown,Boston Celtics @ Brooklyn Nets
1.5,7,6.97,-135,betmgm,-140.1,-148,fanduel,112,fanduel,105.7,100,betmgm,4.62,6.97,False,0,0.0,,0,2025-11-19,Jaylen Wells,Memphis Grizzlies @ San Antonio Spurs
2.5,6,7.38,154,fanduel,142.8,135,fanatics,-184,draftkings,-196.0,-210,fanduel,4.16,7.4,False,0,0.0,,0,2025-11-19,Jerami Grant,Phoenix Suns @ Portland Trail Blazers
0.5,3,6.76,100,fanatics,28.3,-115,betonlineag,-112,betonlineag,-125.7,-135,betmgm,2.83,33.61,False,0,0.0,,0,2025-11-19,Jeremy Sochan,Memphis Grizzlies @ San Antonio Spurs
0.5,5,7.26,-160,betmgm,-188.8,-200,betonlineag,152,betonlineag,138.8,120,betmgm,1.22,7.25,False,0,0.0,,0,2025-11-19,Jimmy Butler,Golden State Warriors @ Orlando Magic
0.5,3,7.2,105,fanatics,33.3,-110,betonlineag,-118,betonlineag,-134.3,-145,betmgm,2.91,32.33,False,0,0.0,,0,2025-11-19,Jock Landale,Memphis Grizzlies @ San Antonio Spurs
0.5,2,6.66,115,betmgm,112.5,110,fanatics,-145,fanatics,-147.5,-150,betmgm,5.7,6.65,False,0,0.0,,0,2025-11-19,Jonathan Isaac,Golden State Warriors @ Orlando Magic
1.5,3,8.57,152,williamhill_us,145.7,140,fanatics,-200,betmgm,-211.3,-225,fanatics,6.35,8.59,False,0,0.0,,0,2025-11-19,Jordan Goodwin,Phoenix Suns @ Portland Trail Blazers
0.5,3,6.7,-150,fanatics,-153.0,-155,betmgm,119,betonlineag,116.3,115,fanatics,5.66,6.7,False,0,0.0,[1.5],1,2025-11-19,Jordan Walsh,Boston Celtics @ Brooklyn Nets
2.5,7,6.83,-145,betmgm,-152.0,-161,draftkings,122,draftkings,115.0,110,betmgm,4.23,6.83,False,0,0.0,,0,2025-11-19,Julian Champagnie,Memphis Grizzlies @ San Antonio Spurs
0.5,3,6.75,110,fanatics,106.0,103,betonlineag,-133,betonlineag,-139.3,-145,fanatics,4.7,6.76,False,0,0.0,,0,2025-11-19,Jusuf Nurkic,Utah Jazz @ Los Angeles Lakers
1.5,7,7.36,200,betrivers,175.9,155,fanatics,-220,betmgm,-245.9,-278,betrivers,2.08,7.34,False,0,0.0,,0,2025-11-19,Keldon Johnson,Memphis Grizzlies @ San Antonio Spurs
0.5,2,6.5,100,fanatics,-4.0,-108,betonlineag,-120,betonlineag,-125.0,-130,fanatics,4.55,-40.6,False,0,0.0,,0,2025-11-19,Kelly Olynyk,Memphis Grizzlies @ San Antonio Spurs
1.5,4,7.72,155,betonlineag,149.8,140,fanatics,-200,betmgm,-209.5,-225,fanatics,5.88,7.73,False,0,0.0,,0,2025-11-19,Kentavious Caldwell-Pope,Memphis Grizzlies @ San Antonio Spurs
2.5,7,7.06,132,fanduel,129.0,125,draftkings,-165,draftkings,-173.1,-178,fanduel,5.37,7.06,False,0,0.0,,0,2025-11-19,Keyonte George,Utah Jazz @ Los Angeles Lakers
0.5,3,6.65,-125,betmgm,-139.0,-167,betonlineag,128,betonlineag,-27.3,-105,betmgm,-0.58,-20.38,True,1,0.58,,0,2025-11-19,Kris Murray,Phoenix Suns @ Portland Trail Blazers
1.5,6,6.77,-125,betmgm,-139.0,-148,draftkings,113,draftkings,72.3,-105,betmgm,2.5,16.19,False,0,0.0,,0,2025-11-19,Kristaps Porzingis,Detroit Pistons @ Atlanta Hawks
3.5,7,7.0,116,fanduel,110.6,105,fanatics,-140,draftkings,-147.0,-155,betrivers,4.63,7.0,False,0,0.0,,0,2025-11-19,Lauri Markkanen,Utah Jazz @ Los Angeles Lakers
1.5,7,6.86,125,betmgm,109.4,102,fanduel,-136,fanduel,-144.6,-165,betmgm,2.07,6.86,False,0,0.0,,0,2025-11-19,LeBron James,Utah Jazz @ Los Angeles Lakers
