consensus_line,num_bookmakers,avg_vig,over_best_odds,over_best_book,over_avg_odds,over_worst_odds,over_worst_book,under_best_odds,under_best_book,under_avg_odds,under_worst_odds,under_worst_book,best_market_vig,avg_market_vig,is_arbitrage,arb_opportunity,arb_profit_pct,alternative_lines,num_alternative_lines,date,player,game
1.5,3,7.78,145,betmgm,138.3,130,fanatics,-190,fanatics,-192.3,-197,williamhill_us,6.33,7.75,False,0,0.0,,0,2025-10-27,Brook Lopez,Portland Trail Blazers @ Los Angeles Clippers
2.5,5,6.9,148,betrivers,135.8,126,draftkings,-164,draftkings,-181.8,-200,betrivers,2.44,6.92,False,0,0.0,,0,2025-10-27,Cade Cunningham,Cleveland Cavaliers @ Detroit Pistons
1.5,5,6.92,-163,draftkings,-170.8,-182,betrivers,135,betrivers,128.0,125,draftkings,4.53,6.93,False,0,0.0,,0,2025-10-27,De'Andre Hunter,Cleveland Cavaliers @ Detroit Pistons
0.5,5,7.64,-204,draftkings,-220.6,-240,fanatics,165,betmgm,157.2,150,fanatics,4.84,7.69,False,0,0.0,[1.5],1,2025-10-27,DeMar DeRozan,Los Angeles Lakers @ Sacramento Kings
1.5,1,7.62,110,betmgm,110.0,110,betmgm,-150,betmgm,-150.0,-150,betmgm,7.62,7.62,False,0,0.0,,0,2025-10-27,Dean Wade,Cleveland Cavaliers @ Detroit Pistons
1.5,7,7.06,-167,betrivers,-185.9,-200,betmgm,150,betmgm,137.9,128,betrivers,2.55,7.06,False,0,0.0,,0,2025-10-27,Deni Avdija,Portland Trail Blazers @ Los Angeles Clippers
1.5,7,6.86,-113,betrivers,-116.1,-120,draftkings,-108,draftkings,-113.4,-118,betrivers,4.97,6.88,False,0,0.0,,0,2025-10-27,Dennis Schroder,Los Angeles Lakers @ Sacramento Kings
0.5,3,8.09,-204,betonlineag,-234.7,-250,fanatics,180,betmgm,163.0,154,betonlineag,2.82,8.14,False,0,0.0,,0,2025-10-27,Derrick Jones,Portland Trail Blazers @ Los Angeles Clippers
2.5,7,6.95,-105,betmgm,-112.9,-122,betrivers,-109,betrivers,-117.3,-125,betmgm,3.37,7.0,False,0,0.0,,0,2025-10-27,Desmond Bane,Orlando Magic @ Philadelphia 76ers
0.5,5,6.93,101,draftkings,59.2,-105,fanatics,-125,fanatics,-131.2,-136,williamhill_us,5.31,19.56,False,0,0.0,,0,2025-10-27,Domantas Sabonis,Los Angeles Lakers @ Sacramento Kings
0.5,3,8.24,145,betmgm,139.0,132,betonlineag,-172,betonlineag,-199.0,-225,fanatics,4.05,8.4,False,0,0.0,,0,2025-10-27,Donovan Clingan,Portland Trail Blazers @ Los Angeles Clippers
3.5,5,7.18,106,fanduel,-21.6,-106,draftkings,-122,draftkings,-131.6,-140,fanduel,3.5,-25.41,False,0,0.0,,0,2025-10-27,Donovan Mitchell,Cleveland Cavaliers @ Detroit Pistons
2.5,6,6.91,105,bovada,-71.7,-113,betrivers,-118,betrivers,-126.0,-135,bovada,2.91,-2.5,False,0,0.0,,0,2025-10-27,Duncan Robinson,Cleveland Cavaliers @ Detroit Pistons
1.5,5,6.94,114,draftkings,107.8,105,williamhill_us,-139,betrivers,-142.8,-148,draftkings,4.89,6.94,False,0,0.0,,0,2025-10-27,Evan Mobley,Cleveland Cavaliers @ Detroit Pistons
1.5,6,7.16,-130,fanduel,-139.7,-150,betmgm,110,betmgm,71.2,-102,fanduel,4.14,16.7,False,0,0.0,,0,2025-10-27,Franz Wagner,Orlando Magic @ Philadelphia 76ers
1.5,3,7.18,-140,betmgm,-142.7,-145,fanatics,110,fanatics,106.7,105,williamhill_us,5.95,7.18,False,0,0.0,,0,2025-10-27,Gabe Vincent,Los Angeles Lakers @ Sacramento Kings
0.5,1,7.47,135,betmgm,135.0,135,betmgm,-185,betmgm,-185.0,-185,betmgm,7.47,7.47,False,0,0.0,,0,2025-10-27,Isaiah Stewart II,Cleveland Cavaliers @ Detroit Pistons
0.5,2,8.23,-185,betmgm,-187.5,-190,fanatics,135,betmgm,132.5,130,fanatics,7.47,8.23,False,0,0.0,,0,2025-10-27,Jake LaRavia,Los Angeles Lakers @ Sacramento Kings
1.5,6,7.14,128,betrivers,119.5,110,draftkings,-143,draftkings,-160.5,-175,betrivers,2.71,7.17,False,0,0.0,,0,2025-10-27,Jalen Suggs,Orlando Magic @ Philadelphia 76ers
2.5,7,6.8,-140,fanduel,-148.3,-165,betmgm,125,betmgm,112.4,106,fanduel,2.78,6.8,False,0,0.0,,0,2025-10-27,James Harden,Portland Trail Blazers @ Los Angeles Clippers
0.5,2,8.75,240,betmgm,235.0,230,fanatics,-350,betmgm,-375.0,-400,fanatics,7.19,8.8,False,0,0.0,,0,2025-10-27,Jarred Vanderbilt,Los Angeles Lakers @ Sacramento Kings
1.5,3,7.67,-165,betmgm,-172.0,-176,williamhill_us,125,fanatics,125.0,125,fanatics,6.71,7.68,False,0,0.0,,0,2025-10-27,Jerami Grant,Portland Trail Blazers @ Los Angeles Clippers
1.5,7,6.91,-141,betrivers,-145.9,-152,williamhill_us,113,draftkings,110.1,107,betrivers,5.45,6.91,False,0,0.0,,0,2025-10-27,Jrue Holiday,Portland Trail Blazers @ Los Angeles Clippers
1.5,7,7.14,-157,draftkings,-165.9,-175,betmgm,130,betmgm,123.4,120,fanatics,4.57,7.14,False,0,0.0,,0,2025-10-27,Kawhi Leonard,Portland Trail Blazers @ Los Angeles Clippers
1.5,6,7.34,170,betrivers,149.7,135,fanatics,-190,betmgm,-205.5,-230,betrivers,2.55,7.32,False,0,0.0,,0,2025-10-27,Kelly Oubre Jr,Orlando Magic @ Philadelphia 76ers
0.5,3,7.34,105,fanatics,103.3,100,williamhill_us,-137,williamhill_us,-139.0,-140,fanatics,6.59,7.34,False,0,0.0,,0,2025-10-27,Kris Murray,Portland Trail Blazers @ Los Angeles Clippers
3.5,7,6.92,-130,fanduel,-139.9,-146,draftkings,113,draftkings,77.1,-102,fanduel,3.47,14.76,False,0,0.0,[4.5],1,2025-10-27,Luka Doncic,Los Angeles Lakers @ Sacramento Kings
1.5,3,8.76,150,williamhill_us,146.7,140,fanatics,-209,williamhill_us,-214.7,-225,fanatics,7.64,8.76,False,0,0.0,,0,2025-10-27,Marcus Smart,Los Angeles Lakers @ Sacramento Kings
1.5,7,7.13,-105,betmgm,-112.3,-120,betrivers,-110,draftkings,-118.9,-130,betmgm,3.6,7.2,False,0,0.0,,0,2025-10-27,Paolo Banchero,Orlando Magic @ Philadelphia 76ers
2.5,3,7.2,100,fanatics,32.3,-103,williamhill_us,-130,fanatics,-132.3,-135,betmgm,6.52,32.53,False,0,0.0,,0,2025-10-27,Quentin Grimes,Orlando Magic @ Philadelphia 76ers
2.5,6,7.33,144,betonlineag,137.0,130,fanatics,-170,draftkings,-186.8,-192,fanduel,3.95,7.33,False,0,0.0,[1.5],1,2025-10-27,Rui Hachimura,Los Angeles Lakers @ Sacramento Kings
0.5,2,7.51,-155,betmgm,-160.0,-165,fanatics,120,fanatics,117.5,115,betmgm,6.24,7.52,False,0,0.0,,0,2025-10-27,Russell Westbrook,Los Angeles Lakers @ Sacramento Kings
3.5,5,7.22,112,fanduel,64.0,-105,betmgm,-130,betmgm,-139.2,-148,fanduel,3.69,19.17,False,0,0.0,,0,2025-10-27,Sam Merrill,Cleveland Cavaliers @ Detroit Pistons
2.5,7,7.05,130,fanduel,122.6,115,betmgm,-155,betmgm,-164.0,-174,fanduel,4.26,7.05,False,0,0.0,,0,2025-10-27,Shaedon Sharpe,Portland Trail Blazers @ Los Angeles Clippers
1.5,5,7.02,110,draftkings,107.0,105,williamhill_us,-140,betmgm,-142.2,-144,fanduel,5.95,7.02,False,0,0.0,,0,2025-10-27,Tobias Harris,Cleveland Cavaliers @ Detroit Pistons
1.5,7,7.03,-118,betrivers,-131.7,-150,betmgm,110,betmgm,41.7,-113,betrivers,1.75,27.41,False,0,0.0,,0,2025-10-27,Toumani Camara,Portland Trail Blazers @ Los Angeles Clippers
1.5,3,8.18,175,williamhill_us,168.3,155,fanatics,-235,betmgm,-243.3,-250,fanatics,6.51,8.14,False,0,0.0,,0,2025-10-27,Tristan da Silva,Orlando Magic @ Philadelphia 76ers
3.5,6,7.22,130,fanduel,121.3,115,williamhill_us,-153,draftkings,-163.5,-177,betrivers,3.95,7.23,False,0,0.0,,0,2025-10-27,Tyrese Maxey,Orlando Magic @ Philadelphia 76ers
1.5,1,6.51,175,betmgm,175.0,175,betmgm,-235,betmgm,-235.0,-235,betmgm,6.51,6.51,False,0,0.0,[0.5],1,2025-10-27,Tyus Jones,Orlando Magic @ Philadelphia 76ers
1.5,4,7.15,150,bovada,-112.5,-205,williamhill_us,150,betmgm,59.5,-200,bovada,-20.0,15.64,True,1,20.0,[2.5],1,2025-10-27,VJ Edgecombe,Orlando Magic @ Philadelphia 76ers
0.5,4,6.9,-120,betmgm,-126.8,-133,draftkings,103,draftkings,-54.2,-110,betmgm,3.81,-8.93,False,0,0.0,,0,2025-10-27,Wendell Carter Jr,Orlando Magic @ Philadelphia 76ers
3.5,7,7.05,122,draftkings,118.6,115,williamhill_us,-150,betmgm,-158.4,-165,fanatics,5.05,7.06,False,0,0.0,,0,2025-10-27,Zach LaVine,Los Angeles Lakers @ Sacramento Kings
1.5,5,6.95,-150,betmgm,-170.8,-182,fanduel,136,fanduel,127.8,115,betmgm,2.37,6.97,False,0,0.0,,0,2025-10-28,Aaron Gordon,Denver Nuggets @ Minnesota Timberwolves
1.5,1,6.19,158,draftkings,158.0,158,draftkings,-207,draftkings,-207.0,-207,draftkings,6.19,6.19,False,0,0.0,,0,2025-10-28,Ajay Mitchell,Oklahoma City Thunder @ Dallas Mavericks
1.5,6,7.56,180,betrivers,168.2,155,fanatics,-215,draftkings,-236.3,-250,fanatics,3.97,7.56,False,0,0.0,[0.5],1,2025-10-28,Alex Sarr,Philadelphia 76ers @ Washington Wizards
0.5,6,6.92,-125,draftkings,-129.0,-135,betmgm,105,bovada,-35.8,-106,fanduel,4.34,-17.29,False,0,0.0,,0,2025-10-28,Alperen Sengun,Brooklyn Nets @ Houston Rockets
0.5,2,7.21,110,fanatics,110.0,110,fanatics,-145,fanatics,-147.5,-150,betmgm,6.8,7.22,False,0,0.0,,0,2025-10-28,Amen Thompson,Brooklyn Nets @ Houston Rockets
1.5,8,6.86,210,bovada,-98.4,-148,betrivers,110,fanatics,58.0,-290,bovada,-20.12,12.88,True,1,20.12,,0,2025-10-28,Andrew Wiggins,Charlotte Hornets @ Miami Heat
2.5,4,7.69,135,betmgm,132.0,130,fanatics,-173,draftkings,-182.5,-190,fanatics,5.92,7.71,False,0,0.0,,0,2025-10-28,Anfernee Simons,Boston Celtics @ New Orleans Pelicans
0.5,4,8.05,-200,williamhill_us,-206.5,-225,fanatics,153,draftkings,145.8,140,fanatics,6.19,8.07,False,0,0.0,,0,2025-10-28,Anthony Davis,Oklahoma City Thunder @ Dallas Mavericks
3.5,3,6.97,105,williamhill_us,104.3,104,draftkings,-134,draftkings,-138.3,-143,williamhill_us,6.05,6.98,False,0,0.0,,0,2025-10-28,Anthony Edwards,Denver Nuggets @ Minnesota Timberwolves
3.5,6,7.02,125,betmgm,77.0,-104,betrivers,-129,betrivers,-146.8,-165,betmgm,0.78,15.98,False,0,0.0,,0,2025-10-28,Austin Reaves,Portland Trail Blazers @ Los Angeles Lakers
1.5,7,7.17,146,draftkings,135.1,130,fanatics,-170,bovada,-182.9,-191,draftkings,3.61,7.17,False,0,0.0,,0,2025-10-28,Bam Adebayo,Charlotte Hornets @ Miami Heat
0.5,2,7.54,105,fanatics,105.0,105,fanatics,-140,fanatics,-142.5,-145,betmgm,7.11,7.54,False,0,0.0,,0,2025-10-28,Ben Saraf,Brooklyn Nets @ Houston Rockets
1.5,1,7.21,160,betmgm,160.0,160,betmgm,-220,betmgm,-220.0,-220,betmgm,7.21,7.21,False,0,0.0,,0,2025-10-28,Bones Hyland,Denver Nuggets @ Minnesota Timberwolves
1.5,7,7.04,-114,fanduel,-121.7,-130,betmgm,-104,betrivers,-109.1,-115,bovada,4.25,7.08,False,0,0.0,,0,2025-10-28,Brandin Podziemski,Memphis Grizzlies @ Golden State Warriors
1.5,6,7.04,110,fanatics,105.3,100,williamhill_us,-134,draftkings,-140.0,-145,fanatics,4.88,7.03,False,0,0.0,,0,2025-10-28,Brandon Ingram,Toronto Raptors @ San Antonio Spurs
2.5,3,6.93,100,fanatics,-37.7,-108,williamhill_us,-125,williamhill_us,-126.7,-130,fanatics,5.56,-16.76,False,0,0.0,,0,2025-10-28,Brice Sensabaugh,Phoenix Suns @ Utah Jazz
0.5,1,7.45,100,betmgm,100.0,100,betmgm,-135,betmgm,-135.0,-135,betmgm,7.45,7.45,False,0,0.0,,0,2025-10-28,Bruce Brown,Denver Nuggets @ Minnesota Timberwolves
2.5,2,7.6,130,betmgm,127.5,125,fanatics,-175,fanatics,-175.0,-175,fanatics,7.11,7.59,False,0,0.0,,0,2025-10-28,Buddy Hield,Memphis Grizzlies @ Golden State Warriors
2.5,8,6.8,200,bovada,-74.8,-125,betmgm,-105,betmgm,-135.5,-275,bovada,-15.45,0.31,True,1,15.45,,0,2025-10-28,C.J. McCollum,Philadelphia 76ers @ Washington Wizards
2.5,7,7.0,-105,fanatics,-111.7,-120,betmgm,-110,betmgm,-118.7,-125,fanatics,3.6,7.04,False,0,0.0,,0,2025-10-28,Cam Thomas,Brooklyn Nets @ Houston Rockets
1.5,8,7.21,150,bovada,140.6,130,fanatics,-182,fanduel,-191.0,-200,bovada,4.54,7.19,False,0,0.0,,0,2025-10-28,Cam Whitmore,Philadelphia 76ers @ Washington Wizards
1.5,5,6.99,-131,draftkings,-136.6,-143,betrivers,108,betrivers,103.0,100,williamhill_us,4.79,7.0,False,0,0.0,,0,2025-10-28,Cameron Johnson,Denver Nuggets @ Minnesota Timberwolves
1.5,7,6.84,132,betonlineag,52.0,-105,betmgm,-125,betmgm,-144.1,-172,betonlineag,-1.34,24.83,True,1,1.34,,0,2025-10-28,Carlton Carrington,Philadelphia 76ers @ Washington Wizards
1.5,3,7.61,130,williamhill_us,128.3,125,fanatics,-175,fanatics,-176.3,-179,williamhill_us,7.11,7.61,False,0,0.0,,0,2025-10-28,Cason Wallace,Oklahoma City Thunder @ Dallas Mavericks
1.5,5,7.56,136,draftkings,133.4,130,williamhill_us,-177,draftkings,-183.4,-190,fanatics,6.27,7.56,False,0,0.0,[0.5],1,2025-10-28,Cedric Coward,Memphis Grizzlies @ Golden State Warriors
1.5,5,7.24,175,bovada,-96.6,-167,draftkings,128,draftkings,49.4,-240,bovada,-19.78,16.07,True,1,19.78,[2.5],1,2025-10-28,Chet Holmgren,Oklahoma City Thunder @ Dallas Mavericks
0.5,3,6.98,-196,draftkings,-208.0,-218,williamhill_us,155,williamhill_us,153.3,150,draftkings,5.43,7.01,False,0,0.0,,0,2025-10-28,Christian Braun,Denver Nuggets @ Minnesota Timberwolves
1.5,3,7.58,-145,williamhill_us,-145.0,-145,williamhill_us,110,fanatics,106.7,105,williamhill_us,6.8,7.57,False,0,0.0,,0,2025-10-28,Collin Gillespie,Phoenix Suns @ Utah Jazz
1.5,8,7.13,133,betrivers,127.8,120,williamhill_us,-166,draftkings,-171.9,-180,betrivers,5.32,7.13,False,0,0.0,,0,2025-10-28,Collin Sexton,Charlotte Hornets @ Miami Heat
1.5,6,7.09,128,betrivers,119.3,110,betmgm,-145,betmgm,-159.8,-175,betrivers,3.04,7.11,False,0,0.0,,0,2025-10-28,Cooper Flagg,Oklahoma City Thunder @ Dallas Mavericks
1.5,8,6.88,100,fanatics,-28.8,-110,bovada,-120,bovada,-127.2,-132,betrivers,4.55,-21.67,False,0,0.0,,0,2025-10-28,Corey Kispert,Philadelphia 76ers @ Washington Wizards
1.5,7,7.51,162,fanduel,151.1,130,betmgm,-175,betmgm,-210.0,-240,fanatics,1.8,7.56,False,0,0.0,[0.5],1,2025-10-28,Davion Mitchell,Charlotte Hornets @ Miami Heat
0.5,2,8.54,260,betmgm,250.0,240,fanatics,-375,betmgm,-400.0,-425,fanatics,6.73,8.57,False,0,0.0,,0,2025-10-28,Day'Ron Sharpe,Brooklyn Nets @ Houston Rockets
2.5,5,7.6,146,fanduel,136.2,130,fanatics,-170,draftkings,-188.0,-200,fanduel,3.61,7.61,False,0,0.0,[1.5],1,2025-10-28,Deni Avdija,Portland Trail Blazers @ Los Angeles Lakers
3.5,6,6.88,-118,betmgm,-125.8,-136,draftkings,105,draftkings,-38.3,-110,fanduel,2.91,-16.57,False,0,0.0,[4.5],1,2025-10-28,Derrick White,Boston Celtics @ New Orleans Pelicans
2.5,4,7.66,141,draftkings,136.5,130,fanatics,-185,draftkings,-188.8,-190,williamhill_us,6.41,7.65,False,0,0.0,[1.5],1,2025-10-28,Devin Booker,Phoenix Suns @ Utah Jazz
2.5,6,6.8,105,bovada,-70.7,-108,williamhill_us,-121,draftkings,-126.5,-135,bovada,3.53,-2.74,False,0,0.0,,0,2025-10-28,Devin Vassell,Toronto Raptors @ San Antonio Spurs
2.5,6,7.06,-106,fanduel,-115.5,-123,draftkings,-105,draftkings,-115.3,-125,fanduel,2.68,7.16,False,0,0.0,,0,2025-10-28,Dillon Brooks,Phoenix Suns @ Utah Jazz
0.5,2,6.51,115,fanatics,115.0,115,fanatics,-150,fanatics,-150.0,-150,fanatics,6.51,6.51,False,0,0.0,,0,2025-10-28,Donovan Clingan,Portland Trail Blazers @ Los Angeles Lakers
2.5,1,7.11,-175,betmgm,-175.0,-175,betmgm,130,betmgm,130.0,130,betmgm,7.11,7.11,False,0,0.0,,0,2025-10-28,Donte DiVincenzo,Denver Nuggets @ Minnesota Timberwolves
1.5,6,7.27,140,betrivers,124.7,110,betmgm,-145,betmgm,-168.7,-190,betrivers,0.85,7.29,False,0,0.0,,0,2025-10-28,Draymond Green,Memphis Grizzlies @ Golden State Warriors
0.5,4,7.71,-235,betmgm,-240.5,-250,fanatics,180,draftkings,170.0,155,fanatics,5.86,7.67,False,0,0.0,,0,2025-10-28,Dylan Harper,Toronto Raptors @ San Antonio Spurs
0.5,4,7.13,-135,betmgm,-141.8,-146,fanduel,110,fanatics,106.2,100,betmgm,5.07,7.12,False,0,0.0,,0,2025-10-28,Dyson Daniels,Atlanta Hawks @ Chicago Bulls
1.5,2,7.21,125,betmgm,122.5,120,fanatics,-165,fanatics,-165.0,-165,fanatics,6.71,7.21,False,0,0.0,,0,2025-10-28,Egor Demin,Brooklyn Nets @ Houston Rockets
3.5,6,7.16,112,betrivers,70.3,-105,betmgm,-130,betmgm,-138.5,-150,betrivers,3.69,16.78,False,0,0.0,[2.5],1,2025-10-28,Grayson Allen,Phoenix Suns @ Utah Jazz
1.5,6,6.83,130,bovada,121.0,115,fanatics,-150,fanatics,-160.3,-170,bovada,3.48,6.84,False,0,0.0,,0,2025-10-28,Harrison Barnes,Toronto Raptors @ San Antonio Spurs
1.5,7,7.13,138,fanduel,130.0,124,draftkings,-161,draftkings,-175.1,-186,fanduel,3.7,7.13,False,0,0.0,,0,2025-10-28,Herb Jones,Boston Celtics @ New Orleans Pelicans
2.5,5,7.12,118,fanduel,107.0,100,williamhill_us,-132,draftkings,-142.8,-158,fanduel,2.77,7.12,False,0,0.0,[1.5],1,2025-10-28,Immanuel Quickley,Toronto Raptors @ San Antonio Spurs
0.5,2,7.59,-175,betmgm,-182.5,-190,fanatics,135,betmgm,132.5,130,fanatics,6.19,7.61,False,0,0.0,,0,2025-10-28,Isaac Okoro,Atlanta Hawks @ Chicago Bulls
1.5,6,6.83,-109,draftkings,-116.7,-130,betmgm,100,betmgm,-79.8,-121,betrivers,2.15,-1.76,False,0,0.0,,0,2025-10-28,Ja Morant,Memphis Grizzlies @ Golden State Warriors
2.5,3,6.89,158,fanduel,148.7,143,draftkings,-186,draftkings,-200.3,-215,fanduel,3.79,6.92,False,0,0.0,[1.5],1,2025-10-28,Jabari Smith Jr,Brooklyn Nets @ Houston Rockets
1.5,1,6.51,115,betmgm,115.0,115,betmgm,-150,betmgm,-150.0,-150,betmgm,6.51,6.51,False,0,0.0,,0,2025-10-28,Jaden McDaniels,Denver Nuggets @ Minnesota Timberwolves
0.5,2,6.72,-118,betmgm,-119.0,-120,fanatics,-110,fanatics,-110.0,-110,fanatics,6.51,6.72,False,0,0.0,,0,2025-10-28,Jaime Jaquez Jr,Charlotte Hornets @ Miami Heat
1.5,6,7.38,136,fanduel,125.8,120,betmgm,-160,betmgm,-171.0,-182,fanduel,3.91,7.38,False,0,0.0,,0,2025-10-28,Jake LaRavia,Portland Trail Blazers @ Los Angeles Lakers
0.5,5,7.42,-140,betmgm,-157.4,-175,fanatics,125,fanatics,116.0,105,betmgm,2.78,7.45,False,0,0.0,,0,2025-10-28,Jalen Johnson,Atlanta Hawks @ Chicago Bulls
2.5,5,6.84,120,betmgm,110.6,104,betrivers,-139,betrivers,-146.0,-155,betmgm,3.61,6.83,False,0,0.0,,0,2025-10-28,Jamal Murray,Denver Nuggets @ Minnesota Timberwolves
0.5,2,7.36,-160,betmgm,-162.5,-165,fanatics,120,fanatics,120.0,120,fanatics,6.99,7.36,False,0,0.0,,0,2025-10-28,Jamal Shead,Toronto Raptors @ San Antonio Spurs
1.5,7,6.94,-102,draftkings,-111.0,-125,betmgm,-105,betmgm,-119.4,-127,draftkings,1.71,7.03,False,0,0.0,,0,2025-10-28,Jaren Jackson Jr,Memphis Grizzlies @ Golden State Warriors
2.5,4,7.28,133,draftkings,129.5,125,fanatics,-173,draftkings,-175.5,-179,williamhill_us,6.29,7.28,False,0,0.0,[1.5],1,2025-10-28,Jaylen Brown,Boston Celtics @ New Orleans Pelicans
0.5,1,6.51,-110,betmgm,-110.0,-110,betmgm,-118,betmgm,-118.0,-118,betmgm,6.51,6.51,False,0,0.0,,0,2025-10-28,Jaylen Clark,Denver Nuggets @ Minnesota Timberwolves
2.5,4,7.61,138,draftkings,132.0,130,williamhill_us,-175,betmgm,-181.8,-190,fanatics,5.65,7.61,False,0,0.0,[1.5],1,2025-10-28,Jaylen Wells,Memphis Grizzlies @ Golden State Warriors
2.5,5,7.35,146,fanduel,136.2,125,fanatics,-175,fanatics,-185.8,-198,fanduel,4.29,7.35,False,0,0.0,[1.5],1,2025-10-28,Jerami Grant,Portland Trail Blazers @ Los Angeles Lakers
0.5,2,8.06,-175,betmgm,-182.5,-190,fanatics,130,fanatics,130.0,130,fanatics,7.11,8.08,False,0,0.0,,0,2025-10-28,Jimmy Butler,Memphis Grizzlies @ Golden State Warriors
0.5,2,6.78,-105,fanatics,-105.0,-105,fanatics,-125,fanatics,-125.0,-125,fanatics,6.78,6.78,False,0,0.0,,0,2025-10-28,Jock Landale,Memphis Grizzlies @ Golden State Warriors
1.5,8,7.0,152,betonlineag,129.5,110,bovada,-145,bovada,-173.5,-200,betonlineag,-1.13,7.01,True,1,1.13,,0,2025-10-28,Joel Embiid,Philadelphia 76ers @ Washington Wizards
1.5,6,7.22,145,betmgm,125.2,107,draftkings,-139,draftkings,-169.3,-200,betmgm,-1.02,7.28,True,1,1.02,,0,2025-10-28,Jonathan Kuminga,Memphis Grizzlies @ Golden State Warriors
2.5,7,6.85,-113,betrivers,-119.6,-127,williamhill_us,-105,fanatics,-110.3,-118,betrivers,4.27,6.9,False,0,0.0,,0,2025-10-28,Jordan Poole,Boston Celtics @ New Orleans Pelicans
1.5,5,6.92,109,draftkings,103.6,100,fanatics,-130,fanatics,-137.0,-141,draftkings,4.37,6.92,False,0,0.0,,0,2025-10-28,Josh Giddey,Atlanta Hawks @ Chicago Bulls
0.5,2,7.21,-165,fanatics,-165.0,-165,fanatics,125,betmgm,122.5,120,fanatics,6.71,7.21,False,0,0.0,,0,2025-10-28,Josh Okogie,Brooklyn Nets @ Houston Rockets
1.5,2,6.9,-150,fanatics,-152.5,-155,betmgm,115,fanatics,115.0,115,fanatics,6.51,6.91,False,0,0.0,,0,2025-10-28,Jrue Holiday,Portland Trail Blazers @ Los Angeles Lakers
1.5,6,7.2,165,bovada,-122.7,-188,fanduel,140,fanduel,73.7,-220,bovada,-20.6,12.67,True,1,20.6,,0,2025-10-28,Julian Champagnie,Toronto Raptors @ San Antonio Spurs
2.5,1,7.18,140,betmgm,140.0,140,betmgm,-190,betmgm,-190.0,-190,betmgm,7.18,7.18,False,0,0.0,,0,2025-10-28,Julius Randle,Denver Nuggets @ Minnesota Timberwolves
0.5,2,8.78,150,betmgm,145.0,140,fanatics,-200,betmgm,-212.5,-225,fanatics,6.67,8.82,False,0,0.0,,0,2025-10-28,Jusuf Nurkic,Phoenix Suns @ Utah Jazz
0.5,2,6.77,-120,betmgm,-136.0,-152,betonlineag,116,betonlineag,3.0,-110,betmgm,0.84,54.71,False,0,0.0,,0,2025-10-28,Kel'el Ware,Charlotte Hornets @ Miami Heat
0.5,4,7.95,-225,betmgm,-241.0,-250,fanatics,184,draftkings,168.5,155,fanatics,4.44,7.92,False,0,0.0,,0,2025-10-28,Keldon Johnson,Toronto Raptors @ San Antonio Spurs
1.5,8,6.85,120,betrivers,110.2,100,bovada,-130,bovada,-145.8,-162,betrivers,1.98,6.87,False,0,0.0,,0,2025-10-28,Kelly Oubre Jr,Philadelphia 76ers @ Washington Wizards
1.5,6,6.93,-110,betmgm,-119.5,-132,fanduel,100,fanduel,-77.5,-118,betmgm,2.38,-1.9,False,0,0.0,,0,2025-10-28,Kentavious Caldwell-Pope,Memphis Grizzlies @ Golden State Warriors
2.5,6,7.08,125,betmgm,118.8,112,betrivers,-150,betrivers,-159.0,-165,fanatics,4.44,7.09,False,0,0.0,[1.5],1,2025-10-28,Kevin Durant,Brooklyn Nets @ Houston Rockets
2.5,6,6.94,105,betmgm,-69.8,-108,betrivers,-122,betrivers,-128.3,-140,betmgm,3.74,-2.68,False,0,0.0,,0,2025-10-28,Keyonte George,Phoenix Suns @ Utah Jazz
1.5,8,6.74,110,fanatics,107.1,105,williamhill_us,-135,bovada,-140.8,-145,fanatics,5.07,6.74,False,0,0.0,,0,2025-10-28,Khris Middleton,Philadelphia 76ers @ Washington Wizards
2.5,5,7.53,130,fanduel,123.8,115,betmgm,-155,betmgm,-169.2,-175,fanatics,4.26,7.54,False,0,0.0,[1.5],1,2025-10-28,Klay Thompson,Oklahoma City Thunder @ Dallas Mavericks
2.5,8,6.87,-112,betonlineag,-115.0,-117,williamhill_us,-113,draftkings,-114.5,-115,fanatics,5.88,6.87,False,0,0.0,,0,2025-10-28,Kon Knueppel,Charlotte Hornets @ Miami Heat
1.5,5,6.81,-145,betmgm,-153.0,-158,draftkings,121,draftkings,115.8,110,betmgm,4.43,6.81,False,0,0.0,[2.5],1,2025-10-28,Kristaps Porzingis,Atlanta Hawks @ Chicago Bulls
1.5,7,7.11,138,fanduel,127.3,115,betmgm,-155,betmgm,-171.1,-186,fanduel,2.8,7.12,False,0,0.0,,0,2025-10-28,Kyle Filipowski,Phoenix Suns @ Utah Jazz
2.5,7,7.07,131,draftkings,120.9,115,williamhill_us,-150,betmgm,-161.7,-171,draftkings,3.29,7.07,False,0,0.0,[1.5],1,2025-10-28,Kyshawn George,Philadelphia 76ers @ Washington Wizards
3.5,7,6.85,140,bovada,-118.7,-164,draftkings,126,draftkings,78.0,-185,bovada,-14.09,10.46,True,1,14.09,[4.5],1,2025-10-28,LaMelo Ball,Charlotte Hornets @ Miami Heat
3.5,6,7.09,-109,betrivers,-113.5,-118,betmgm,-112,draftkings,-117.2,-121,betrivers,4.98,7.11,False,0,0.0,,0,2025-10-28,Lauri Markkanen,Phoenix Suns @ Utah Jazz
