game_id,game_time,week,away_abbr,home_abbr,consensus_spread,best_away_spread,best_home_spread,abs_spread,spread_cat,away_is_favorite,home_is_favorite,away_score,home_score,actual_margin,away_covered,home_covered,away_covered_consensus,home_covered_consensus,away_current_luck,away_current_off_luck,away_current_def_luck,home_current_luck,home_current_off_luck,home_current_def_luck,away_prior_luck,away_prior_off_luck,away_prior_def_luck,away_prior_week,away_prior_opp,away_prior_score,away_prior_opp_score,away_prior_adj_score,away_prior_opp_adj_score,away_prior_won,home_prior_luck,home_prior_off_luck,home_prior_def_luck,home_prior_week,home_prior_opp,home_prior_score,home_prior_opp_score,home_prior_adj_score,home_prior_opp_adj_score,home_prior_won,away_prior_luck_cat,home_prior_luck_cat,matchup_type
009216caaa17dcdd5709632618c4f64e,2022-12-18 01:15:00+00:00,3,MIA,BUF,7.0,7.5,-7.0,7.0,3.5-7,False,True,21,19,2,True,False,True,False,9.5,2.0,7.5,-9.5,-7.5,-2.0,-1.1999999999999993,9.600000000000001,-10.8,2,BAL,42,38,32.4,27.2,True,26.099999999999998,15.7,10.399999999999999,2,TEN,41,7,25.3,17.4,True,Neutral,Lucky,Neutral vs Lucky
0148d027b7cb8dc406855ea91a6b7978,2022-11-13 18:00:00+00:00,10,JAX,KC,9.5,10.0,-9.5,9.5,7.5+,False,True,17,27,-10,False,True,False,True,-2.1999999999999993,-5.399999999999999,3.1999999999999993,2.1999999999999993,-3.1999999999999993,5.399999999999999,-4.699999999999999,-3.6999999999999993,-1.0,9,LV,27,20,30.7,19.0,True,-8.3,-7.0,-1.3000000000000007,9,TEN,20,17,27.0,15.7,True,Unlucky,Unlucky,Unlucky vs Unlucky
04b8e0aa7595d6a8497456b3144ae859,2022-11-14 01:20:00+00:00,10,LAC,SF,7.5,9.0,-7.5,7.5,7.5+,False,True,16,22,-6,True,False,True,False,9.5,3.3000000000000007,6.199999999999999,-9.5,-6.199999999999999,-3.3000000000000007,9.0,-0.6000000000000014,9.600000000000001,9,ATL,20,17,20.6,26.6,True,7.699999999999999,4.899999999999999,2.8000000000000007,8,LAR,31,14,26.1,16.8,True,Lucky,Lucky,Lucky vs Lucky
06914c8e4dd403676aee566d7cc9bb69,2022-11-06 18:00:00+00:00,9,CAR,CIN,7.0,7.5,-7.0,7.0,3.5-7,False,True,21,42,-21,False,True,False,True,-1.7000000000000028,2.8999999999999986,-4.600000000000001,1.7000000000000028,4.600000000000001,-2.8999999999999986,-1.6999999999999993,9.0,-10.7,8,ATL,34,37,25.0,26.3,False,-12.2,-9.7,-2.5,8,CLE,13,32,22.7,29.5,False,Neutral,Unlucky,Neutral vs Unlucky
070de23f577697a18462c7adca31bf1f,2022-12-18 18:00:00+00:00,15,DET,NYJ,2.0,2.5,-1.0,2.0,0-3,False,True,20,17,3,True,False,True,False,2.1000000000000014,0.3000000000000007,1.8000000000000007,-2.1000000000000014,-1.8000000000000007,-0.3000000000000007,11.5,10.399999999999999,1.1000000000000014,14,MIN,34,23,23.6,24.1,True,-8.2,-8.0,-0.1999999999999993,14,BUF,12,20,20.0,19.8,False,Lucky,Unlucky,Lucky vs Unlucky
075dbff0219a3a1100c513400c4796ef,2022-11-04 00:15:00+00:00,9,PHI,HOU,-13.5,-13.5,14.5,13.5,7.5+,True,False,29,17,12,False,True,False,True,1.8000000000000007,-1.0,2.8000000000000007,-1.8000000000000007,-2.8000000000000007,1.0,16.900000000000002,9.100000000000001,7.800000000000001,8,PIT,35,13,25.9,20.8,True,6.4,-0.40000000000000036,6.800000000000001,8,TEN,10,17,10.4,23.8,False,Lucky,Lucky,Lucky vs Lucky
07793baeb8b4871b732474fb77f0ff27,2023-01-08 18:00:00+00:00,5,NYJ,MIA,3.5,4.0,-3.5,3.5,3.5-7,False,True,40,17,23,True,False,True,False,20.400000000000002,11.3,9.100000000000001,-20.400000000000002,-9.100000000000001,-11.3,5.099999999999998,3.3999999999999986,1.6999999999999993,4,PIT,24,20,20.6,21.7,True,-9.8,-7.199999999999999,-2.6000000000000014,4,CIN,15,27,22.2,24.4,False,Lucky,Unlucky,Lucky vs Unlucky
07e64324b1bba0b3cb608a10f490467c,2022-12-24 21:05:00+00:00,16,WAS,SF,6.5,7.0,-6.5,6.5,3.5-7,False,True,20,37,-17,False,True,False,True,-16.4,1.3000000000000007,-17.7,16.4,17.7,-1.3000000000000007,-4.100000000000001,-6.600000000000001,2.5,15,NYG,12,20,18.6,22.5,False,3.0,-2.8999999999999986,5.899999999999999,15,SEA,21,13,23.9,18.9,True,Unlucky,Lucky,Unlucky vs Lucky
080f13421b3e5e54278a91ca84da1b5e,2022-09-18 17:00:00+00:00,2,MIA,BAL,3.5,3.5,-3.0,3.5,3.5-7,False,True,42,38,4,True,False,True,False,-1.1999999999999993,9.600000000000001,-10.8,1.1999999999999993,10.8,-9.600000000000001,11.8,-1.8000000000000007,13.600000000000001,1,NE,20,7,21.8,20.6,True,14.3,3.0,11.3,1,NYJ,24,9,21.0,20.3,True,Lucky,Lucky,Lucky vs Lucky
089269ad9478fc6cbb44d8343d46f5d5,2022-12-11 18:00:00+00:00,8,CLE,CIN,4.0,4.5,-4.0,4.0,3.5-7,False,True,32,13,19,True,False,True,False,12.2,2.5,9.7,-12.2,-9.7,-2.5,-3.6999999999999993,-2.3000000000000007,-1.3999999999999986,7,BAL,20,23,22.3,21.6,False,3.1000000000000014,2.0,1.1000000000000014,7,ATL,35,17,33.0,18.1,True,Unlucky,Lucky,Unlucky vs Lucky
