player,player_display,game,game_time,line,under_odds,over_odds,under_book,over_book,num_bookmakers,has_underdog_under,has_hot_streak,qualifies,disqualify_reason,implied_probability,bet_amount,potential_profit,streak_length,streak_makes,streak_attempts,streak_dates,avg_3pm_streak,avg_3pa_streak,predicted_3pm,prediction_signal,overperformance,regression_signal,prob_under,breakeven_prob,binomial_signal,signal_count,backtest_stats,play
Karl-Anthony Towns,Karl-Anthony Towns,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,2.5,-200,150,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Keegan Murray,Keegan Murray,Minnesota Timberwolves @ Sacramento Kings,2025-11-25T03:10:00Z,1.5,140,-185,betrivers,bovada,2,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Keegan Murray,Keegan Murray,Minnesota Timberwolves @ Sacramento Kings,2025-11-25T03:10:00Z,2.5,-185,165,betmgm,bovada,7,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Kel'El Ware,Kel'el Ware,Dallas Mavericks @ Miami Heat,2025-11-25T00:40:00Z,0.5,-120,-110,betmgm,betmgm,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,Denver Nuggets @ Memphis Grizzlies,2025-11-25T01:10:00Z,1.5,-185,141,betmgm,williamhill_us,4,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Kevin Huerter,Kevin Huerter,Chicago Bulls @ New Orleans Pelicans,2025-11-25T01:10:00Z,1.5,-113,-112,williamhill_us,betonlineag,5,False,True,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Keyonte George,Keyonte George,Utah Jazz @ Golden State Warriors,2025-11-25T03:10:00Z,1.5,185,-250,bovada,bovada,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Keyonte George,Keyonte George,Utah Jazz @ Golden State Warriors,2025-11-25T03:10:00Z,2.5,-150,122,fanatics,betonlineag,8,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Klay Thompson,Klay Thompson,Dallas Mavericks @ Miami Heat,2025-11-25T00:40:00Z,2.5,-120,105,betmgm,bovada,7,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Kyle Filipowski,Kyle Filipowski,Utah Jazz @ Golden State Warriors,2025-11-25T03:10:00Z,0.5,115,-149,betonlineag,betonlineag,3,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Kyle Kuzma,Kyle Kuzma,Portland Trail Blazers @ Milwaukee Bucks,2025-11-25T01:10:00Z,0.5,215,-300,bovada,bovada,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Kyle Kuzma,Kyle Kuzma,Portland Trail Blazers @ Milwaukee Bucks,2025-11-25T01:10:00Z,1.5,-210,167,betmgm,betonlineag,5,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Lauri Markkanen,Lauri Markkanen,Utah Jazz @ Golden State Warriors,2025-11-25T03:10:00Z,2.5,140,-185,bovada,bovada,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Lauri Markkanen,Lauri Markkanen,Utah Jazz @ Golden State Warriors,2025-11-25T03:10:00Z,3.5,-170,136,draftkings,betonlineag,8,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Malik Monk,Malik Monk,Minnesota Timberwolves @ Sacramento Kings,2025-11-25T03:10:00Z,1.5,-140,120,betmgm,fanatics,7,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Matas Buzelis,Matas Buzelis,Chicago Bulls @ New Orleans Pelicans,2025-11-25T01:10:00Z,1.5,100,-123,fanatics,betonlineag,8,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Max Christie,Max Christie,Dallas Mavericks @ Miami Heat,2025-11-25T00:40:00Z,1.5,185,-250,bovada,bovada,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Max Christie,Max Christie,Dallas Mavericks @ Miami Heat,2025-11-25T00:40:00Z,2.5,-160,139,bovada,draftkings,8,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Michael Porter Jr,Michael Porter Jr,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,2.5,215,-300,bovada,bovada,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Michael Porter Jr,Michael Porter Jr,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,3.5,-110,-112,betmgm,betonlineag,8,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Michael Porter Jr,Michael Porter Jr,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,4.5,-260,190,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Mikal Bridges,Mikal Bridges,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,1.5,185,-210,bovada,fanatics,2,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Mikal Bridges,Mikal Bridges,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,2.5,-160,148,bovada,betrivers,7,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Mike Conley,Mike Conley,Minnesota Timberwolves @ Sacramento Kings,2025-11-25T03:10:00Z,1.5,-225,182,betmgm,betonlineag,4,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Miles Mcbride,Miles McBride,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,1.5,175,-195,bovada,draftkings,2,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Miles Mcbride,Miles McBride,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,2.5,-160,146,betmgm,fanduel,7,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Moses Moody,Moses Moody,Utah Jazz @ Golden State Warriors,2025-11-25T03:10:00Z,2.5,-114,-110,fanduel,betmgm,6,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Myles Turner,Myles Turner,Portland Trail Blazers @ Milwaukee Bucks,2025-11-25T01:10:00Z,2.5,-130,100,fanduel,fanatics,7,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Naji Marshall,Naji Marshall,Dallas Mavericks @ Miami Heat,2025-11-25T00:40:00Z,1.5,-225,170,betmgm,betmgm,2,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Naz Reid,Naz Reid,Minnesota Timberwolves @ Sacramento Kings,2025-11-25T03:10:00Z,1.5,150,-190,bovada,betmgm,3,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Naz Reid,Naz Reid,Minnesota Timberwolves @ Sacramento Kings,2025-11-25T03:10:00Z,2.5,-188,154,draftkings,fanduel,5,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Nikola Jokic,Nikola Jokic,Denver Nuggets @ Memphis Grizzlies,2025-11-25T01:10:00Z,2.5,-189,154,draftkings,fanduel,7,False,True,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Nikola Vucevic,Nikola Vucevic,Chicago Bulls @ New Orleans Pelicans,2025-11-25T01:10:00Z,2.5,-250,185,bovada,bovada,1,False,True,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Noah Clowney,Noah Clowney,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,2.5,-125,116,bovada,betrivers,8,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Norman Powell,Norman Powell,Dallas Mavericks @ Miami Heat,2025-11-25T00:40:00Z,2.5,120,-129,bovada,draftkings,8,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Norman Powell,Norman Powell,Dallas Mavericks @ Miami Heat,2025-11-25T00:40:00Z,3.5,-210,155,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Pj Washington,P.J. Washington,Dallas Mavericks @ Miami Heat,2025-11-25T00:40:00Z,1.5,130,-150,bovada,fanatics,8,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Pj Washington,P.J. Washington,Dallas Mavericks @ Miami Heat,2025-11-25T00:40:00Z,2.5,-240,175,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Pascal Siakam,Pascal Siakam,Detroit Pistons @ Indiana Pacers,2025-11-25T00:10:00Z,1.5,105,-127,betmgm,draftkings,8,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Patrick Williams,Patrick Williams,Chicago Bulls @ New Orleans Pelicans,2025-11-25T01:10:00Z,1.5,-165,132,betmgm,betonlineag,5,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Peyton Watson,Peyton Watson,Denver Nuggets @ Memphis Grizzlies,2025-11-25T01:10:00Z,0.5,200,-275,bovada,bovada,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Peyton Watson,Peyton Watson,Denver Nuggets @ Memphis Grizzlies,2025-11-25T01:10:00Z,1.5,-211,175,draftkings,bovada,5,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Reed Sheppard,Reed Sheppard,Houston Rockets @ Phoenix Suns,2025-11-25T02:40:00Z,2.5,170,-230,bovada,bovada,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Reed Sheppard,Reed Sheppard,Houston Rockets @ Phoenix Suns,2025-11-25T02:40:00Z,3.5,-135,130,betmgm,fanduel,8,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Ron Holland,Ron Holland,Detroit Pistons @ Indiana Pacers,2025-11-25T00:10:00Z,0.5,-140,105,betmgm,betmgm,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Royce O'Neale,Royce O'Neale,Houston Rockets @ Phoenix Suns,2025-11-25T02:40:00Z,2.5,125,-157,bovada,draftkings,8,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Royce O'Neale,Royce O'Neale,Houston Rockets @ Phoenix Suns,2025-11-25T02:40:00Z,3.5,-200,150,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Ryan Rollins,Ryan Rollins,Portland Trail Blazers @ Milwaukee Bucks,2025-11-25T01:10:00Z,2.5,110,-117,bovada,draftkings,8,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Ryan Rollins,Ryan Rollins,Portland Trail Blazers @ Milwaukee Bucks,2025-11-25T01:10:00Z,3.5,-230,170,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Saddiq Bey,Saddiq Bey,Chicago Bulls @ New Orleans Pelicans,2025-11-25T01:10:00Z,1.5,-150,115,betmgm,betmgm,4,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Sandro Mamukelashvili,Sandro Mamukelashvili,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,0.5,165,-225,betmgm,betmgm,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Scottie Barnes,Scottie Barnes,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,0.5,200,-275,bovada,bovada,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Scottie Barnes,Scottie Barnes,Cleveland Cavaliers @ Toronto Raptors,2025-11-25T00:10:00Z,1.5,-220,174,fanduel,betonlineag,8,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Shaedon Sharpe,Shaedon Sharpe,Portland Trail Blazers @ Milwaukee Bucks,2025-11-25T01:10:00Z,1.5,165,-186,bovada,draftkings,3,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Shaedon Sharpe,Shaedon Sharpe,Portland Trail Blazers @ Milwaukee Bucks,2025-11-25T01:10:00Z,2.5,-180,152,bovada,fanduel,6,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Stephen Curry,Stephen Curry,Utah Jazz @ Golden State Warriors,2025-11-25T03:10:00Z,4.5,140,-145,bovada,draftkings,7,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Stephen Curry,Stephen Curry,Utah Jazz @ Golden State Warriors,2025-11-25T03:10:00Z,5.5,-145,110,betmgm,betmgm,2,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Stephen Curry,Stephen Curry,Utah Jazz @ Golden State Warriors,2025-11-25T03:10:00Z,6.5,-300,215,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Svi Mykhailiuk,Svi Mykhailiuk,Utah Jazz @ Golden State Warriors,2025-11-25T03:10:00Z,1.5,125,-142,bovada,draftkings,8,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Svi Mykhailiuk,Svi Mykhailiuk,Utah Jazz @ Golden State Warriors,2025-11-25T03:10:00Z,2.5,-250,185,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Tj Mcconnell,T.J. McConnell,Detroit Pistons @ Indiana Pacers,2025-11-25T00:10:00Z,0.5,-175,146,fanatics,betonlineag,3,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Terance Mann,Terance Mann,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,0.5,190,-250,bovada,fanatics,3,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Terance Mann,Terance Mann,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,1.5,-226,186,draftkings,betonlineag,5,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Tim Hardaway Jr,Tim Hardaway Jr,Denver Nuggets @ Memphis Grizzlies,2025-11-25T01:10:00Z,1.5,205,-280,bovada,bovada,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Tim Hardaway Jr,Tim Hardaway Jr,Denver Nuggets @ Memphis Grizzlies,2025-11-25T01:10:00Z,2.5,-145,143,bovada,draftkings,8,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Tobias Harris,Tobias Harris,Detroit Pistons @ Indiana Pacers,2025-11-25T00:10:00Z,0.5,200,-275,bovada,bovada,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Tobias Harris,Tobias Harris,Detroit Pistons @ Indiana Pacers,2025-11-25T00:10:00Z,1.5,-220,178,betmgm,betonlineag,8,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Toumani Camara,Toumani Camara,Portland Trail Blazers @ Milwaukee Bucks,2025-11-25T01:10:00Z,1.5,143,-195,betrivers,betrivers,1,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Toumani Camara,Toumani Camara,Portland Trail Blazers @ Milwaukee Bucks,2025-11-25T01:10:00Z,2.5,-185,158,betmgm,fanduel,6,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Trey Murphy,Trey Murphy III,Chicago Bulls @ New Orleans Pelicans,2025-11-25T01:10:00Z,2.5,120,-154,fanatics,fanduel,8,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Trey Murphy,Trey Murphy III,Chicago Bulls @ New Orleans Pelicans,2025-11-25T01:10:00Z,3.5,-210,155,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Tyler Herro,Tyler Herro,Dallas Mavericks @ Miami Heat,2025-11-25T00:40:00Z,1.5,130,-135,bovada,betmgm,7,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Tyler Herro,Tyler Herro,Dallas Mavericks @ Miami Heat,2025-11-25T00:40:00Z,2.5,-240,175,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Tyrese Martin,Tyrese Martin,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,1.5,-140,110,fanatics,bovada,5,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Vincent Williams Jr,Vincent Williams Jr,Denver Nuggets @ Memphis Grizzlies,2025-11-25T01:10:00Z,1.5,118,-135,fanduel,bovada,8,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Zach Edey,Zach Edey,Denver Nuggets @ Memphis Grizzlies,2025-11-25T01:10:00Z,0.5,-550,300,fanatics,fanatics,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Zach Lavine,Zach LaVine,Minnesota Timberwolves @ Sacramento Kings,2025-11-25T03:10:00Z,2.5,105,-126,bovada,draftkings,8,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Zach Lavine,Zach LaVine,Minnesota Timberwolves @ Sacramento Kings,2025-11-25T03:10:00Z,3.5,-245,180,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
Ziaire Williams,Ziaire Williams,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,1.5,130,-136,betmgm,fanduel,7,True,False,False,No hot streak,,,,,,,,,,,False,,False,,,False,0,,False
Ziaire Williams,Ziaire Williams,New York Knicks @ Brooklyn Nets,2025-11-25T00:40:00Z,2.5,-260,190,bovada,bovada,1,False,False,False,Under not underdog,,,,,,,,,,,False,,False,,,False,0,,False
