game_id,week,game_time,away_team,away_abbr,home_team,home_abbr,consensus_spread,num_books,away_luck_prev_week,away_luck_flag,away_spread,away_spread_abs,away_spread_cat,away_is_fav,home_luck_prev_week,home_luck_flag,home_spread,home_spread_abs,home_spread_cat,home_is_fav,away_strat_primary,home_strat_primary,away_strat_secondary,home_strat_secondary
3536a3e857050d2dd6e2019ceb668f67,8,2025-10-26 17:03:00+00:00,Cleveland Browns,CLE,New England Patriots,NE,7.0,11,14.0,+7.0,7.0,7.0,3-7,False,5.0,neutral,-7.0,7.0,3-7,True,False,False,True,False
40c2ebd9ddd5ce8ff5b1ada730bb1785,8,2025-10-26 20:25:00+00:00,Dallas Cowboys,DAL,Denver Broncos,DEN,3.5,11,16.0,+7.0,3.5,3.5,3-7,False,8.7,+7.0,-3.5,3.5,3-7,True,False,False,False,False
53d4369464c66630f03a5d128cd39b08,8,2025-10-26 17:03:00+00:00,Buffalo Bills,BUF,Carolina Panthers,CAR,-7.0,11,0.0,neutral,-7.0,7.0,3-7,True,-4.600000000000001,neutral,7.0,7.0,3-7,False,False,False,False,False
6439b16f4a038f1c351dc3f1aef27471,8,2025-10-24 00:15:00+00:00,Minnesota Vikings,MIN,Los Angeles Chargers,LAC,3.5,11,-1.8999999999999986,neutral,3.5,3.5,3-7,False,1.8999999999999986,neutral,-3.5,3.5,3-7,True,False,False,False,False
7e3361e84d5223a8d210a887b249f247,8,2025-10-28 00:15:00+00:00,Washington Commanders,WAS,Kansas City Chiefs,KC,11.0,10,-1.8999999999999986,neutral,11.0,11.0,7+,False,0.3000000000000007,neutral,-11.0,11.0,7+,True,False,False,False,False
9c1f73e48ca9750f6e7d5d64874057c2,8,2025-10-26 17:00:00+00:00,New York Jets,NYJ,Cincinnati Bengals,CIN,5.5,11,-6.0,neutral,5.5,5.5,3-7,False,4.100000000000001,neutral,-5.5,5.5,3-7,True,False,False,False,False
a061e80d1f50eab193b34d19f8e59f62,8,2025-10-26 17:03:00+00:00,Chicago Bears,CHI,Baltimore Ravens,BAL,2.5,11,4.300000000000001,neutral,2.5,2.5,0-3,False,0.0,neutral,-2.5,2.5,0-3,True,False,False,False,False
a8dd9bb0681692540d067bd0e9e66989,8,2025-10-26 20:05:00+00:00,Tampa Bay Buccaneers,TB,New Orleans Saints,NO,-3.5,11,-7.899999999999999,-7.0,-3.5,3.5,3-7,True,-3.1000000000000014,neutral,3.5,3.5,3-7,False,True,False,False,False
abc4104a9ac597ce37d703613256fd6c,8,2025-10-26 17:03:00+00:00,San Francisco 49ers,SF,Houston Texans,HOU,3.0,11,-3.6999999999999993,neutral,3.0,3.0,0-3,False,-0.5,neutral,-3.0,3.0,0-3,True,False,False,False,False
ac02b1b59aa0623845378a02bc530c68,8,2025-10-26 17:00:00+00:00,Miami Dolphins,MIA,Atlanta Falcons,ATL,7.0,11,-2.3000000000000007,neutral,7.0,7.0,3-7,False,-8.100000000000001,-7.0,-7.0,7.0,3-7,True,False,True,False,False
fb900eef07307ebf5c1930341ecd852a,8,2025-10-27 00:20:00+00:00,Green Bay Packers,GB,Pittsburgh Steelers,PIT,-3.0,11,2.1999999999999993,neutral,-3.0,3.0,0-3,True,6.199999999999999,neutral,3.0,3.0,0-3,False,False,False,False,False
