game_id,week,game_time,away_team,away_abbr,home_team,home_abbr,consensus_spread,num_books,away_luck_prev_week,away_luck_flag,away_spread,away_spread_abs,away_spread_cat,away_is_fav,home_luck_prev_week,home_luck_flag,home_spread,home_spread_abs,home_spread_cat,home_is_fav,away_strat_primary,home_strat_primary,away_strat_secondary,home_strat_secondary
13bdffda97e8fb13179fe3f2f69d66f8,10,2025-11-07 01:15:00+00:00,Las Vegas Raiders,LV,Denver Broncos,DEN,9.0,11,3.8000000000000007,neutral,9.0,9.0,7+,False,-0.6999999999999993,neutral,-9.0,9.0,7+,True,False,False,False,False
21f47a328fb2ab65c01360a7a2bd9571,10,2025-11-09 18:00:00+00:00,New Orleans Saints,NO,Carolina Panthers,CAR,5.5,11,-2.0,neutral,5.5,5.5,3-7,False,-4.199999999999999,neutral,-5.5,5.5,3-7,True,False,False,False,False
349d53a4f89591312ea528e81b786474,10,2025-11-10 01:20:00+00:00,Pittsburgh Steelers,PIT,Los Angeles Chargers,LAC,2.5,11,4.699999999999999,neutral,2.5,2.5,0-3,False,-0.3000000000000007,neutral,-2.5,2.5,0-3,True,False,False,False,False
39e7c1f6e36d5bc4d2613ebf7bb83c10,10,2025-11-09 18:00:00+00:00,New England Patriots,NE,Tampa Bay Buccaneers,TB,2.5,11,2.0,neutral,2.5,2.5,0-3,False,0.0,neutral,-2.5,2.5,0-3,True,False,False,False,False
3b1a97366685a96e6e1940ae56cc4d31,10,2025-11-09 18:00:00+00:00,New York Giants,NYG,Chicago Bears,CHI,4.5,11,0.0,neutral,4.5,4.5,3-7,False,10.5,+7.0,-4.5,4.5,3-7,True,False,False,False,False
42473c1ddf8f424069ff3f264dd8dca4,10,2025-11-09 14:35:08+00:00,Atlanta Falcons,ATL,Indianapolis Colts,IND,2.5,8,3.8999999999999986,neutral,2.5,2.5,0-3,False,-4.300000000000001,neutral,-2.5,2.5,0-3,True,False,False,False,False
438868ff90501a1fe9a0fbecbee9dc12,10,2025-11-11 01:15:00+00:00,Philadelphia Eagles,PHI,Green Bay Packers,GB,1.0,11,0.0,neutral,1.0,1.0,0-3,False,-7.800000000000001,-7.0,-1.0,1.0,0-3,True,False,True,False,False
844b89333f293f055f8e0c147fb9fec5,10,2025-11-09 18:00:00+00:00,Cleveland Browns,CLE,New York Jets,NYJ,-2.0,11,0.0,neutral,-2.0,2.0,0-3,True,0.0,neutral,2.0,2.0,0-3,False,False,False,False,False
93365f943b3aa23705bc9e1c7b47d7f8,10,2025-11-09 21:25:00+00:00,Detroit Lions,DET,Washington Commanders,WAS,-8.0,11,6.100000000000001,neutral,-8.0,8.0,7+,True,-4.100000000000001,neutral,8.0,8.0,7+,False,False,False,False,False
9900b89c4776c5b47dd26ca4c755edf9,10,2025-11-09 18:00:00+00:00,Baltimore Ravens,BAL,Minnesota Vikings,MIN,-4.5,11,0.5,neutral,-4.5,4.5,3-7,True,7.0,+7.0,4.5,4.5,3-7,False,False,False,False,False
