game_id,week,game_time,away_team,away_abbr,home_team,home_abbr,consensus_spread,num_books,away_luck_prev_week,away_luck_flag,away_spread,away_spread_abs,away_spread_cat,away_is_fav,home_luck_prev_week,home_luck_flag,home_spread,home_spread_abs,home_spread_cat,home_is_fav,away_strat_primary,home_strat_primary,away_strat_secondary,home_strat_secondary
0ff4e68cf39cc57ca7cf1276e4a44d2f,12,2025-11-23 18:00:00+00:00,Seattle Seahawks,SEA,Tennessee Titans,TEN,-12.5,11,-3.3000000000000007,neutral,-12.5,12.5,7+,True,-2.3000000000000007,neutral,12.5,12.5,7+,False,False,False,False,False
1a8f3d70399a5cad83c95196795ed77b,12,2025-11-23 18:00:00+00:00,New England Patriots,NE,Cincinnati Bengals,CIN,-7.5,11,0.3000000000000007,neutral,-7.5,7.5,7+,True,0.09999999999999964,neutral,7.5,7.5,7+,False,False,False,False,False
27f50ddbc4c3fbad10398c5187a28dc7,12,2025-11-23 21:05:00+00:00,Cleveland Browns,CLE,Las Vegas Raiders,LV,3.5,11,4.199999999999999,neutral,3.5,3.5,3-7,False,-2.3999999999999986,neutral,-3.5,3.5,3-7,True,False,False,False,False
535bbe97d4e56494b039ade88459c338,12,2025-11-23 18:00:00+00:00,New York Giants,NYG,Detroit Lions,DET,13.5,11,-1.6000000000000014,neutral,13.5,13.5,7+,False,-6.4,neutral,-13.5,13.5,7+,True,False,False,False,False
7159d60c7a31c7d593167637723d7663,12,2025-11-23 18:00:00+00:00,New York Jets,NYJ,Baltimore Ravens,BAL,13.5,11,-8.5,-7.0,13.5,13.5,7+,False,1.0,neutral,-13.5,13.5,7+,True,False,False,False,False
8b39d8dc550ced94f9faa91878ebf6b6,12,2025-11-23 18:00:00+00:00,Indianapolis Colts,IND,Kansas City Chiefs,KC,3.5,11,0.0,neutral,3.5,3.5,3-7,False,-2.8000000000000007,neutral,-3.5,3.5,3-7,True,False,False,False,False
8c2d6a56aa63f42227f18a18fc3d2146,12,2025-11-23 21:25:00+00:00,Atlanta Falcons,ATL,New Orleans Saints,NO,1.5,11,-2.1000000000000014,neutral,1.5,1.5,0-3,False,0.0,neutral,-1.5,1.5,0-3,True,False,False,False,False
90391be251d876bb41d36978a43c7ac2,12,2025-11-25 01:15:00+00:00,Carolina Panthers,CAR,San Francisco 49ers,SF,7.5,11,6.800000000000001,neutral,7.5,7.5,7+,False,10.7,+7.0,-7.5,7.5,7+,True,False,False,False,False
91019a528f43cd28965fdc68a3f3ef85,12,2025-11-23 18:00:00+00:00,Minnesota Vikings,MIN,Green Bay Packers,GB,6.5,11,-4.600000000000001,neutral,6.5,6.5,3-7,False,2.8000000000000007,neutral,-6.5,6.5,3-7,True,False,False,False,False
9e7119f5a24471c39145663b84f100b2,12,2025-11-24 01:20:00+00:00,Tampa Bay Buccaneers,TB,Los Angeles Rams,LAR,7.0,11,6.5,neutral,7.0,7.0,3-7,False,3.8999999999999986,neutral,-7.0,7.0,3-7,True,False,False,False,False
c8913b70b63ae247f23a4e1dec08c668,12,2025-11-23 18:00:00+00:00,Pittsburgh Steelers,PIT,Chicago Bears,CHI,3.0,11,11.100000000000001,+7.0,3.0,3.0,0-3,False,-4.300000000000001,neutral,-3.0,3.0,0-3,True,False,False,False,False
cd2e0964817c30ad3f5144ea49b55f2b,12,2025-11-21 01:15:00+00:00,Buffalo Bills,BUF,Houston Texans,HOU,-5.5,11,14.8,+7.0,-5.5,5.5,3-7,True,-4.600000000000001,neutral,5.5,5.5,3-7,False,False,False,False,False
e32e0030899c06fdf2c74745ca27d85a,12,2025-11-23 21:05:00+00:00,Jacksonville Jaguars,JAX,Arizona Cardinals,ARI,-2.5,11,3.5,neutral,-2.5,2.5,0-3,True,1.1000000000000014,neutral,2.5,2.5,0-3,False,False,False,False,False
