game_id,week,game_time,away_team,away_abbr,home_team,home_abbr,consensus_spread,num_books,away_luck_prev_week,away_luck_flag,away_spread,away_spread_abs,away_spread_cat,away_is_fav,home_luck_prev_week,home_luck_flag,home_spread,home_spread_abs,home_spread_cat,home_is_fav,away_strat_primary,home_strat_primary,away_strat_secondary,home_strat_secondary
0c85b0939650e29689bb2651b33522eb,6,2025-10-12 20:26:00+00:00,Cincinnati Bengals,CIN,Green Bay Packers,GB,14.0,11,6.899999999999999,neutral,14.0,14.0,7+,False,0.0,neutral,-14.0,14.0,7+,True,False,False,False,False
33e0adf378d2856ffe5f8452e7d5512d,6,2025-10-13 23:15:00+00:00,Buffalo Bills,BUF,Atlanta Falcons,ATL,-3.5,11,-4.300000000000001,neutral,-3.5,3.5,3-7,True,0.0,neutral,3.5,3.5,3-7,False,False,False,False,False
38366aa83a3eb6cef71a1134c4fceb2c,6,2025-10-14 00:16:00+00:00,Chicago Bears,CHI,Washington Commanders,WAS,5.5,11,0.0,neutral,5.5,5.5,3-7,False,-1.0,neutral,-5.5,5.5,3-7,True,False,False,False,False
4963bff460a5f26cab46a8e5ea6db148,6,2025-10-12 20:06:00+00:00,Tennessee Titans,TEN,Las Vegas Raiders,LV,3.5,11,-3.1000000000000014,neutral,3.5,3.5,3-7,False,-10.100000000000001,-7.0,-3.5,3.5,3-7,True,False,True,False,False
82e432d5d8bc0b5a6cbe0c324de90de3,6,2025-10-13 00:20:00+00:00,Detroit Lions,DET,Kansas City Chiefs,KC,2.5,11,5.300000000000001,neutral,2.5,2.5,0-3,False,-4.799999999999997,neutral,-2.5,2.5,0-3,True,False,False,False,False
9e705d669039f2ca8364f408b7792a8a,6,2025-10-12 20:26:00+00:00,San Francisco 49ers,SF,Tampa Bay Buccaneers,TB,3.5,11,-0.8999999999999986,neutral,3.5,3.5,3-7,False,10.8,+7.0,-3.5,3.5,3-7,True,False,False,False,False
a11bbccb332241029ebaeb519b93b776,6,2025-10-12 17:01:00+00:00,Cleveland Browns,CLE,Pittsburgh Steelers,PIT,6.5,11,-2.1999999999999993,neutral,6.5,6.5,3-7,False,0.0,neutral,-6.5,6.5,3-7,True,False,False,False,False
a7211a87bbd5fb2ee473eb9c93ee2e68,6,2025-10-12 17:01:00+00:00,Los Angeles Chargers,LAC,Miami Dolphins,MIA,-3.5,11,-2.6999999999999993,neutral,-3.5,3.5,3-7,True,5.800000000000001,neutral,3.5,3.5,3-7,False,False,False,False,False
a8ebe01e05675c109b53a97f653f8653,6,2025-10-26 17:03:00+00:00,New York Giants,NYG,Philadelphia Eagles,PHI,7.0,11,-5.899999999999999,neutral,7.0,7.0,3-7,False,-2.8000000000000007,neutral,-7.0,7.0,3-7,True,False,False,False,False
b235bc78609644cb28492cc1d6ad69fd,6,2025-10-12 17:01:00+00:00,Los Angeles Rams,LAR,Baltimore Ravens,BAL,-7.0,11,-9.0,-7.0,-7.0,7.0,3-7,True,-6.0,neutral,7.0,7.0,3-7,False,True,False,False,False
dd3a14fa1529e79bd338a7bfd71d5b3a,6,2025-10-12 17:01:00+00:00,Dallas Cowboys,DAL,Carolina Panthers,CAR,-3.0,11,10.2,+7.0,-3.0,3.0,0-3,True,4.0,neutral,3.0,3.0,0-3,False,False,False,False,False
dfa87b0532de1389297103c2e3195347,6,2025-10-12 17:01:00+00:00,Arizona Cardinals,ARI,Indianapolis Colts,IND,9.0,11,1.3999999999999986,neutral,9.0,9.0,7+,False,13.2,+7.0,-9.0,9.0,7+,True,False,False,False,False
e10fe83ee6178a598e7fa84ea0913366,6,2025-10-10 00:15:00+00:00,Philadelphia Eagles,PHI,New York Giants,NYG,-7.5,11,-2.8000000000000007,neutral,-7.5,7.5,7+,True,-5.899999999999999,neutral,7.5,7.5,7+,False,False,False,False,False
e34812ee7fbf13bd75e4298bccfbdd10,6,2025-10-12 13:30:00+00:00,Denver Broncos,DEN,New York Jets,NYJ,-7.0,11,-5.300000000000001,neutral,-7.0,7.0,3-7,True,2.3000000000000007,neutral,7.0,7.0,3-7,False,False,False,False,False
e5dd1fed586cfc0ec2d7c06f2a02c37a,6,2025-10-12 17:03:00+00:00,Seattle Seahawks,SEA,Jacksonville Jaguars,JAX,-1.0,11,4.300000000000001,neutral,-1.0,1.0,0-3,True,8.3,+7.0,1.0,1.0,0-3,False,False,False,False,False
f2c642e1f95555424b9a9a4f03733b42,6,2025-10-12 17:03:00+00:00,New England Patriots,NE,New Orleans Saints,NO,-3.5,11,0.5,neutral,-3.5,3.5,3-7,True,2.5,neutral,3.5,3.5,3-7,False,False,False,False,False
