player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Donovan Mitchell,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,3.5,draftkings,2025-10-27T14:54:53Z,2025-10-27T14:55:16Z,-106,-122
Sam Merrill,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,3.5,draftkings,2025-10-27T14:54:53Z,2025-10-27T14:55:16Z,105,-136
Duncan Robinson,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,2.5,draftkings,2025-10-27T14:54:53Z,2025-10-27T14:55:16Z,-109,-119
Cade Cunningham,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,2.5,draftkings,2025-10-27T14:54:53Z,2025-10-27T14:55:16Z,126,-164
De'Andre Hunter,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,1.5,draftkings,2025-10-27T14:54:53Z,2025-10-27T14:55:16Z,-163,125
Tobias Harris,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,1.5,draftkings,2025-10-27T14:54:53Z,2025-10-27T14:55:16Z,110,-143
Evan Mobley,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,1.5,draftkings,2025-10-27T14:54:53Z,2025-10-27T14:55:16Z,114,-148
Duncan Robinson,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,2.5,williamhill_us,2025-10-27T14:54:59Z,2025-10-27T14:55:09Z,-106,-129
Donovan Mitchell,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,3.5,williamhill_us,2025-10-27T14:54:59Z,2025-10-27T14:55:09Z,-105,-130
Cade Cunningham,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,2.5,williamhill_us,2025-10-27T14:54:59Z,2025-10-27T14:55:09Z,130,-182
Evan Mobley,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,1.5,williamhill_us,2025-10-27T14:54:59Z,2025-10-27T14:55:09Z,105,-141
De'Andre Hunter,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,1.5,williamhill_us,2025-10-27T14:54:59Z,2025-10-27T14:55:09Z,-170,125
Sam Merrill,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,3.5,williamhill_us,2025-10-27T14:54:59Z,2025-10-27T14:55:09Z,100,-139
Tobias Harris,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,1.5,williamhill_us,2025-10-27T14:54:59Z,2025-10-27T14:55:09Z,105,-141
Donovan Mitchell,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,3.5,fanduel,2025-10-27T14:55:19Z,2025-10-27T14:55:01Z,106,-140
Duncan Robinson,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,2.5,fanduel,2025-10-27T14:55:19Z,2025-10-27T14:55:01Z,-102,-130
Sam Merrill,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,3.5,fanduel,2025-10-27T14:55:19Z,2025-10-27T14:55:01Z,112,-148
Tobias Harris,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,1.5,fanduel,2025-10-27T14:55:19Z,2025-10-27T14:55:01Z,108,-144
De'Andre Hunter,Cleveland Cavaliers @ Detroit Pistons,2025-10-27T23:00:00Z,player_threes,1.5,fanduel,2025-10-27T14:55:19Z,2025-10-27T14:55:01Z,-174,130
