player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Aaron Nesmith,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,2.5,draftkings,2025-10-23T14:55:10Z,2025-10-23T14:56:07Z,116,-151.0
Luguentz Dort,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,2.5,draftkings,2025-10-23T14:55:10Z,2025-10-23T14:56:07Z,140,-182.0
Shai Gilgeous-Alexander,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,draftkings,2025-10-23T14:55:10Z,2025-10-23T14:56:07Z,-155,119.0
Aaron Wiggins,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,draftkings,2025-10-23T14:55:10Z,2025-10-23T14:56:07Z,-136,105.0
Obi Toppin,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,draftkings,2025-10-23T14:55:10Z,2025-10-23T14:56:07Z,-134,103.0
Chet Holmgren,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,draftkings,2025-10-23T14:55:10Z,2025-10-23T14:56:07Z,-128,-101.0
Bennedict Mathurin,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,draftkings,2025-10-23T14:55:10Z,2025-10-23T14:56:07Z,-109,-118.0
Pascal Siakam,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,draftkings,2025-10-23T14:55:10Z,2025-10-23T14:56:07Z,120,-156.0
Andrew Nembhard,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,draftkings,2025-10-23T14:55:10Z,2025-10-23T14:56:07Z,136,-177.0
Cason Wallace,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,draftkings,2025-10-23T14:55:10Z,2025-10-23T14:56:07Z,139,-181.0
Pascal Siakam,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,williamhill_us,2025-10-23T14:54:56Z,2025-10-23T14:55:18Z,120,-170.0
Luguentz Dort,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,2.5,williamhill_us,2025-10-23T14:54:56Z,2025-10-23T14:55:18Z,140,-193.0
Aaron Nesmith,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,2.5,williamhill_us,2025-10-23T14:54:56Z,2025-10-23T14:55:18Z,115,-154.0
Aaron Wiggins,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,williamhill_us,2025-10-23T14:54:56Z,2025-10-23T14:55:18Z,-132,-102.0
Cason Wallace,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,williamhill_us,2025-10-23T14:54:56Z,2025-10-23T14:55:18Z,135,-190.0
Bennedict Mathurin,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,williamhill_us,2025-10-23T14:54:56Z,2025-10-23T14:55:18Z,-114,-120.0
Shai Gilgeous-Alexander,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,williamhill_us,2025-10-23T14:54:56Z,2025-10-23T14:55:18Z,-170,125.0
Chet Holmgren,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,williamhill_us,2025-10-23T14:54:56Z,2025-10-23T14:55:18Z,-122,-110.0
Andrew Nembhard,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,williamhill_us,2025-10-23T14:54:56Z,2025-10-23T14:55:18Z,130,-182.0
Pascal Siakam,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,fanatics,2025-10-23T14:54:59Z,2025-10-23T14:55:32Z,110,-145.0
Bennedict Mathurin,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,fanatics,2025-10-23T14:54:59Z,2025-10-23T14:55:32Z,-115,-115.0
Andrew Nembhard,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,fanatics,2025-10-23T14:54:59Z,2025-10-23T14:55:32Z,120,-165.0
Shai Gilgeous-Alexander,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,fanatics,2025-10-23T14:54:59Z,2025-10-23T14:55:32Z,-165,120.0
Aaron Nesmith,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,2.5,fanatics,2025-10-23T14:54:59Z,2025-10-23T14:55:32Z,115,-145.0
Chet Holmgren,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,fanatics,2025-10-23T14:54:59Z,2025-10-23T14:55:32Z,-115,-115.0
Cason Wallace,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,fanatics,2025-10-23T14:54:59Z,2025-10-23T14:55:32Z,130,-190.0
Luguentz Dort,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,2.5,fanatics,2025-10-23T14:54:59Z,2025-10-23T14:55:32Z,125,-175.0
Aaron Wiggins,Oklahoma City Thunder @ Indiana Pacers,2025-10-23T23:40:00Z,player_threes,1.5,fanatics,2025-10-23T14:54:59Z,2025-10-23T14:55:32Z,-125,-105.0
