player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Darius Garland,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,fanduel,2025-11-13T14:55:00Z,2025-11-13T14:55:34Z,114,-152
Immanuel Quickley,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,fanduel,2025-11-13T14:55:00Z,2025-11-13T14:55:34Z,116,-154
Sam Merrill,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,fanduel,2025-11-13T14:55:00Z,2025-11-13T14:55:34Z,-154,116
Sandro Mamukelashvili,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanduel,2025-11-13T14:55:00Z,2025-11-13T14:55:34Z,148,-200
Evan Mobley,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanduel,2025-11-13T14:55:00Z,2025-11-13T14:55:34Z,108,-144
De'Andre Hunter,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,fanduel,2025-11-13T14:55:00Z,2025-11-13T14:55:34Z,152,-205
Donovan Mitchell,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,3.5,fanduel,2025-11-13T14:55:00Z,2025-11-13T14:55:34Z,-132,100
Jaylon Tyson,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanduel,2025-11-13T14:55:00Z,2025-11-13T14:55:34Z,118,-158
Brandon Ingram,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanduel,2025-11-13T14:55:00Z,2025-11-13T14:55:34Z,100,-132
R.J. Barrett,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanduel,2025-11-13T14:55:00Z,2025-11-13T14:55:34Z,-188,140
Scottie Barnes,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanduel,2025-11-13T14:55:00Z,2025-11-13T14:55:34Z,100,-132
Darius Garland,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,betonlineag,2025-11-13T14:54:37Z,2025-11-13T14:55:55Z,118,-154
Evan Mobley,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,betonlineag,2025-11-13T14:54:37Z,2025-11-13T14:55:55Z,120,-156
Jaylon Tyson,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,betonlineag,2025-11-13T14:54:37Z,2025-11-13T14:55:55Z,120,-156
De'Andre Hunter,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,betonlineag,2025-11-13T14:54:37Z,2025-11-13T14:55:55Z,158,-208
Sandro Mamukelashvili,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,betonlineag,2025-11-13T14:54:37Z,2025-11-13T14:55:55Z,161,-213
Immanuel Quickley,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,betonlineag,2025-11-13T14:54:37Z,2025-11-13T14:55:55Z,124,-161
Donovan Mitchell,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,3.5,betonlineag,2025-11-13T14:54:37Z,2025-11-13T14:55:55Z,-130,101
R.J. Barrett,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,betonlineag,2025-11-13T14:54:37Z,2025-11-13T14:55:55Z,-179,136
Brandon Ingram,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,betonlineag,2025-11-13T14:54:37Z,2025-11-13T14:55:55Z,103,-133
Scottie Barnes,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,betonlineag,2025-11-13T14:54:37Z,2025-11-13T14:55:55Z,100,-130
Sam Merrill,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,betonlineag,2025-11-13T14:54:37Z,2025-11-13T14:55:55Z,-161,123
Donovan Mitchell,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,3.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,-130,100
Darius Garland,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,120,-165
Evan Mobley,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,120,-165
Jaylon Tyson,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,115,-150
Sandro Mamukelashvili,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,140,-225
De'Andre Hunter,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,-210,135
Brandon Ingram,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,105,-140
Scottie Barnes,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,100,-130
Immanuel Quickley,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,120,-165
R.J. Barrett,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,-190,130
Sam Merrill,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,-150,115
Dean Wade,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,fanatics,2025-11-13T14:55:23Z,2025-11-13T14:55:11Z,150,-240
Donovan Mitchell,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,3.5,draftkings,2025-11-13T14:55:23Z,2025-11-13T14:55:35Z,-129,-102
Sam Merrill,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,draftkings,2025-11-13T14:55:23Z,2025-11-13T14:55:35Z,-150,114
Darius Garland,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,draftkings,2025-11-13T14:55:23Z,2025-11-13T14:55:35Z,120,-158
Immanuel Quickley,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,2.5,draftkings,2025-11-13T14:55:23Z,2025-11-13T14:55:35Z,126,-166
De'Andre Hunter,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,draftkings,2025-11-13T14:55:23Z,2025-11-13T14:55:35Z,-197,148
R.J. Barrett,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,draftkings,2025-11-13T14:55:23Z,2025-11-13T14:55:35Z,-183,138
Scottie Barnes,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,draftkings,2025-11-13T14:55:23Z,2025-11-13T14:55:35Z,-104,-126
Brandon Ingram,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,draftkings,2025-11-13T14:55:23Z,2025-11-13T14:55:35Z,-101,-130
Jaylon Tyson,Toronto Raptors @ Cleveland Cavaliers,2025-11-14T00:10:00Z,player_threes,1.5,draftkings,2025-11-13T14:55:23Z,2025-11-13T14:55:35Z,115,-152
