player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Harrison Barnes,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,108,-138
Julian Champagnie,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,-180,140
Michael Porter Jr,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,2.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,-160,124
Victor Wembanyama,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,-130,102
Devin Vassell,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,2.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,110,-140
Dylan Harper,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,162,-210
Cam Thomas,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,2.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,118,-150
Stephon Castle,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanduel,2025-10-26T14:55:09Z,2025-10-26T14:54:37Z,134,-172
Keldon Johnson,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,0.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,-169,129
Devin Vassell,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,2.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,104,-135
Cam Thomas,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,2.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,122,-159
Harrison Barnes,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,112,-145
Stephon Castle,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,126,-164
Victor Wembanyama,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,-115,-112
Dylan Harper,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,146,-192
Michael Porter Jr,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,2.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,-156,121
Julian Champagnie,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,-185,142
Ziaire Williams,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,-156,120
Noah Clowney,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,107,-139
Egor Demin,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,betonlineag,2025-10-26T14:55:22Z,2025-10-26T14:54:52Z,-112,-115
Victor Wembanyama,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,-120,-110
Cam Thomas,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,2.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,120,-165
Devin Vassell,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,2.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,105,-140
Stephon Castle,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,125,-175
Michael Porter Jr,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,2.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,-150,115
Harrison Barnes,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,105,-140
Dylan Harper,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,140,-225
Julian Champagnie,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,-190,130
Ziaire Williams,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,-145,110
Ben Saraf,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,0.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,120,-165
Noah Clowney,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,105,-140
Egor Demin,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,1.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,-115,-115
Keldon Johnson,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,0.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,-190,130
Terance Mann,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,0.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,-175,125
Day'Ron Sharpe,Brooklyn Nets @ San Antonio Spurs,2025-10-26T18:10:00Z,player_threes,0.5,fanatics,2025-10-26T14:55:12Z,2025-10-26T14:56:10Z,290,-525
