player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Tari Eason,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,188,-260
Immanuel Quickley,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,-106,-125
Brandon Ingram,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,-108,-122
Alperen Sengun,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,-136,102
Reed Sheppard,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,-178,132
Sandro Mamukelashvili,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,-250,182
Jabari Smith Jr,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,-158,118
R.J. Barrett,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,-158,118
Scottie Barnes,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,148,-200
Kevin Durant,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,154,-210
Alperen Sengun,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,-130,100
Scottie Barnes,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,161,-213
Jabari Smith Jr,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,-164,125
R.J. Barrett,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,-147,113
Reed Sheppard,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,-172,133
Immanuel Quickley,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,107,-139
Brandon Ingram,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,-111,-116
Kevin Durant,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,136,-179
Tari Eason,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,182,-244
Sandro Mamukelashvili,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,171,-227
Jamal Shead,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,-149,115
Ochai Agbaji,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,-135,104
Amen Thompson,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,215,-294
Josh Okogie,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,betonlineag,2025-10-29T14:54:44Z,2025-10-29T14:54:26Z,-204,155
Scottie Barnes,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,140,-225
Alperen Sengun,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,-140,105
Tari Eason,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,-250,155
Reed Sheppard,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,-190,130
Jabari Smith Jr,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,-190,130
R.J. Barrett,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,-145,110
Brandon Ingram,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,-120,-110
Kevin Durant,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,120,-165
Sandro Mamukelashvili,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,155,-250
Immanuel Quickley,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,105,-140
Amen Thompson,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,190,-325
Jamal Shead,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,-145,110
Josh Okogie,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,-250,155
Ochai Agbaji,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,fanatics,2025-10-29T14:55:31Z,2025-10-29T14:55:50Z,-130,100
Reed Sheppard,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,-173,125
Sandro Mamukelashvili,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,-250,175
Ochai Agbaji,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,-129,-105
R.J. Barrett,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,-150,110
Amen Thompson,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,225,-335
Scottie Barnes,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,150,-209
Josh Okogie,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,-225,160
Jamal Shead,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,-159,115
Kevin Durant,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,135,-182
Tari Eason,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,160,-230
Jabari Smith Jr,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,-170,120
Brandon Ingram,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,-113,-121
Alperen Sengun,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,-141,105
Immanuel Quickley,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,williamhill_us,2025-10-29T14:52:29Z,2025-10-29T14:55:38Z,110,-148
Immanuel Quickley,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,draftkings,2025-10-29T14:55:19Z,2025-10-29T14:55:21Z,117,-152
Kevin Durant,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,draftkings,2025-10-29T14:55:19Z,2025-10-29T14:55:21Z,122,-159
Reed Sheppard,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,draftkings,2025-10-29T14:55:19Z,2025-10-29T14:55:21Z,-193,147
Jabari Smith Jr,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,draftkings,2025-10-29T14:55:19Z,2025-10-29T14:55:21Z,-172,132
R.J. Barrett,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,draftkings,2025-10-29T14:55:19Z,2025-10-29T14:55:21Z,-140,108
Brandon Ingram,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,draftkings,2025-10-29T14:55:19Z,2025-10-29T14:55:21Z,-116,-111
Scottie Barnes,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,draftkings,2025-10-29T14:55:19Z,2025-10-29T14:55:21Z,163,-214
Tari Eason,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,draftkings,2025-10-29T14:55:19Z,2025-10-29T14:55:21Z,167,-220
Alperen Sengun,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,draftkings,2025-10-29T14:55:19Z,2025-10-29T14:55:21Z,-136,105
Brandon Ingram,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,-115,-115
Immanuel Quickley,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,115,-155
Alperen Sengun,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,-160,125
Amen Thompson,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,230,-325
Tari Eason,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,155,-210
Jabari Smith Jr,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,-175,130
Jamal Shead,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,-160,120
Sandro Mamukelashvili,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,-235,175
R.J. Barrett,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,-130,-105
Scottie Barnes,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,155,-210
Reed Sheppard,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,-175,130
Kevin Durant,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,-190,140
Josh Okogie,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,-220,160
Ochai Agbaji,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,betmgm,2025-10-29T14:54:55Z,2025-10-29T14:55:58Z,-125,-105
Alperen Sengun,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,bovada,2025-10-29T14:55:10Z,2025-10-29T14:55:22Z,-145,110
Brandon Ingram,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,bovada,2025-10-29T14:55:10Z,2025-10-29T14:55:22Z,-110,-120
Immanuel Quickley,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,2.5,bovada,2025-10-29T14:55:10Z,2025-10-29T14:55:22Z,105,-135
Jabari Smith Jr,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,bovada,2025-10-29T14:55:10Z,2025-10-29T14:55:22Z,190,-260
Kevin Durant,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,bovada,2025-10-29T14:55:10Z,2025-10-29T14:55:22Z,150,-200
Reed Sheppard,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,bovada,2025-10-29T14:55:10Z,2025-10-29T14:55:22Z,175,-240
R.J. Barrett,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,bovada,2025-10-29T14:55:10Z,2025-10-29T14:55:22Z,190,-260
Sandro Mamukelashvili,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,0.5,bovada,2025-10-29T14:55:10Z,2025-10-29T14:55:22Z,190,-260
Scottie Barnes,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_threes,1.5,bovada,2025-10-29T14:55:10Z,2025-10-29T14:55:22Z,150,-200
