timestamp,num_bookmakers,num_teams,avg_vig_pct,min_vig_pct,max_vig_pct,best_bookmaker,worst_bookmaker
2026-01-07 18:11:45,4,4,8.018259422945428,5.996819014389199,11.936026936026911,fanduel,betonlineag
