player,market,line,best_over_odds,best_over_book,best_over_implied,best_under_odds,best_under_book,best_under_implied,total_prob,expected_profit_pct,is_arb,over_stake,under_stake,over_return,under_return,guaranteed_profit,total_wager,recommendation,game,game_time,num_bookmakers
A.J. Green,player_assists,2.5,105.0,fanatics,0.4878048780487805,-135.0,betonlineag,0.574468085106383,1.0622729631551635,-5.862237420615535,False,,,,,,,Don't bet - bookmaker has edge,Brooklyn Nets @ Milwaukee Bucks,2025-11-30T01:10:00Z,3
Andrew Nembhard,player_assists,5.5,-250.0,bovada,0.7142857142857143,185.0,bovada,0.3508771929824561,1.0651629072681703,-6.117647058823517,False,,,,,,,Don't bet - bookmaker has edge,Chicago Bulls @ Indiana Pacers,2025-11-30T00:40:00Z,1
Andrew Nembhard,player_assists,6.5,-125.0,fanatics,0.5555555555555556,102.0,williamhill_us,0.49504950495049505,1.0506050605060506,-4.816753926701578,False,,,,,,,Don't bet - bookmaker has edge,Chicago Bulls @ Indiana Pacers,2025-11-30T00:40:00Z,5
Andrew Nembhard,player_assists,7.5,135.0,bovada,0.425531914893617,-180.0,bovada,0.6428571428571429,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Chicago Bulls @ Indiana Pacers,2025-11-30T00:40:00Z,1
Andrew Wiggins,player_assists,2.5,107.0,williamhill_us,0.4830917874396135,-127.0,betonlineag,0.5594713656387665,1.04256315307838,-4.082549143685322,False,,,,,,,Don't bet - bookmaker has edge,Detroit Pistons @ Miami Heat,2025-11-30T01:10:00Z,4
Anfernee Simons,player_assists,2.5,-163.0,draftkings,0.6197718631178707,134.0,fanduel,0.42735042735042733,1.047122290468298,-4.500170696129846,False,,,,,,,Don't bet - bookmaker has edge,Boston Celtics @ Minnesota Timberwolves,2025-11-29T22:10:00Z,6
Anfernee Simons,player_assists,3.5,132.0,betrivers,0.43103448275862066,-177.0,betrivers,0.6389891696750902,1.070023652433711,-6.5441219242627024,False,,,,,,,Don't bet - bookmaker has edge,Boston Celtics @ Minnesota Timberwolves,2025-11-29T22:10:00Z,1
Anthony Edwards,player_assists,3.5,-180.0,bovada,0.6428571428571429,135.0,bovada,0.425531914893617,1.06838905775076,-6.401137980085359,False,,,,,,,Don't bet - bookmaker has edge,Boston Celtics @ Minnesota Timberwolves,2025-11-29T22:10:00Z,1
Anthony Edwards,player_assists,4.5,124.0,draftkings,0.44642857142857145,-143.0,betrivers,0.588477366255144,1.0349059376837155,-3.3728608961158923,False,,,,,,,Don't bet - bookmaker has edge,Boston Celtics @ Minnesota Timberwolves,2025-11-29T22:10:00Z,8
Ausar Thompson,player_assists,2.5,115.0,betmgm,0.46511627906976744,-139.0,betonlineag,0.5815899581589958,1.0467062372287632,-4.462210653527931,False,,,,,,,Don't bet - bookmaker has edge,Detroit Pistons @ Miami Heat,2025-11-30T01:10:00Z,4
Bam Adebayo,player_assists,2.5,-143.0,betrivers,0.588477366255144,124.0,fanduel,0.44642857142857145,1.0349059376837155,-3.3728608961158923,False,,,,,,,Don't bet - bookmaker has edge,Detroit Pistons @ Miami Heat,2025-11-30T01:10:00Z,7
Ben Sheppard,player_assists,2.5,117.0,draftkings,0.4608294930875576,-140.0,betmgm,0.5833333333333334,1.0441628264208909,-4.229496138286127,False,,,,,,,Don't bet - bookmaker has edge,Chicago Bulls @ Indiana Pacers,2025-11-30T00:40:00Z,7
Bennedict Mathurin,player_assists,2.5,115.0,betmgm,0.46511627906976744,-130.0,fanatics,0.5652173913043478,1.0303336703741153,-2.944062806673209,False,,,,,,,Don't bet - bookmaker has edge,Chicago Bulls @ Indiana Pacers,2025-11-30T00:40:00Z,7
Bobby Portis,player_assists,0.5,-235.0,betmgm,0.7014925373134329,175.0,betmgm,0.36363636363636365,1.0651289009497966,-6.114649681528672,False,,,,,,,Don't bet - bookmaker has edge,Brooklyn Nets @ Milwaukee Bucks,2025-11-30T01:10:00Z,1
Bobby Portis,player_assists,1.5,155.0,fanatics,0.39215686274509803,-250.0,fanatics,0.7142857142857143,1.1064425770308124,-9.620253164556969,False,,,,,,,Don't bet - bookmaker has edge,Brooklyn Nets @ Milwaukee Bucks,2025-11-30T01:10:00Z,1
Brandin Podziemski,player_assists,3.5,-125.0,fanatics,0.5555555555555556,114.0,fanduel,0.4672897196261682,1.0228452751817239,-2.233502538071075,False,,,,,,,Don't bet - bookmaker has edge,New Orleans Pelicans @ Golden State Warriors,2025-11-30T01:40:00Z,8
