player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
VJ Edgecombe,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_assists,3.5,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,116.0,-154.0
C.J. McCollum,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_assists,3.5,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,-110.0,-120.0
Kyshawn George,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_assists,4.5,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,-136.0,102.0
Khris Middleton,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_assists,3.5,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,-172.0,128.0
Bilal Coulibaly,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_assists,3.5,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,128.0,-172.0
Paul George,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_assists,3.5,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,120.0,-160.0
Carlton Carrington,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_assists,3.5,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,-144.0,108.0
Quentin Grimes,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_assists,3.5,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,-162.0,122.0
Tyrese Maxey,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_assists,7.5,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,-102.0,-130.0
Tyrese Maxey,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_double_double,,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,,
Marvin Bagley III,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_double_double,,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,,
Andre Drummond,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_double_double,,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,,
Kyshawn George,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_double_double,,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,,
Quentin Grimes,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_double_double,,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,,
Khris Middleton,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_double_double,,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,,
VJ Edgecombe,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_double_double,,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,,
Paul George,Washington Wizards @ Philadelphia 76ers,2025-12-03T00:10:00Z,player_double_double,,fanduel,2025-12-02T14:54:55Z,2025-12-02T14:55:39Z,,
