player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Jalen Johnson,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_assists,8.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,108.0,-144.0
Khris Middleton,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_assists,2.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,-162.0,122.0
Kyshawn George,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_assists,3.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,-172.0,128.0
Alex Sarr,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_assists,3.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,104.0,-138.0
C.J. McCollum,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_assists,3.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,104.0,-138.0
Bilal Coulibaly,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_assists,3.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,134.0,-180.0
Nickeil Alexander-Walker,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_assists,3.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,-158.0,118.0
Kristaps Porzingis,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_assists,3.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,128.0,-172.0
Onyeka Okongwu,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_assists,2.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,140.0,-188.0
Dyson Daniels,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_assists,5.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,-144.0,108.0
Alex Sarr,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_blocks,1.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,-158.0,118.0
Kristaps Porzingis,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_blocks,1.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,108.0,-144.0
Nickeil Alexander-Walker,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_points,18.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,-110.0,-120.0
C.J. McCollum,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_points,17.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,-125.0,-106.0
Bilal Coulibaly,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_points,10.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,100.0,-132.0
Alex Sarr,Atlanta Hawks @ Washington Wizards,2025-11-26T00:10:00Z,player_points,17.5,fanduel,2025-11-25T14:55:02Z,2025-11-25T14:55:05Z,-114.0,-114.0
