player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Scottie Barnes,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_assists,4.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:50:04Z,-136.0,102.0
Jamal Shead,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_assists,3.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:50:04Z,-120.0,-110.0
Brandon Ingram,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_assists,3.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:50:04Z,-138.0,104.0
Reed Sheppard,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_assists,3.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:50:04Z,116.0,-154.0
Immanuel Quickley,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_assists,5.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:50:04Z,-154.0,116.0
Alperen Sengun,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_assists,6.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:50:04Z,110.0,-146.0
R.J. Barrett,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_assists,2.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:50:04Z,-192.0,142.0
Amen Thompson,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_assists,4.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:50:04Z,-166.0,124.0
Kevin Durant,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_assists,3.5,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:50:04Z,110.0,-146.0
Alperen Sengun,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_double_double,,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,,
Scottie Barnes,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_double_double,,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,,
Amen Thompson,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_double_double,,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,,
Immanuel Quickley,Houston Rockets @ Toronto Raptors,2025-10-29T22:40:00Z,player_double_double,,fanduel,2025-10-29T14:55:07Z,2025-10-29T14:54:40Z,,
