player,game,game_time,market,line,bookmaker,bookmaker_last_update,market_last_update,over_odds,under_odds
Jaylen Brown,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_assists,4.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,-104.0,-128.0
Franz Wagner,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_assists,3.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,-148.0,112.0
Paolo Banchero,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_assists,4.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,-102.0,-130.0
Anfernee Simons,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_assists,2.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,102.0,-136.0
Desmond Bane,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_assists,4.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,134.0,-180.0
Jalen Suggs,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_assists,2.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,-140.0,106.0
Derrick White,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_assists,4.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,-132.0,100.0
Payton Pritchard,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_assists,4.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,104.0,-138.0
Neemias Queta,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_blocks,1.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,194.0,-270.0
Derrick White,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_blocks,1.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,178.0,-245.0
Paolo Banchero,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_double_double,,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,,
Wendell Carter Jr,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_double_double,,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,,
Neemias Queta,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_double_double,,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,,
Franz Wagner,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_double_double,,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,,
Jaylen Brown,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_double_double,,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,,
Josh Minott,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_double_double,,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,,
Derrick White,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_double_double,,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,,
Payton Pritchard,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_double_double,,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,,
Desmond Bane,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_double_double,,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,,
Franz Wagner,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_points,20.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,-112.0,-118.0
Sam Hauser,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_points,7.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,-112.0,-118.0
Anthony Black,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_points,9.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,-112.0,-118.0
Josh Minott,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_points,8.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,-128.0,-104.0
Neemias Queta,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_points,8.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,-122.0,-108.0
Wendell Carter Jr,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_points,11.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,102.0,-136.0
Desmond Bane,Boston Celtics @ Orlando Magic,2025-11-08T00:10:00Z,player_points,15.5,fanduel,2025-11-07T14:55:01Z,2025-11-07T14:54:23Z,-112.0,-118.0
